unique_id	wt_id	SNP	rna_3_wt_med	rna_4_wt_med	rna_5_wt_med	rna_6_wt_med	rna_7_wt_med	rna_8_wt_med	rna_9_wt_med	rna_10_wt_med	rna_11_wt_med	rna_12_wt_med	rna_13_wt_med	rna_14_wt_med	combined_wt_med	rna_3_snp_med	rna_4_snp_med	rna_5_snp_med	rna_6_snp_med	rna_7_snp_med	rna_8_snp_med	rna_9_snp_med	rna_10_snp_med	rna_11_snp_med	rna_12_snp_med	rna_13_snp_med	rna_14_snp_med	combined_snp_med	rna_3_l2fc	rna_4_l2fc	rna_5_l2fc	rna_6_l2fc	rna_7_l2fc	rna_8_l2fc	rna_9_l2fc	rna_10_l2fc	rna_11_l2fc	rna_12_l2fc	rna_13_l2fc	rna_14_l2fc	combined_l2fc	rna_3_pval	rna_4_pval	rna_5_pval	rna_6_pval	rna_7_pval	rna_8_pval	rna_9_pval	rna_10_pval	rna_11_pval	rna_12_pval	rna_13_pval	rna_14_pval	combined_pval	rna_3_padj	rna_4_padj	rna_5_padj	rna_6_padj	rna_7_padj	rna_8_padj	rna_9_padj	rna_10_padj	rna_11_padj	rna_12_padj	rna_13_padj	rna_14_padj	combined_padj	rna_3_sig	rna_4_sig	rna_5_sig	rna_6_sig	rna_7_sig	rna_8_sig	rna_9_sig	rna_10_sig	rna_11_sig	rna_12_sig	rna_13_sig	rna_14_sig	combined_sig	downsamp_sig
WILDTYPE_SNP_INDIV__Antisense.noflip.NA__chr8:143808383..143808497,-__841.1.1.0	WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr8:143808383..143808497,-__841.1.0.0	rs138227826	-0.011724120553415651	-0.23325716320009537	0.2170024432413284	0.3025427851240198	-0.90150419216479	-1.9999168203430573	-0.5364796674524911	0.3922487047007206	0.21001719564575544	-0.3050563151711718	-0.9565867813409812	-1.646990800646566	-0.45580872768006203	0.95609618395575	1.7210233545534848	0.4668772176208138	0.8186629178081731	1.0230687501438223	0.9790390476369637	1.3838583936954185	1.6088431317711556	1.3973851788201206	0.87706344053825	0.8790568373182391	1.4414604112377896	1.1293695720916652	0.9678203045091657	1.9542805177535802	0.2498747743794854	0.5161201326841534	1.9245729423086124	2.978955867980021	1.9203380611479095	1.216594427070435	1.187367983174365	1.1821197557094218	1.8356436186592204	3.0884512118843555	1.5851782997717274	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__Antisense.noflip.NA__chr8:143808383..143808497,-__841.1.2.0	WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr8:143808383..143808497,-__841.1.0.0	rs187474668	-0.011724120553415651	-0.23325716320009537	0.2170024432413284	0.3025427851240198	-0.90150419216479	-1.9999168203430573	-0.5364796674524911	0.3922487047007206	0.21001719564575544	-0.3050563151711718	-0.9565867813409812	-1.646990800646566	-0.45580872768006203																											NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_PLUS_HAPLO__Antisense.noflip.NA__chr8:143808383..143808497,-__841.1.2.1	WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr8:143808383..143808497,-__841.1.0.0	rs138227826,rs187474668	-0.011724120553415651	-0.23325716320009537	0.2170024432413284	0.3025427851240198	-0.90150419216479	-1.9999168203430573	-0.5364796674524911	0.3922487047007206	0.21001719564575544	-0.3050563151711718	-0.9565867813409812	-1.646990800646566	-0.45580872768006203	0.44303562917265055	-0.7408751558844175	0.5739359748645881	0.15607937018514215	-0.32320136074306244	-0.3843842581974077	-0.4638723353017526	-1.1604210682684812	-0.595995802689033	-1.7046668079153022	-0.547732517516241	0.2149456509377831	-0.3777627234462945	0.4547597497260662	-0.5076179926843222	0.35693353162325975	-0.14646341493887763	0.5783028314217276	1.6155325621456496	0.0726073321507385	-1.5526697729692018	-0.8060129983347883	-1.3996104927441304	0.4088542638247402	1.8619364515843493	0.07804600423376754	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__Lincrna.noflip.NA__chr8:144363753..144363867,-__843.1.1.0	WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr8:144363753..144363867,-__843.1.0.0	rs56184499	0.2841944795969811	0.4199857059210894	-0.35393543256544224	0.0020113752751918235	0.12589732681691598	0.2771336643374275	0.29677721305944	-0.0059561398196613475	0.35459162515709053	0.4501399002380381	0.5530519145774365	0.3893625281040879	0.2327711800582163	0.2436123212109206	0.4087326631668836	0.2773134690327165	0.19609926976417524	0.047460374567067566	0.475976327718125	0.32456767901458483	0.3992928382882923	0.4254594356586693	0.5289957665515415	0.03208947505272123	0.6296223595257777	0.33243516496262293	-0.04058215838606047	-0.0112530427542058	0.6312489015981587	0.19408789448898342	-0.07843695224984842	0.1988426633806975	0.02779046595514484	0.4052489781079537	0.07086781050157875	0.07885586631350333	-0.5209624395247153	0.24025983142168983	0.09966398490440669	0.493479697885	0.967868733231	0.368322877114	0.288794692487	0.967868733231	0.156605481197	0.63839046467	0.757455001208	0.79863356553	0.282745459933	0.276771967065	0.861430881609	0.850066964946	1	1	1	1	1	1	1	1	1	1	1	1	1	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig
WILDTYPE_SNP_INDIV__Lincrna.flip.sense__chr8:144363811..144363925,-__844.1.1.0	WILDTYPE_BUT_HAS_SNP__Lincrna.flip.sense__chr8:144363811..144363925,-__844.1.0.0	rs56184499	1.6992779050711988	1.9368738610922758	1.7265618424801408	1.4024999800008833	1.663641051835892	1.6606505292394675	1.4321903237065552	1.4328188690814678	1.600342644126055	1.8618985359201212	1.5106125264031391	1.7351681662038434	1.63854468626342	2.328401171453719	2.5512621020490833	2.0868903802573837	1.9377442174058759	2.1573682799057674	2.1526191541078323	2.204348233292317	2.0467049102534256	2.060052653441483	2.353578288724672	2.4565084416303544	2.1815151226240492	2.20974941292883	0.6291232663825204	0.6143882409568076	0.36032853777724294	0.5352442374049926	0.49372722806987546	0.4919686248683648	0.7721579095857618	0.6138860411719578	0.4597100093154278	0.4916797528045507	0.9458959152272153	0.44634695642020583	0.5712047266654102	0.000354775949455	0.0168468410067	0.0440018610392	0.00127069654712	0.00313710581496	0.00139510136839	3.33944592614e-05	0.045430560235	0.0140036728837	0.0115927323179	0.000303956631358	0.00127069654712	2.82906429912e-21	0.251181372214	1	1	0.936503355225	1	1	0.0246785053942	1	1	1	0.233742649515	0.989872610204	2.37075588266e-18	not sig	not sig	not sig	not sig	not sig	not sig	sig	not sig	not sig	not sig	not sig	not sig	sig	sig
WILDTYPE_SNP_INDIV__Lincrna.flip.sense__chr8:144363811..144363925,-__844.1.2.0	WILDTYPE_BUT_HAS_SNP__Lincrna.flip.sense__chr8:144363811..144363925,-__844.1.0.0	rs61736733	1.6992779050711988	1.9368738610922758	1.7265618424801408	1.4024999800008833	1.663641051835892	1.6606505292394675	1.4321903237065552	1.4328188690814678	1.600342644126055	1.8618985359201212	1.5106125264031391	1.7351681662038434	1.63854468626342	0.909337971567874	1.1126988687130712	1.0526192185955552	0.8720417894212337	1.066881117939268	0.8159378671923924	1.04138815239006	0.8540276548325579	0.9462595506313752	0.998874989375928	0.8917970963129924	0.9771525349675579	0.961584734328322	-0.7899399335033248	-0.8241749923792046	-0.6739426238845856	-0.5304581905796496	-0.5967599338966239	-0.8447126620470752	-0.3908021713164951	-0.5787912142489099	-0.6540830934946799	-0.8630235465441932	-0.6188154300901467	-0.7580156312362855	-0.6769599519350978	0.154655491485	0.00470673488948	0.0906800339379	0.197395731844	0.110080523892	0.0932701621097	0.412754243182	0.232080506959	0.104229562843	0.00183882744533	0.0808926541269	0.00800418438635	3.08895233396e-07	1	1	1	1	1	1	1	1	1	1	1	1	0.000258854205586	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	sig	not sig
WILDTYPE_SNP_PLUS_HAPLO__Lincrna.flip.sense__chr8:144363811..144363925,-__844.1.2.1	WILDTYPE_BUT_HAS_SNP__Lincrna.flip.sense__chr8:144363811..144363925,-__844.1.0.0	rs56184499,rs61736733	1.6992779050711988	1.9368738610922758	1.7265618424801408	1.4024999800008833	1.663641051835892	1.6606505292394675	1.4321903237065552	1.4328188690814678	1.600342644126055	1.8618985359201212	1.5106125264031391	1.7351681662038434	1.63854468626342	1.4073524094186927	1.7637011589641618	1.6332682219066454	1.4522544108797206	1.4060842951422883	1.5309088364397825	1.3253630033420376	1.3401090793587649	1.4257640682204853	1.465187576022721	1.5396777317385686	1.4984358333780807	1.4823422187343291	-0.29192549565250614	-0.17317270212811398	-0.09329362057349533	0.04975443087883735	-0.2575567566936037	-0.12974169279968506	-0.10682732036451759	-0.09270978972270294	-0.1745785759055698	-0.39671095989740013	0.029065205335429445	-0.23673233282576267	-0.15620246752909087	0.845630974801	0.221756412245	0.88258056334	0.397597163509	0.175053819161	0.412754243182	0.527990680582	0.619326784864	0.628827692687	0.13967914143	0.914457985151	0.428242856315	0.595123905959	1	1	1	1	1	1	1	1	1	1	1	1	1	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig
WILDTYPE_SNP_INDIV__Lincrna.noflip.NA__chr8:144450700..144450814,-__845.1.1.0	WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr8:144450700..144450814,-__845.1.0.0	rs80267243	1.8132484448586044	1.9558197887030566	1.7311353948794337	1.3892041497243115	1.6824625946732912	1.6863391893081463	1.710357772957385	1.9102512569212784	1.7176999480422572	1.8210302367733222	1.7769729065513995	1.9435361487646772	1.7615048193464304	1.6588084328116917	1.7082097975270158	1.3988859128036186	1.3987987297733986	1.613133256969702	1.7149621897642164	1.5421055894045568	1.6298831615393692	1.6528932096403073	1.6718457859589997	1.6554951070606048	1.7500633256890057	1.6162570415785407	-0.1544400120469127	-0.24760999117604077	-0.33224948207581506	0.009594580049087087	-0.06932933770358929	0.028623000456070136	-0.16825218355282812	-0.2803680953819092	-0.06480673840194995	-0.14918445081432252	-0.12147779949079474	-0.19347282307567149	-0.14524777776788972	0.609889042629	0.420456664513	0.333666485083	0.967868733231	0.536806685117	0.88258056334	0.8931878581	0.122558611289	0.657696241675	0.110080523892	0.76769033028	0.788281320858	0.848792142935	1	1	1	1	1	1	1	1	1	1	1	1	1	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig
WILDTYPE_SNP_INDIV__Lincrna.noflip.NA__chr8:17658773..17658887,+__848.1.1.0	WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr8:17658773..17658887,+__848.1.0.0	rs114402935	-0.053022773207982175	0.2242059680758164	-0.15355594690397495	0.07438922817112109	-0.08297063553205182	0.26880307475168674	0.17634356442548127	0.2673105088662737	0.10700273436792726	0.015540569778886756	0.12211132549861257	0.15607937018514215	0.09351974903974491	0.1002004306121629	0.060445849293367576	0.07426489759291512	-0.12246818485445682	-0.031286488577848146	0.0896349475526907	-0.2592418560300956	-0.16528298276741	0.03646796500358987	0.1298202429989008	0.20079666802968615	0.1639171995034382	0.02310572402974506	0.15322320382014507	-0.1637601187824488	0.22782084449689005	-0.1968574130255779	0.051684146954203675	-0.17916812719899605	-0.43558542045557685	-0.4325934916336837	-0.07053476936433739	0.11427967322001405	0.07868534253107358	0.007837829318296047	-0.07041402500999984	0.893185427345	0.762564839604	0.444064484515	0.747262025795	0.946473618223	0.777966336216	0.166665831608	0.614595886613	0.946473006422	0.282745459933	0.648013768535	0.545696106059	0.950532467681	1	1	1	1	1	1	1	1	1	1	1	1	1	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig
WILDTYPE_SNP_INDIV__Lincrna.flip.sense__chr8:30601601..30601715,+__852.1.1.0	WILDTYPE_BUT_HAS_SNP__Lincrna.flip.sense__chr8:30601601..30601715,+__852.1.0.0	rs73672521	2.225607802816824	2.467852696649354	2.1852677900405126	1.9000498042385527	2.5195094819627943	2.416149195743171	2.2481549407112436	2.548642237068946	2.4504284027172325	2.473885442867771	2.4268360726437983	2.3964726299624006	2.35490470811855	2.5965585419903388	2.888172979447391	2.4007376201881114	2.4350257944177285	2.5674304793452096	2.4565084416303544	2.426153067240889	2.5668153219345053	2.4771005977602045	2.701471426983039	2.5710515516988406	2.6060931498887308	2.557759914377112	0.37095073917351495	0.42032028279803724	0.2154698301475988	0.5349759901791757	0.04792099738241529	0.04035924588718354	0.17799812652964553	0.018173084865559463	0.026672195042972024	0.22758598411526787	0.14421547905504228	0.20962051992633013	0.2028552062585619	0.0276615481105	0.170821264488	0.0296152123457	0.00784715402968	0.226876581559	0.66743649171	0.125844655769	0.706946403854	0.519249062249	0.0327677521954	0.107123399254	0.119339994516	0.000191814179249	1	1	1	1	1	1	1	1	1	1	1	1	0.160740282211	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig
WILDTYPE_SNP_INDIV__Lincrna.noflip.NA__chr8:30601660..30601774,+__853.1.1.0	WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr8:30601660..30601774,+__853.1.0.0	rs3174043	2.8079317388637004	3.300553991885336	2.670302316218291	2.528771024814624	2.769529354998179	2.7902849266513723	2.7368294670472384	2.927821638283662	2.878966601672631	2.9235777418100284	2.8425950221787186	2.987227568197504	2.8470326160517736	2.7995357891595747	3.1619451275516086	2.7641824119768454	2.5774551560989254	2.764806376067747	2.776862156133008	2.7979058880346104	2.911641779932914	2.8077461152945116	2.8663600503461657	2.9509662665049587	2.9343076670415345	2.8428095653452004	-0.008395949704125716	-0.13860886433372732	0.09388009575855438	0.04868413128430138	-0.004722978930432387	-0.01342277051836449	0.06107642098737198	-0.016179858350747978	-0.0712204863781194	-0.057217691463862685	0.10837124432624012	-0.05291990115596956	-0.004223050706573472	0.989287003123	0.648013768535	0.412754243182	0.989287003123	0.978575937473	0.706946403854	0.757455001208	0.545696106059	0.747262025795	0.829896383209	0.925117039075	0.829896383209	0.99977537744	1	1	1	1	1	1	1	1	1	1	1	1	1	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig
WILDTYPE_SNP_INDIV__Lincrna.flip.sense__chr8:52811806..52811920,+__858.1.1.0	WILDTYPE_BUT_HAS_SNP__Lincrna.flip.sense__chr8:52811806..52811920,+__858.1.0.0	rs73681409	0.6565883818974819	0.48889842695541696	0.23396155107360134	0.2814315813914604	0.4794836581217338	0.525752119409651	0.4264025134204852	0.3008645209464967	0.2802273967710282	0.5515068848193225	0.5092238272042467	0.5164516258233074	0.4375660406528527	0.6783922547510285	0.9991168243994067	0.7355974964385537	0.4907790636939101	0.6071524473447434	0.6541348380084133	0.550444578846547	0.6382993131105263	0.6411778618060759	0.7182297998708935	0.6693414515307263	0.8276439357955361	0.6841924887996967	0.02180387285354657	0.5102183974439898	0.5016359453649524	0.2093474823024497	0.12766878922300956	0.12838271859876227	0.12404206542606178	0.33743479216402966	0.36095046503504774	0.166722915051571	0.16011762432647958	0.3111923099722287	0.246626448146844	0.333666485083	0.0698833862508	0.0658387268341	0.221756412245	0.397602565759	0.119339994516	0.226876581559	0.270885072145	0.0240855495486	0.179364149792	0.158583637061	0.0181189115857	9.09717950403e-05	1	1	1	1	1	1	1	1	1	1	1	1	0.0762343642437	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig
WILDTYPE_SNP_PLUS_HAPLO__Lincrna.flip.sense__chr8:52811806..52811920,+__858.1.1.1	WILDTYPE_BUT_HAS_SNP__Lincrna.flip.sense__chr8:52811806..52811920,+__858.1.0.0	rs73681409,rs13264242	0.6565883818974819	0.48889842695541696	0.23396155107360134	0.2814315813914604	0.4794836581217338	0.525752119409651	0.4264025134204852	0.3008645209464967	0.2802273967710282	0.5515068848193225	0.5092238272042467	0.5164516258233074	0.4375660406528527	0.590582941508842	0.8358046377395605	0.4212056746268314	0.39679682853377995	0.3738109190349391	0.48757309433627893	0.5265666585104207	0.4829617483335822	0.6801710358812731	0.9308369637052922	0.7494082411509633	0.5648055710887099	0.5867103595375395	-0.06600544038863987	0.3469062107841435	0.18724412355323006	0.11536524714231955	-0.1056727390867947	-0.03817902507337212	0.10016414508993554	0.1820972273870855	0.39994363911024494	0.3793300788859697	0.24018441394671652	0.04835394526540249	0.14914431888468674	0.420456664513	0.226876581559	0.48504462162	0.957167318493	0.88258056334	0.677233097055	0.978575937473	0.716953652062	0.0741297894045	0.0162407194134	0.166665831608	0.301187193336	0.489145294644	1	1	1	1	1	1	1	1	1	1	1	1	1	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig
WILDTYPE_SNP_INDIV__Lincrna.noflip.NA__chr8:61429297..61429411,-__863.1.1.0	WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr8:61429297..61429411,-__863.1.0.0	rs80278351	0.17127851488009824	0.18199227175117894	-0.3715506918584053	-1.1627125341634732	0.2316502384032721	-0.02923064035583948	-1.2591828800534068	0.5107043117009991	-0.12410697770626158	0.9178420751818157	0.3785723227701832	-1.157790021713914	-0.14271116759697944	0.3916779395274968	-0.6121846409747732	0.1697889553465463	0.9606163797655016	0.41351505850820985	1.1244567486624484	0.6633142824317733	0.9599435865631653	-0.44775059075932494	-1.8143734937575438	-0.30324400482031905	-0.2670505635909975	0.10322580474184857	0.22039942464739856	-0.7941769127259521	0.5413396472049516	2.123328913928975	0.18186482010493776	1.153687389018288	1.92249716248518	0.4492392748621662	-0.32364361305306333	-2.7322155689393597	-0.6818163275905023	0.8907394581229167	0.24593697233882814	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__Antisense.flip.sense__chr8:6264034..6264148,-__864.1.1.0	WILDTYPE_BUT_HAS_SNP__Antisense.flip.sense__chr8:6264034..6264148,-__864.1.0.0	rs2916655	0.8502941499499437	1.415483432888219	0.5623460082979066	-1.6377227817771463	0.19322103303173216	-0.30159677843036503	1.419922390879451	0.6737104179831632	0.8064471914175405	-0.15896552925130344	1.118761674042526	0.4627284474903598	0.4503858047101688	0.5552708649330872	0.0214324947603729	0.015933570224470058	-0.6738409906976016	0.6048768540419902	-0.8411760143973366	0.14395031261381463	-0.137829587216203	0.8591992065275957	0.37834725765183136	-0.7414698256613962	-0.3679185813831849	-0.015268703216880017	-0.2950232850168565	-1.394050938127846	-0.5464124380734365	0.9638817910795446	0.41165582101025805	-0.5395792359669715	-1.2759720782656363	-0.8115400051993662	0.05275201511005523	0.5373127869031348	-1.860231499703922	-0.8306470288735447	-0.4656545079270489	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__Antisense.flip.sense__chr8:6264034..6264148,-__864.1.2.0	WILDTYPE_BUT_HAS_SNP__Antisense.flip.sense__chr8:6264034..6264148,-__864.1.0.0	rs2305023	0.8502941499499437	1.415483432888219	0.5623460082979066	-1.6377227817771463	0.19322103303173216	-0.30159677843036503	1.419922390879451	0.6737104179831632	0.8064471914175405	-0.15896552925130344	1.118761674042526	0.4627284474903598	0.4503858047101688	0.9038027662146022	0.49547226875875167	0.12922769126668288	1.014366063279413	0.299077289069956	0.4664056368497702	0.01255580150907585	1.0269913230872176	-0.33934980917554847	0.8756367363593747	0.6734215614427385	0.5574225970083602	0.5095858271391995	0.053508616264658526	-0.9200111641294675	-0.4331183170312237	2.652088845056559	0.10585625603822385	0.7680024152801352	-1.407366589370375	0.3532809051040544	-1.145797000593089	1.0346022656106781	-0.44534011259978745	0.09469414951800037	0.05920002242903055	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
