Id	tissue_sp_all	tissue_sp_3
chr1:2478276-2478817	0.9733346949784114	0.47781959389108164
chr1:2501788-2502413	0.9845367464554889	
chr1:2505035-2505361	0.9885404743647764	
chr1:2509702-2510198	0.9906501285437388	0.5468948116226051
chr1:2574079-2574144	0.9717244924862836	0.6666666666666666
chr1:2574343-2574764	0.9496272401968541	0.2483017106570801
chr1:2772559-2772713	0.9862050375236442	
chr1:2804922-2805288	0.9913496291859084	
chr1:2989176-2989511	0.982889313714176	
chr1:3077832-3078221	0.9930821234750721	
chr1:3086923-3087330	0.9833957431352438	0.6666666666666666
chr1:3111769-3111989	0.9907143613325908	
chr1:3128621-3128847	0.9715615526107306	
chr1:3133891-3134283	0.986750312739366	
chr1:3136013-3136207	0.9839541905672032	0.6666666666666666
chr1:3165725-3166065	0.9893538147556052	
chr1:3186377-3186508	0.9915632202388808	
chr1:3227700-3227783	0.9866834030964454	
chr1:3229711-3230157	0.9843231626777679	0.6666666666666666
chr1:3231111-3231335	0.975763201501888	0.6666666666666666
chr1:3231556-3231634	0.9847752294970656	
chr1:3232812-3232866	0.9925104256532634	0.6666666666666666
chr1:3233109-3233475	0.9937882088535736	
chr1:3237165-3237518	0.9870483550242156	0.6666666666666666
chr1:3243464-3243615	0.9954133819142276	0.6666666666666666
chr1:3251760-3252019	0.9869989661065456	0.6666666666666666
chr1:3267475-3267612	0.9844234148018484	0.6666666666666666
chr1:3269112-3269418	0.9865557623775174	
chr1:3278962-3279359	0.9929424170712114	
chr1:3290271-3290590	0.9893999524557489	
chr1:3297180-3297261	0.991440279528226	
chr1:3309990-3310261	0.9934812300309892	
chr1:3325555-3326143	0.9803091789990759	
chr1:3373716-3374006	0.9966385905043452	0.6666666666666666
chr1:3374928-3375314	0.9755036340029792	0.6613230159863231
chr1:3377166-3377446	0.996488059518154	0.6666666666666666
chr1:3398864-3399114	0.9860735528397536	0.49031382193648915
chr1:3420761-3421065	0.9811572846818896	0.6666666666666666
chr1:3421438-3421558	0.9925808425278054	
chr1:3459907-3460197	0.9907510050608314	0.6666666666666666
chr1:3463934-3464260	0.9861921423000544	0.6666666666666666
chr1:3514172-3514403	0.98742488734109	
chr1:3521167-3521613	0.9947092089279655	
chr1:3573384-3573559	0.991311832365508	
chr1:3581269-3581645	0.9879246911914821	
chr1:3582035-3582407	0.9862598649140936	
chr1:3590266-3590494	0.993305782892582	
chr1:3594206-3594277	0.9952190823563564	
chr1:3607916-3608261	0.9963480687669742	
chr1:3609276-3609439	0.992379112379026	
chr1:3620035-3620325	0.987122424397053	0.6666666666666666
chr1:3634737-3634863	0.9927302831048344	
chr1:3728005-3728221	0.9947189992616594	0.6666666666666666
chr1:3817648-3818071	0.9335142896662791	0.29319409414431985
chr1:3844625-3844991	0.9972082611347782	
chr1:4004990-4005219	0.9906588479050106	
chr1:4067941-4068288	0.9788118540718416	
chr1:4079242-4079460	0.9839804072232116	
chr1:4281719-4281846	0.996296382632336	
chr1:4327537-4327841	0.9930304274554228	0.6666666666666666
chr1:4342218-4342503	0.9864952411292156	
chr1:4394518-4394542	0.990291134504033	0.6666666666666666
chr1:4526696-4526895	0.9949346842630128	
chr1:4697251-4697504	0.9948616641193196	
chr1:4707853-4708108	0.9879363394194824	
chr1:4728864-4729054	0.9885439735098648	
chr1:4729528-4729775	0.9899474639411436	
chr1:4736270-4736533	0.9853947808064918	
chr1:5023187-5023658	0.986248630733016	
chr1:5033327-5033455	0.9966368821666683	
chr1:5160051-5160190	0.9965086110771024	
chr1:5172646-5173061	0.9910091703427668	0.6666666666666666
chr1:5184476-5184496	0.9927251782375404	
chr1:5483188-5483543	0.9917206789273836	
chr1:5957166-5957512	0.991213189276844	0.6666666666666666
chr1:6034742-6034859	0.9952739899797016	
chr1:6040561-6040806	0.9842902221710954	0.6666666666666666
chr1:6053603-6054107	0.9691481017385504	0.6261841111822198
chr1:6054896-6055025	0.98493802424897	0.6666666666666666
chr1:6088225-6088518	0.9849998366969837	
chr1:6221566-6221669	0.9870582569861616	0.6666666666666666
chr1:6230950-6231173	0.9925246255994714	0.6666666666666666
chr1:6301988-6302384	0.9859229844225188	
chr1:6319998-6320272	0.9739859640425004	0.6666666666666666
chr1:6321567-6321961	0.9904053285187804	0.6666666666666666
chr1:6336471-6336830	0.9685827494410464	
chr1:6337854-6338055	0.9906975653307626	0.6666666666666666
chr1:6341896-6342142	0.9946873341458398	0.6666666666666666
chr1:6342321-6342466	0.9960555726991948	
chr1:6350184-6350543	0.9921149600594	
chr1:6351007-6351537	0.9948214914988521	
chr1:6354110-6354322	0.9861110372819776	0.6666666666666666
chr1:6359789-6360186	0.9879771216846724	
chr1:6360191-6360625	0.9846854789985796	
chr1:6362597-6362955	0.9932179874948136	
chr1:6370006-6370154	0.9919225831727372	
chr1:6373523-6373899	0.9966024918417692	
chr1:6402298-6402445	0.9884177949896064	
chr1:6451759-6451831	0.993301253997276	0.5469359934561726
chr1:6566323-6566594	0.9845547115167356	
chr1:6661008-6661639	0.9912425325668058	0.276680395939291
chr1:6709089-6709221	0.9942979300461388	0.4637267578092478
chr1:6760819-6760983	0.9834358066038072	0.39865437056335873
chr1:6779783-6779914	0.9906110279264176	
chr1:6803995-6804151	0.9871192237969926	
chr1:6894689-6894717	0.9838874371291308	0.39254088565002626
chr1:6943772-6944262	0.9815186985115744	0.29997481395380016
chr1:7137904-7138115	0.9883931909542272	
chr1:7177733-7177848	0.9876017447358086	0.5599065437801859
chr1:7207208-7207593	0.9923568982502337	
chr1:7289758-7290075	0.9918778832129664	0.6666666666666666
chr1:7313313-7313451	0.9819581415118904	0.6666666666666666
chr1:7327634-7328033	0.98518517510643	0.6666666666666666
chr1:7331930-7332127	0.993877679800646	
chr1:7359415-7359679	0.9737367554044398	0.6666666666666666
chr1:7461964-7462325	0.9831309719147348	0.6666666666666666
chr1:7489736-7490127	0.9944933790629399	
chr1:7531062-7531540	0.9460389465075676	0.6666666666666666
chr1:7538871-7539273	0.9810916564777324	
chr1:7540504-7540548	0.9844458651728356	0.6666666666666666
chr1:7551468-7551846	0.9782173930871292	
chr1:7558449-7558725	0.9914999666570778	
chr1:7609389-7609632	0.9824844329915318	0.6666666666666666
chr1:7656791-7657175	0.9826058823802803	
chr1:7668972-7669194	0.9867589693179822	
chr1:7709088-7709360	0.988954127457131	
chr1:7728673-7728970	0.9713935634147144	
chr1:7729547-7729971	0.9696631591871604	
chr1:7742006-7742141	0.995516516407784	
chr1:7764543-7764931	0.951461034945129	0.6391152079969966
chr1:7813654-7813829	0.993866484892301	0.6666666666666666
chr1:7843556-7843653	0.972799168438758	0.42510308278159964
chr1:7947650-7947935	0.9905703147382594	
chr1:7950902-7950918	0.9857884160561976	
chr1:8001518-8001767	0.9882667926553196	
chr1:8054249-8054565	0.9919335862648624	0.4223392999947931
chr1:8070132-8070398	0.9838700791021892	0.5654225609127596
chr1:8076289-8076986	0.9829616138899802	0.6666666666666666
chr1:8107848-8108157	0.9847838511332682	0.6666666666666666
chr1:8121436-8121582	0.9539336370727514	0.6666666666666666
chr1:8137301-8137521	0.9930254220990322	0.6546068012937337
chr1:8143203-8143348	0.9916731733317028	
chr1:8154517-8154933	0.9699230077348692	0.3834111204496337
chr1:8156648-8157003	0.9482597994404204	0.12570000339221202
chr1:8157417-8157780	0.9614218905447841	0.6451608443749891
chr1:8173446-8173525	0.984285069273183	
chr1:8181009-8181247	0.9819098302709436	0.6526190112389597
chr1:8187209-8187385	0.9917213282109985	0.6666666666666666
chr1:8187563-8187834	0.9913511627073124	0.6666666666666666
chr1:8194345-8194402	0.9682171864054314	
chr1:8195042-8195246	0.993427024495602	
chr1:8198088-8198334	0.9666711415514944	0.42648848660767086
chr1:8214748-8215059	0.9840949239689364	0.6666666666666666
chr1:8215795-8215905	0.990752630676256	0.6666666666666666
chr1:8226138-8226422	0.9920224336697868	
chr1:8229904-8230047	0.9745602706035028	0.654443354310163
chr1:8230370-8230423	0.9955120689106194	0.6666666666666666
chr1:8250099-8250155	0.9958042017722444	0.5382356591714208
chr1:8254637-8254907	0.9783644183209436	0.5376390767284188
chr1:8257762-8258040	0.9901522931761588	0.5658461975931547
chr1:8262223-8262541	0.9632194109028892	0.4199178281941873
chr1:8263853-8264184	0.990412451450482	0.6666666666666666
chr1:8264458-8264788	0.9894183466875498	0.6666666666666666
chr1:8272041-8272390	0.9541141449652732	0.3701890431597239
chr1:8300045-8300389	0.9956199433903794	0.6666666666666666
chr1:8319137-8319616	0.9909102601622909	0.6666666666666666
chr1:8343223-8343590	0.9849257787400196	0.6666666666666666
chr1:8445817-8446112	0.981129414583624	
chr1:8450820-8451072	0.9917543646073204	
chr1:8457012-8457408	0.9745374075074767	
chr1:8469706-8470061	0.9708410019260424	0.6666666666666666
chr1:8487656-8487917	0.9533903695929647	0.4853410615842016
chr1:8488165-8488317	0.9856318610325616	
chr1:8499087-8499228	0.9755092528274512	
chr1:8520924-8521286	0.9961712710210238	
chr1:8533889-8534027	0.9911144393481268	
chr1:8571636-8571856	0.9912246200034884	0.4736578854658224
chr1:8686491-8686867	0.9783992124148718	0.37378430546582136
chr1:8690020-8690153	0.9922922539216851	
chr1:8712702-8713010	0.9817996884239562	
chr1:8720526-8720683	0.9940731858532974	
chr1:8721734-8722143	0.9690331345074856	0.5163653002513452
chr1:8724042-8724475	0.9913302575199304	0.6666666666666666
chr1:8762126-8762475	0.9585597080614776	0.6309581186052485
chr1:8810273-8810466	0.9709006172982416	0.46381189432734155
chr1:8849339-8849636	0.9889348044609649	0.6424454623136174
chr1:8858188-8858497	0.9813911524610844	0.36110063420578137
chr1:8875055-8875165	0.9850778910964724	0.6666666666666666
chr1:8933581-8933925	0.9879335082665844	0.6221658699752209
chr1:8953388-8953557	0.9852454349357715	0.6666666666666666
chr1:8964053-8964236	0.9824771569048818	0.6666666666666666
chr1:8971325-8971721	0.9957194154714938	
chr1:8981771-8982005	0.9892812434270394	
chr1:8983094-8983258	0.9933932847168722	
chr1:8985051-8985236	0.991319747235482	
chr1:8986021-8986139	0.992169566016942	0.6666666666666666
chr1:8986862-8987075	0.9924113257716736	
chr1:8987338-8987631	0.9921731386460562	
chr1:8999811-9000211	0.9961554896752852	0.6666666666666666
chr1:9030064-9030418	0.9882652875537692	
chr1:9111078-9111104	0.9930132789235008	
chr1:9127395-9127559	0.9746535051974801	
chr1:9153048-9153242	0.9949842369928809	
chr1:9179840-9180024	0.9894301619057524	
chr1:9195486-9195787	0.994702812003062	
chr1:9222919-9223181	0.982583748470729	0.6059100210747467
chr1:9223692-9223875	0.9807175097444418	0.6666666666666666
chr1:9223907-9224260	0.9827892197411411	0.6666666666666666
chr1:9224991-9225286	0.9883518575580916	
chr1:9225492-9225752	0.9908052515260696	
chr1:9241165-9241560	0.9507488108202315	0.555523866307655
chr1:9254228-9254398	0.996514531605988	
chr1:9256119-9256636	0.9943426032924684	
chr1:9261625-9261944	0.9696054858990664	
chr1:9271499-9271772	0.993501599691306	
chr1:9291783-9292106	0.9887849586461956	
chr1:9293549-9293739	0.9804170276268512	0.654858788694372
chr1:9298798-9298942	0.9829567942181604	0.6666666666666666
chr1:9318130-9318195	0.9898044876313024	
chr1:9335683-9335930	0.9804698086943666	
chr1:9355493-9355709	0.9693305235798252	0.6666666666666666
chr1:9399032-9399161	0.9865308430313952	
chr1:9473687-9473864	0.9785625625893208	0.6666666666666666
chr1:9486434-9486788	0.985432138168386	
chr1:9488839-9489227	0.891161508108055	0.33726523823406723
chr1:9504221-9504505	0.9899743576960156	
chr1:9535183-9535425	0.996058040216304	0.5824941670772922
chr1:9687482-9687636	0.9907686234891088	
chr1:9689223-9689588	0.9699516887090274	
chr1:9700704-9700713	0.9912773519675171	
chr1:9760502-9760837	0.9849394251223084	
chr1:9765379-9765549	0.98712713149023	
chr1:9840833-9841244	0.9740833215477376	
chr1:9856786-9856983	0.995157792670466	
chr1:9885367-9885695	0.980661898511226	0.6666666666666666
chr1:9889535-9889880	0.9766624234778224	0.6666666666666666
chr1:9902068-9902153	0.9904430287063448	
chr1:9912448-9912800	0.98757856786564	0.6666666666666666
chr1:9960528-9960713	0.9688671632307804	0.6666666666666666
chr1:10057852-10058069	0.9749618093402216	
chr1:10127211-10127315	0.9849309192848972	
chr1:10245595-10245867	0.9916139384418636	
chr1:10261395-10261566	0.9935455794077678	
chr1:10269964-10270260	0.9682029764805972	0.5136823429881593
chr1:10359215-10359483	0.9920710534753884	0.3280327534458903
chr1:10447707-10448369	0.979450095955062	0.6666666666666666
chr1:10496880-10497075	0.9913694160149064	0.6666666666666666
chr1:10556105-10556527	0.9937060887328518	
chr1:10557233-10557456	0.996039769033942	
chr1:10558276-10558621	0.9950017300456188	0.43884533872411763
chr1:10559059-10559458	0.9865531324617828	0.47307170260789705
chr1:10585199-10585569	0.9900450781557532	
chr1:10695291-10695734	0.9897288357583608	
chr1:10700424-10700580	0.9867991433938956	
chr1:10723795-10723954	0.9812017387278874	
chr1:10726049-10726261	0.991014725532662	
chr1:10745709-10746041	0.9887089781698238	0.6666666666666666
chr1:10757179-10757344	0.9929168527000494	
chr1:10766390-10766837	0.994038485759426	
chr1:10804844-10805001	0.9723455463999472	
chr1:10813352-10813797	0.9950320145824672	
chr1:10816030-10816223	0.9845533259375496	0.6666666666666666
chr1:10821450-10821813	0.9827494180286056	
chr1:10849807-10850141	0.9888456692657644	
chr1:10851136-10851604	0.9917951699616244	
chr1:10853772-10853865	0.9919641628152346	
chr1:10853986-10854555	0.9929639939496084	
chr1:10864514-10864918	0.9892153515711628	0.6666666666666666
chr1:10926873-10927035	0.9913178858436535	
chr1:10927237-10927380	0.9908691451295071	
chr1:10959985-10960148	0.9948614381386512	0.6666666666666666
chr1:10960432-10960567	0.986012532851669	0.6666666666666666
chr1:10997518-10997835	0.992431761817936	0.6666666666666666
chr1:11040299-11040592	0.9928717271574312	0.6666666666666666
chr1:11050864-11051128	0.9908882449069832	
chr1:11122928-11123178	0.98558164233411	0.541112740652531
chr1:11218028-11218196	0.9804885708136496	
chr1:11236551-11236761	0.9939068622514564	
chr1:11376903-11377179	0.9895168471511614	
chr1:11392847-11393171	0.9904851421621818	
chr1:11410602-11410834	0.9920035403093964	
chr1:11415566-11415939	0.9746471852455376	0.6666666666666666
chr1:11525445-11525525	0.9960854262863568	
chr1:11559549-11559947	0.9816984016287856	0.47307170260789705
chr1:11753086-11753651	0.98626582239968	
chr1:11761755-11762049	0.9888961997545008	0.6666666666666666
chr1:11791882-11792060	0.968709082950786	0.6666666666666666
chr1:11798209-11798600	0.9906130850824328	0.6666666666666666
chr1:11798918-11799121	0.9924173118468416	
chr1:11841016-11841080	0.9950840068894968	
chr1:11942925-11943217	0.9860812821898352	0.6361731758641
chr1:11954863-11954882	0.9944440755718204	
chr1:11968510-11969143	0.9660164732374704	0.3817365224011397
chr1:11990003-11990329	0.9830478999200768	0.39877111079133737
chr1:12046023-12046196	0.9941102094975822	
chr1:12050736-12051137	0.9851271819623988	0.6031434530782107
chr1:12100563-12100930	0.9922296709956612	
chr1:12112067-12112502	0.982168826039912	0.6666666666666666
chr1:12114385-12114572	0.9950962625622692	
chr1:12124472-12125118	0.9939095810715594	
chr1:12126084-12126429	0.9895922335226528	0.6666666666666666
chr1:12127865-12128182	0.9796807759359536	
chr1:12150632-12150758	0.9962280999612672	
chr1:12193120-12193399	0.9810744142909994	0.6666666666666666
chr1:12210430-12211346	0.9939051150183608	
chr1:12213128-12213883	0.9955969600652138	
chr1:12217829-12218258	0.9945747257941788	0.6666666666666666
chr1:12221931-12222397	0.99401239662883	
chr1:12225396-12225718	0.993262240329726	
chr1:12227833-12229578	0.9920493890511534	0.6666666666666666
chr1:12231693-12231881	0.988914704742642	
chr1:12232096-12232448	0.9912353626978668	
chr1:12233600-12234159	0.99371449943293	0.6666666666666666
chr1:12235070-12235463	0.9893042983921948	
chr1:12236326-12236421	0.9967573772374458	
chr1:12237719-12238747	0.9799151965801788	0.6666666666666666
chr1:12238984-12239461	0.9868306298971034	0.6666666666666666
chr1:12240401-12240902	0.9945714853568366	0.6666666666666666
chr1:12243852-12244671	0.9906123767110862	
chr1:12245348-12245387	0.9953883466694228	
chr1:12406013-12406127	0.9912038797659916	
chr1:12485613-12485784	0.992660766455598	0.21058701676713745
chr1:12493313-12493712	0.9770907985266332	0.6666666666666666
chr1:12493910-12494304	0.9901351327193231	0.6666666666666666
chr1:12508783-12509005	0.9695697522153488	0.6666666666666666
chr1:12509354-12509466	0.9817220909709509	
chr1:12513404-12513748	0.9907690081442194	
chr1:12518050-12518251	0.9938256586612833	
chr1:12533412-12533678	0.9869274668669286	0.6666666666666666
chr1:12544374-12544691	0.9940582401443722	0.4937519223072007
chr1:12546528-12546819	0.9829868862403268	
chr1:12579035-12579403	0.9731330363596662	
chr1:12589452-12589763	0.9790112641854591	0.6148150894355455
chr1:12599928-12600179	0.9771786647462748	0.6666666666666666
chr1:12600525-12600853	0.9845753325597848	0.6666666666666666
chr1:12609717-12610039	0.9688852851788506	0.6306844657142486
chr1:12614115-12614248	0.9831930669683729	0.4272834354284784
chr1:12616547-12616769	0.9687486374702192	
chr1:12674513-12674729	0.9431377356973668	0.4034202911896985
chr1:12675687-12675874	0.9792682443603672	0.6666666666666666
chr1:12681925-12682190	0.9852297345115024	
chr1:12697437-12697451	0.9916260606237566	
chr1:12717632-12717976	0.9950699274010042	0.6666666666666666
chr1:12781566-12781783	0.9967338327904319	
chr1:13825180-13825414	0.995040885266502	
chr1:13917058-13917313	0.9896182902525432	
chr1:13920056-13920639	0.986456753726792	
chr1:13931629-13932064	0.9808455222784376	
chr1:13949833-13950153	0.995632885671776	
chr1:14027926-14028325	0.9921047807469558	
chr1:14029077-14029879	0.9926303134178974	
chr1:14054762-14055166	0.9868347295028778	
chr1:14087510-14087640	0.9886802002194311	
chr1:14154959-14155163	0.9885641784853372	
chr1:14462881-14463117	0.9918416827067392	
chr1:14467397-14467540	0.9916569303528349	
chr1:14499266-14499635	0.989630231610706	
chr1:14577059-14577154	0.9912575650696552	
chr1:14590335-14590448	0.9894403309415628	
chr1:14638404-14638703	0.9917247859952312	
chr1:14656585-14656699	0.990295067950171	
chr1:14765058-14765382	0.9920385275902937	0.6666666666666666
chr1:14843752-14844090	0.9931550669800792	
chr1:14847084-14847328	0.9841205977696996	
chr1:14848264-14848527	0.9903865144744084	
chr1:14880204-14880538	0.9961206749222429	
chr1:14881549-14881921	0.9922163245835964	
chr1:14924209-14924351	0.9843867211914552	
chr1:14926383-14926731	0.990582656827374	
chr1:14927160-14927496	0.9932414660295348	
chr1:14992426-14992802	0.9784315745553508	
chr1:15032293-15032599	0.9877199343625134	
chr1:15041115-15041310	0.9886382711426076	
chr1:15059594-15059681	0.9771524992228064	
chr1:15111272-15111486	0.9707895223815116	0.6666666666666666
chr1:15119702-15119955	0.9906318395374756	
chr1:15144272-15144506	0.9865571337938724	
chr1:15208206-15208308	0.9904195429489624	
chr1:15209205-15209454	0.9905124484215292	
chr1:15240254-15240560	0.9892999584564032	0.6666666666666666
chr1:15247273-15247627	0.9833436513029592	
chr1:15266491-15266726	0.9926645435719113	0.6666666666666666
chr1:15335392-15335732	0.9897453909578772	0.6666666666666666
chr1:15415174-15415506	0.9883688920129244	
chr1:15416988-15417263	0.9896460996541664	0.6666666666666666
chr1:15499033-15499473	0.9792952196423824	0.6666666666666666
chr1:15519488-15519688	0.9698500229231009	0.37186112209040817
chr1:15539906-15540096	0.9845846402523112	
chr1:15570270-15570435	0.9943166341474762	
chr1:15572643-15572853	0.9934323544652476	
chr1:15575633-15576067	0.9926428605606004	0.6666666666666666
chr1:15585400-15585822	0.9878455065012464	
chr1:15585949-15586132	0.9958789283528264	
chr1:15587144-15587415	0.9952117736609284	
chr1:15587806-15588435	0.9926267766628722	0.6666666666666666
chr1:15616896-15617243	0.9947428826998359	
chr1:15623648-15623823	0.9930290435667228	
chr1:15649550-15649749	0.980542044727258	
chr1:15657730-15658111	0.9941618144231112	
chr1:15664307-15664455	0.9856738095881972	0.6666666666666666
chr1:15664580-15664866	0.9692795841807298	
chr1:15666999-15667145	0.963429379915176	0.6666666666666666
chr1:15673118-15673422	0.972376618424112	0.5907262240191503
chr1:15697702-15697752	0.9932140961955304	0.6666666666666666
chr1:15738146-15738632	0.993157927176327	0.6666666666666666
chr1:15738661-15738986	0.9906802231371804	0.6666666666666666
chr1:15739166-15739306	0.976975929411323	
chr1:15742467-15743324	0.994673913147428	0.28006292140705275
chr1:15743639-15744318	0.994553909236667	0.6666666666666666
chr1:15762061-15762268	0.9937236876946324	
chr1:15781625-15781660	0.993706200257702	
chr1:15786440-15786713	0.9936975246756562	0.6666666666666666
chr1:15827976-15828116	0.9917961555006144	0.6666666666666666
chr1:15835354-15835624	0.9909616923601462	
chr1:15946733-15946892	0.98938737059934	0.6666666666666666
chr1:16007283-16007579	0.9916007023322572	0.6666666666666666
chr1:16030221-16030623	0.9554092533136782	
chr1:16087189-16087372	0.9559808484477312	0.40555420367465816
chr1:16125579-16125747	0.9705714120966876	0.6666666666666666
chr1:16156384-16156536	0.9912480946914948	
chr1:16158409-16158760	0.9745991139459332	0.4478492298598959
chr1:16175691-16176294	0.9192066099077664	0.01638810166602252
chr1:16176617-16176801	0.9689874112361844	0.5382085354471919
chr1:16209325-16209770	0.9875523408297342	0.43884533872411763
chr1:16212759-16213091	0.9486795150101892	0.3902844023223128
chr1:16227810-16227873	0.9883218204935624	0.5081560495029359
chr1:16276028-16276482	0.9813999446011186	0.6666666666666666
chr1:16277350-16278224	0.9795080077239681	0.5794837258501975
chr1:16291784-16292062	0.9821288282969248	0.6666666666666666
chr1:16292565-16293101	0.9898224893699324	0.6666666666666666
chr1:16339360-16339596	0.971816324110864	0.5036967193595697
chr1:16339773-16339933	0.984374982581424	0.5739457652135075
chr1:16342592-16343008	0.9896502988702959	
chr1:16364376-16364458	0.9908016722350234	
chr1:16366462-16366839	0.9966900834827241	
chr1:16366857-16367156	0.9940065250472316	
chr1:16401814-16401932	0.9927596550117386	
chr1:16438237-16438733	0.9921396459765444	
chr1:16439002-16439355	0.9937045396080816	
chr1:16442572-16442804	0.9932011796225664	
chr1:16470181-16470602	0.9606388377836972	0.1325726805389605
chr1:16478939-16479163	0.9769831290283058	0.5978497435355075
chr1:16479299-16479465	0.9524856611459392	0.6666666666666666
chr1:16489021-16489207	0.9872798607679264	0.6666666666666666
chr1:16499761-16499895	0.9722480303091064	0.6373286906029829
chr1:16500084-16500309	0.9655928022034848	0.6666666666666666
chr1:16502532-16502678	0.9877518204760908	0.6079103869611912
chr1:16508402-16508642	0.9648388688734976	0.5784796433143787
chr1:16511251-16511623	0.98885465940052	0.6666666666666666
chr1:16553276-16553594	0.991516677529658	
chr1:16616866-16617180	0.966948633136816	
chr1:16644985-16645064	0.9948396490204612	
chr1:16669074-16669169	0.9642020321630772	0.42779628070659603
chr1:16670445-16670837	0.989346473803006	0.3445984073872462
chr1:16677236-16677843	0.9737243774732433	0.5827902725119887
chr1:16696032-16696399	0.9259558345446044	0.13911266256880014
chr1:16770590-16770683	0.9800907795252009	0.6666666666666666
chr1:16825333-16826291	0.9240027293631184	0.2583380233563181
chr1:16826315-16826438	0.9811906306271456	0.6666666666666666
chr1:16993628-16993842	0.99115540210453	
chr1:17019394-17019738	0.9842823770244606	
chr1:17020007-17020088	0.9866739763856784	
chr1:17023723-17023998	0.9932645089036596	0.652111574498928
chr1:17027024-17027386	0.9907245921721244	0.6666666666666666
chr1:17229862-17230229	0.9946928854105124	0.6666666666666666
chr1:17231253-17231704	0.9203026567348992	0.4650232220699409
