oligo_reg	TSS_id	selected	PromType2	cage_id	av_exp	tissue_sp_all	tissue_sp_3	n_expr	tss_type	log_av_exp
chr6:96969635..96969749,+	chr6:96969672..96969737,+	mRNA.bidirec70-160	div_pc	chr6:96969672..96969737,+	38.53047314827321	0.7092914536292124	0.2308900957142557	550.0	ubiquitous	1.5858043421150645
chr6:96969635..96969749,-	chr6:96969672..96969737,+	mRNA.bidirec70-160	div_pc	chr6:96969672..96969737,+	38.53047314827321	0.7092914536292124	0.2308900957142557	550.0	ubiquitous	1.5858043421150645
chr7:44580865..44580979,-	chr7:44580861..44580912,-	mRNA.gwas	protein_coding	chr7:44580861..44580912,-	1.3251384379087214	0.9894073082033362	0.6666666666666666	62.0	moderate	0.12226125161562157
chr3:149375223..149375337,-	chr3:149375245..149375279,-	mRNA.expmatch	protein_coding	chr3:149375245..149375279,-	1.0267419584916058	0.883267058541647	0.591175823224418	408.0	moderate	0.011461310116975123
chr1:25291462..25291576,-	chr1:25291475..25291511,-	mRNA.random	protein_coding	chr1:25291475..25291511,-	3.4750238840213834	0.9750742341374624	0.6666666666666666	200.0	moderate	0.5409577938651389
chr11:506733..506847,-	chr11:506739..506814,-	mRNA.gwas	protein_coding	chr11:506739..506814,-	31.695852918730093	0.7378081865413276	0.020722251681937715	550.0	ubiquitous	1.5010024429013082
chr4:68566831..68566945,+	chr4:68566832..68566896,-	mRNA.bidirec70-160	div_pc	chr4:68566832..68566896,-	37.02537840507108	0.773394122698944	0.4510326946793656	550.0	ubiquitous	1.568499505772436
chr4:68566831..68566945,-	chr4:68566832..68566896,-	mRNA.bidirec70-160	div_pc	chr4:68566832..68566896,-	37.02537840507108	0.773394122698944	0.4510326946793656	550.0	ubiquitous	1.568499505772436
chr8:59572109..59572223,-	chr8:59572129..59572169,-	mRNA.expmatch	protein_coding	chr8:59572129..59572169,-	0.8371485997738788	0.8881415552415005	0.2707549294448935	461.0	moderate	-0.07719744483390142
chr3:51976956..51977070,+	chr3:51976988..51977042,+	mRNA.random	protein_coding	chr3:51976988..51977042,+	5.135281794562037	0.8716478498023322	0.477021638807142	491.0	moderate	0.7105642801563657
chr20:49307851..49307965,-	chr20:49307869..49307892,-	mRNA.random	protein_coding	chr20:49307869..49307892,-	0.2765540921775761	0.993763762577874	0.6666666666666666	108.0	moderate	-0.5582199108813407
chr10:1102659..1102773,+	chr10:1102721..1102805,+	mRNA.random	protein_coding	chr10:1102721..1102805,+	7.552045715193214	0.7844786073475353	0.1767427355995035	548.0	ubiquitous	0.8780646102354654
chr15:40987292..40987406,+	chr15:40987349..40987397,+	mRNA.bidirec70-160	div_pc	chr15:40987349..40987397,+	5.884619656205157	0.8653554449584911	0.2667903011584833	495.0	moderate	0.7697183980971536
chr15:40987292..40987406,-	chr15:40987349..40987397,+	mRNA.bidirec70-160	div_pc	chr15:40987349..40987397,+	5.884619656205157	0.8653554449584911	0.2667903011584833	495.0	moderate	0.7697183980971536
chr9:139743782..139743896,+	chr9:139743853..139743878,+	mRNA.random	protein_coding	chr9:139743853..139743878,+	32.21792718646819	0.790664233704745	0.3157551776663243	549.0	ubiquitous	1.508097595659958
chr14:64680803..64680917,+	chr14:64680854..64680891,+	mRNA.gwas	protein_coding	chr14:64680854..64680891,+	2.066993441815226	0.9866751754159668		112.0	moderate	0.31533909869406274
chr9:123691397..123691511,-	chr9:123691373..123691438,-	mRNA.gwas	protein_coding	chr9:123691373..123691438,-	1.3701740349447051	0.8682918710704768	0.3733454791479904	471.0	moderate	0.13677573329934622
chr1:24104828..24104942,+	chr1:24104869..24104918,+	mRNA.bidirec70-160	div_pc	chr1:24104869..24104918,+	44.71419036070319	0.9011837760476183	0.3249017447891022	550.0	ubiquitous	1.650445371394645
chr1:24104828..24104942,-	chr1:24104869..24104918,+	mRNA.bidirec70-160	div_pc	chr1:24104869..24104918,+	44.71419036070319	0.9011837760476183	0.3249017447891022	550.0	ubiquitous	1.650445371394645
chr15:79383078..79383192,-	chr15:79383102..79383127,-	mRNA.expmatch	protein_coding	chr15:79383102..79383127,-	2.661272068866087	0.9595121921365364		112.0	moderate	0.4250892758919491
chr16:1464670..1464784,-	chr16:1464688..1464728,-	mRNA.random	protein_coding	chr16:1464688..1464728,-	9.001996088534115	0.9083986259421946	0.2765261133172521	549.0	ubiquitous	0.9543388198967926
chr1:27114363..27114477,+	chr1:27114418..27114518,+	mRNA.gwas	protein_coding	chr1:27114418..27114518,+	1.932133820471392	0.8958304262500671	0.1523367175019579	537.0	ubiquitous	0.28603720255546977
chr12:56693772..56693886,-	chr12:56693785..56693829,-	mRNA.bidirec70-160	div_pc	chr12:56693785..56693829,-	2.4546914698090485	0.8610021716147764	0.22477872516490915	522.0	ubiquitous	0.38999691341219866
chr12:56693772..56693886,+	chr12:56693785..56693829,-	mRNA.bidirec70-160	div_pc	chr12:56693785..56693829,-	2.4546914698090485	0.8610021716147764	0.22477872516490915	522.0	ubiquitous	0.38999691341219866
chr17:58603568..58603682,+	chr17:58603568..58603610,-	mRNA.random	div_pc	chr17:58603568..58603610,-	17.288963798647394	0.8434273756155641	0.3053014589526177	550.0	ubiquitous	1.2377689649329733
chr17:58603568..58603682,-	chr17:58603568..58603610,-	mRNA.random	div_pc	chr17:58603568..58603610,-	17.288963798647394	0.8434273756155641	0.3053014589526177	550.0	ubiquitous	1.2377689649329733
chr19:50887484..50887598,+	chr19:50887558..50887569,+	mRNA.random	protein_coding	chr19:50887558..50887569,+	0.6696300146993942	0.8594231147429612	0.4090659373849877	456.0	moderate	-0.17416508827916177
chr2:202122754..202122868,+	chr2:202122826..202122844,+	mRNA.expmatch	protein_coding	chr2:202122826..202122844,+	0.9154899125210602	0.9149513076902928	0.561025834155905	435.0	moderate	-0.03834643668241126
chr6:34759793..34759907,+	chr6:34759837..34759902,+	mRNA.gwas	protein_coding	chr6:34759837..34759902,+	8.049472867865045	0.7276526461921827	0.2032075067086212	547.0	ubiquitous	0.9057674408556676
chr10:6622203..6622317,-	chr10:6622204..6622254,-	mRNA.bidirec70-160	div_pc	chr10:6622204..6622254,-	2.732999881396062	0.9397707428789924	0.6347780957685887	324.0	moderate	0.4366396128455926
chr10:6622203..6622317,+	chr10:6622204..6622254,-	mRNA.bidirec70-160	div_pc	chr10:6622204..6622254,-	2.732999881396062	0.9397707428789924	0.6347780957685887	324.0	moderate	0.4366396128455926
chr10:14574678..14574792,-	chr10:14574705..14574718,-	mRNA.expmatch	protein_coding	chr10:14574705..14574718,-	0.09919867816309533	0.9862439612013478	0.6666666666666666	56.0	moderate	-1.0034941148447973
chrX:46618518..46618632,-	chrX:46618519..46618622,-	mRNA.random	protein_coding	chrX:46618519..46618622,-	12.412540510198946	0.9026262314280092	0.545185642521564	536.0	ubiquitous	1.0938606788913252
chr19:10541399..10541513,-	chr19:10541462..10541526,+	mRNA.expmatch	protein_coding	chr19:10541462..10541526,+	2.4717999533554047	0.9042096067549412	0.3591084705893077	427.0	moderate	0.3930133197058522
chr19:10541399..10541513,+	chr19:10541462..10541526,+	mRNA.expmatch	protein_coding	chr19:10541462..10541526,+	2.4717999533554047	0.9042096067549412	0.3591084705893077	427.0	moderate	0.3930133197058522
chr6:30028962..30029076,-	chr6:30029008..30029055,+	mRNA.bidirec70-160	protein_coding	chr6:30029008..30029055,+	6.5491085951281365	0.8893499126933545	0.4161024750533011	542.0	ubiquitous	0.8161821918143406
chr6:30028962..30029076,+	chr6:30029008..30029055,+	mRNA.bidirec70-160	protein_coding	chr6:30029008..30029055,+	6.5491085951281365	0.8893499126933545	0.4161024750533011	542.0	ubiquitous	0.8161821918143406
chr17:41158722..41158836,+	chr17:41158760..41158822,+	mRNA.random	protein_coding	chr17:41158760..41158822,+	13.098547681799586	0.9235414605596892	0.317546184346086	535.0	ubiquitous	1.1172231453698236
chr3:160117281..160117395,-	chr3:160117301..160117342,-	mRNA.random	protein_coding	chr3:160117301..160117342,-	1.3874453357391103	0.8790760847589979	0.05701330857510501	485.0	moderate	0.1422158812689251
chr3:160117281..160117395,+	chr3:160117301..160117342,-	mRNA.random	protein_coding	chr3:160117301..160117342,-	1.3874453357391103	0.8790760847589979	0.05701330857510501	485.0	moderate	0.1422158812689251
chr1:229644039..229644153,+	chr1:229644034..229644123,-	mRNA.bidirec70-160	div_pc	chr1:229644034..229644123,-	39.90241784568902	0.6962660780736489	0.3602936204878238	550.0	ubiquitous	1.6009992121084684
chr1:229644039..229644153,-	chr1:229644034..229644123,-	mRNA.bidirec70-160	div_pc	chr1:229644034..229644123,-	39.90241784568902	0.6962660780736489	0.3602936204878238	550.0	ubiquitous	1.6009992121084684
chr22:17640132..17640246,+	chr22:17640110..17640185,-	mRNA.bidirec70-160	protein_coding	chr22:17640110..17640185,-	19.717564421170113	0.7809257035912454	0.4342900167739968	546.0	ubiquitous	1.2948532684260705
chr22:17640132..17640246,-	chr22:17640110..17640185,-	mRNA.bidirec70-160	protein_coding	chr22:17640110..17640185,-	19.717564421170113	0.7809257035912454	0.4342900167739968	546.0	ubiquitous	1.2948532684260705
chr19:663149..663263,-	chr19:663171..663249,-	mRNA.random	div_pc	chr19:663171..663249,-	26.38785354625766	0.9068152428408068	0.17195827643781256	550.0	ubiquitous	1.4214040650617177
chr1:45956777..45956891,-	chr1:45956800..45956821,-	mRNA.random	protein_coding	chr1:45956800..45956821,-	2.821323258573996	0.9173750526550212	0.2634031269042768	485.0	moderate	0.45045284913725664
chr2:220325375..220325489,+	chr2:220325441..220325471,+	mRNA.random	protein_coding	chr2:220325441..220325471,+	0.7979184602301492	0.9568119722579476	0.6666666666666666	251.0	moderate	-0.09804148719744221
chr17:17726909..17727023,-	chr17:17726907..17726958,-	mRNA.gwas	protein_coding	chr17:17726907..17726958,-	13.915980717875474	0.9377330280449112	0.26234120543082035	528.0	ubiquitous	1.1435138183131137
chr5:131563449..131563563,-	chr5:131563474..131563497,-	mRNA.gwas	protein_coding	chr5:131563474..131563497,-	2.090144159401119	0.9487716074924532	0.5399020053084299	414.0	moderate	0.3201762408829747
chr16:68118640..68118754,+	chr16:68118689..68118733,+	mRNA.expmatch	protein_coding	chr16:68118689..68118733,+	2.3240376093033595	0.9017221086063442	0.4915630962208358	476.0	moderate	0.36624315185114853
chr16:68118640..68118754,-	chr16:68118689..68118733,+	mRNA.expmatch	protein_coding	chr16:68118689..68118733,+	2.3240376093033595	0.9017221086063442	0.4915630962208358	476.0	moderate	0.36624315185114853
chr5:171433639..171433753,+	chr5:171433662..171433686,-	mRNA.expmatch	protein_coding	chr5:171433662..171433686,-	4.120709384591106	0.8593917965180148	0.21940076454713628	545.0	ubiquitous	0.6149719867354728
chr5:171433639..171433753,-	chr5:171433662..171433686,-	mRNA.expmatch	protein_coding	chr5:171433662..171433686,-	4.120709384591106	0.8593917965180148	0.21940076454713628	545.0	ubiquitous	0.6149719867354728
chr11:85780867..85780981,-	chr11:85780889..85780936,-	mRNA.expmatch	protein_coding	chr11:85780889..85780936,-	1.1450473675604451	0.8890654609986867	0.4173462024121437	444.0	moderate	0.05882345265374365
chr11:85780867..85780981,+	chr11:85780889..85780936,-	mRNA.expmatch	protein_coding	chr11:85780889..85780936,-	1.1450473675604451	0.8890654609986867	0.4173462024121437	444.0	moderate	0.05882345265374365
chr2:122407077..122407191,-	chr2:122407097..122407119,-	mRNA.bidirec70-160	div_pc	chr2:122407097..122407119,-	1.092861863491554	0.913480898788512	0.3538468056915492	503.0	ubiquitous	0.03856527108541774
chr2:122407077..122407191,+	chr2:122407097..122407119,-	mRNA.bidirec70-160	div_pc	chr2:122407097..122407119,-	1.092861863491554	0.913480898788512	0.3538468056915492	503.0	ubiquitous	0.03856527108541774
chr3:45017656..45017770,+	chr3:45017728..45017772,+	mRNA.random	protein_coding	chr3:45017728..45017772,+	28.038551291596047	0.7160940691182043	0.3463723198316684	550.0	ubiquitous	1.4477555705528429
chr3:45017656..45017770,-	chr3:45017728..45017772,+	mRNA.random	protein_coding	chr3:45017728..45017772,+	28.038551291596047	0.7160940691182043	0.3463723198316684	550.0	ubiquitous	1.4477555705528429
chr1:208417614..208417728,-	chr1:208417620..208417680,-	mRNA.expmatch	protein_coding	chr1:208417620..208417680,-	4.189078555097155	0.9365906719000888	0.4988783987644195	462.0	moderate	0.6221185044828093
chr2:172543863..172543977,+	chr2:172543940..172543949,+	mRNA.gwas	protein_coding	chr2:172543940..172543949,+	1.4903095353058986	0.8644659516826192	0.3718288350044292	510.0	ubiquitous	0.17327648016658803
chr2:172543899..172544013,+	chr2:172543967..172544004,+	mRNA.gwas	protein_coding	chr2:172543967..172544004,+	37.122119101031736	0.8516357536809309	0.30739535304253995	546.0	ubiquitous	1.5696327597778672
chr10:26727261..26727375,+	chr10:26727333..26727346,+	mRNA.expmatch	protein_coding	chr10:26727333..26727346,+	0.8372045016782881	0.9844206162756732		234.0	moderate	-0.077168445110246
chr4:40058390..40058504,+	chr4:40058411..40058557,+	mRNA.expmatch	protein_coding	chr4:40058411..40058557,+	10.667185120399589	0.8498588793267832	0.2236565883153627	547.0	ubiquitous	1.028049831986823
chr4:40058390..40058504,-	chr4:40058411..40058557,+	mRNA.expmatch	protein_coding	chr4:40058411..40058557,+	10.667185120399589	0.8498588793267832	0.2236565883153627	547.0	ubiquitous	1.028049831986823
chr12:4430299..4430413,+	chr12:4430372..4430429,+	mRNA.random	protein_coding	chr12:4430372..4430429,+	11.784899294612195	0.8545995055903564	0.36822650419309183	540.0	ubiquitous	1.0713258757036952
chr14:102290113..102290227,+	chr14:102290158..102290200,+	mRNA.expmatch	protein_coding	chr14:102290158..102290200,+	0.6495753168698392	0.9807705392482868	0.6666666666666666	128.0	moderate	-0.18737048615433727
chr20:32077843..32077957,+	chr20:32077880..32077951,+	mRNA.gwas	protein_coding	chr20:32077880..32077951,+	15.643530200715722	0.8827984440812364	0.24659395432263964	550.0	ubiquitous	1.1943347649443465
chr8:11665897..11666011,+	chr8:11665952..11665983,+	mRNA.gwas	protein_coding	chr8:11665952..11665983,+	12.669033689538827	0.9652008917828259	0.6578364363519563	491.0	moderate	1.1027434910235154
chr8:11665858..11665972,+	chr8:11665932..11665943,+	mRNA.gwas	protein_coding	chr8:11665932..11665943,+	1.044446737217356	0.9211252526865052	0.6386109066378829	405.0	moderate	0.0188862975260948
chr14:102706915..102707029,-	chr14:102706939..102706979,-	mRNA.gwas	protein_coding	chr14:102706939..102706979,-	1.7467200824286049	0.9914849824251613		147.0	moderate	0.24222331345639955
chr12:1192239..1192353,+	chr12:1192302..1192347,+	mRNA.expmatch	div_pc	chr12:1192302..1192347,+	1.3358757217800588	0.985880890646584	0.5910609849866831	219.0	moderate	0.12576605704995505
chr16:23652545..23652659,+	chr16:23652570..23652663,-	mRNA.random	protein_coding	chr16:23652570..23652663,-	11.857893547772047	0.7071899475684662	0.3603731002607657	548.0	ubiquitous	1.0740075472214003
chr16:23652545..23652659,-	chr16:23652570..23652663,-	mRNA.random	protein_coding	chr16:23652570..23652663,-	11.857893547772047	0.7071899475684662	0.3603731002607657	548.0	ubiquitous	1.0740075472214003
chr6:80816276..80816390,+	chr6:80816342..80816369,+	mRNA.gwas	protein_coding	chr6:80816342..80816369,+	3.5017553780589368	0.8783642104840614	0.3398157017007065	539.0	ubiquitous	0.5442858043203
chr8:102504587..102504701,+	chr8:102504651..102504683,+	mRNA.random	div_pc	chr8:102504651..102504683,+	4.855265276952525	0.9035936995564792		177.0	moderate	0.6862129634241028
chr13:33160607..33160721,+	chr13:33160668..33160714,+	mRNA.gwas	protein_coding	chr13:33160668..33160714,+	7.9642106791856975	0.8135897323243053	0.479267681087213	546.0	ubiquitous	0.9011427400039902
chr2:96874530..96874644,-	chr2:96874553..96874572,-	mRNA.gwas	div_pc	chr2:96874553..96874572,-	40.11233086681764	0.8188901264012859	0.37018106834473175	550.0	ubiquitous	1.6032778989097265
chr12:96390087..96390201,-	chr12:96390108..96390143,-	mRNA.bidirec70-160	div_pc	chr12:96390108..96390143,-	0.9329934907856142	0.987577350525048	0.6666666666666666	125.0	moderate	-0.030121386184636733
chr12:96390087..96390201,+	chr12:96390108..96390143,-	mRNA.bidirec70-160	div_pc	chr12:96390108..96390143,-	0.9329934907856142	0.987577350525048	0.6666666666666666	125.0	moderate	-0.030121386184636733
chr11:33744186..33744300,-	chr11:33744198..33744239,-	mRNA.random	protein_coding	chr11:33744198..33744239,-	0.4291949528897294	0.9822762043258236	0.6606568919912862	238.0	moderate	-0.3673453937541481
chr11:70244567..70244681,-	chr11:70244624..70244696,+	mRNA.bidirec70-160	div_pc	chr11:70244624..70244696,+	89.08333411005651	0.8894864894534853	0.21270996437889247	534.0	ubiquitous	1.949796462947794
chr11:70244567..70244681,+	chr11:70244624..70244696,+	mRNA.bidirec70-160	div_pc	chr11:70244624..70244696,+	89.08333411005651	0.8894864894534853	0.21270996437889247	534.0	ubiquitous	1.949796462947794
chr2:234160301..234160415,+	chr2:234160374..234160386,+	mRNA.gwas	protein_coding	chr2:234160374..234160386,+	0.3655627075393566	0.9338581233881984	0.5469884992955167	349.0	moderate	-0.43703811473237886
chr2:234160269..234160383,+	chr2:234160340..234160357,+	mRNA.gwas	protein_coding	chr2:234160340..234160357,+	2.2439056526329644	0.9055084517349964	0.5490632999509649	528.0	ubiquitous	0.35100459260093203
chr20:21106583..21106697,+	chr20:21106652..21106676,+	lncRNA	intergenic	chr20:21106652..21106676,+	2.9579765018227984	0.839307415569103	0.2789262706087096	537.0	ubiquitous	0.47099471963746997
chr20:21106611..21106725,+	chr20:21106678..21106706,+	lncRNA	intergenic	chr20:21106678..21106706,+	9.603990375677114	0.8691419810767852	0.3662040512343461	546.0	ubiquitous	0.9824517161712855
chr20:21106547..21106661,+	chr20:21106622..21106637,+	lncRNA	intergenic	chr20:21106622..21106637,+	1.1453763592431347	0.8718643358836237	0.4018205114699991	505.0	ubiquitous	0.05894821496011933
chr20:21106611..21106725,-	chr20:21106678..21106706,+	lncRNA	intergenic	chr20:21106678..21106706,+	9.603990375677114	0.8691419810767852	0.3662040512343461	546.0	ubiquitous	0.9824517161712855
chr12:112279772..112279886,-	chr12:112279818..112279871,+	mRNA.bidirec70-160	div_pc	chr12:112279818..112279871,+	2.3927056505750177	0.8907135180063437	0.11376579212557802	530.0	ubiquitous	0.37888927521445875
chr12:112279772..112279886,+	chr12:112279818..112279871,+	mRNA.bidirec70-160	div_pc	chr12:112279818..112279871,+	2.3927056505750177	0.8907135180063437	0.11376579212557802	530.0	ubiquitous	0.37888927521445875
chr19:8274174..8274288,+	chr19:8274204..8274265,+	mRNA.gwas	protein_coding	chr19:8274204..8274265,+	10.145007762193282	0.8438434006318107	0.6606569777354888	510.0	ubiquitous	1.00625238365881
chr19:8274209..8274323,+	chr19:8274288..8274291,+	mRNA.gwas	protein_coding	chr19:8274288..8274291,+	0.09486221582239457	0.9642047984821246	0.6539134286451979	174.0	moderate	-1.0229067351743468
chr2:173292205..173292319,+	chr2:173292280..173292289,+	mRNA.expmatch	protein_coding	chr2:173292280..173292289,+	0.9246586438142359	0.9011336167700704	0.3635736637109712	446.0	moderate	-0.034018566146407414
chr14:31091445..31091559,+	chr14:31091511..31091547,+	mRNA.random	protein_coding	chr14:31091511..31091547,+	35.879240649497426	0.716942239410989	0.4772612575676554	550.0	ubiquitous	1.5548432430336254
chr14:21737581..21737695,-	chr14:21737610..21737621,-	mRNA.random	protein_coding	chr14:21737610..21737621,-	0.7915617767429306	0.8303383446982839	0.29882691833495195	492.0	moderate	-0.10151518534792602
chr14:24711789..24711903,-	chr14:24711806..24711861,-	mRNA.random	protein_coding	chr14:24711806..24711861,-	22.165663323860887	0.8753468594376904	0.3291140014327058	550.0	ubiquitous	1.3456807324132456
chr3:42623748..42623862,-	chr3:42623776..42623801,-	mRNA.random	protein_coding	chr3:42623776..42623801,-	1.3105346139938214	0.9735352464859256	0.4700077228987809	460.0	moderate	0.11744849607085983
chr9:130540944..130541058,-	chr9:130540962..130540988,-	mRNA.expmatch	protein_coding	chr9:130540962..130540988,-	0.9282941853533806	0.9760752542244052	0.6666666666666666	186.0	moderate	-0.03231436987077431
chr10:26223078..26223192,+	chr10:26223137..26223175,+	mRNA.random	div_pc	chr10:26223137..26223175,+	0.4639649185696877	0.9891669287673156		159.0	moderate	-0.33351485618561283
chr10:28821628..28821742,+	chr10:28821674..28821715,+	mRNA.bidirec70-160	div_pc	chr10:28821674..28821715,+	11.54878127978985	0.8305878146341765	0.21329671059298266	549.0	ubiquitous	1.0625361564023283
chr10:28822565..28822679,+	chr10:28822636..28822657,+	mRNA.expmatch	div_pc	chr10:28822636..28822657,+	0.6457628435179865	0.8786685989895016	0.2254560577636281	477.0	moderate	-0.18992694742561608
chr10:28821628..28821742,-	chr10:28821674..28821715,+	mRNA.bidirec70-160	div_pc	chr10:28821674..28821715,+	11.54878127978985	0.8305878146341765	0.21329671059298266	549.0	ubiquitous	1.0625361564023283
chr9:4985192..4985306,+	chr9:4985246..4985329,+	mRNA.random	protein_coding	chr9:4985246..4985329,+	6.362776324520298	0.9794996444427504	0.5933850681407514	537.0	ubiquitous	0.8036466564227734
chr10:116286634..116286748,-	chr10:116286656..116286693,-	mRNA.random	protein_coding	chr10:116286656..116286693,-	16.364892595890478	0.939734241725249	0.5417633113232437	459.0	moderate	1.213913159343677
chr19:59084843..59084957,+	chr19:59084872..59084920,-	mRNA.expmatch	protein_coding	chr19:59084872..59084920,-	2.3703069828719503	0.8302516385699864	0.3797125550458325	524.0	ubiquitous	0.37480459593990584
chr19:59084843..59084957,-	chr19:59084872..59084920,-	mRNA.expmatch	protein_coding	chr19:59084872..59084920,-	2.3703069828719503	0.8302516385699864	0.3797125550458325	524.0	ubiquitous	0.37480459593990584
chr16:30968541..30968655,+	chr16:30968615..30968628,+	mRNA.gwas	protein_coding	chr16:30968615..30968628,+	0.3415618061032301	0.8666532761221837	0.4811446463724178	401.0	moderate	-0.46653069865629804
chr22:20004220..20004334,-	chr22:20004247..20004282,-	mRNA.gwas	protein_coding	chr22:20004247..20004282,-	0.3787719056274616	0.9601467030447096	0.4110977661664596	312.0	moderate	-0.42162224108231033
chr22:24999088..24999202,+	chr22:24999148..24999189,+	mRNA.gwas	protein_coding	chr22:24999148..24999189,+	0.946942626501098	0.9679893156059786	0.5456091323109206	266.0	moderate	-0.023676333297468547
chr22:38004967..38005081,+	chr22:38005033..38005064,+	mRNA.gwas	protein_coding	chr22:38005033..38005064,+	5.493197664456472	0.9197784803951732	0.31397124670615656	543.0	ubiquitous	0.7398252267363055
chr22:42343064..42343178,-	chr22:42343092..42343107,-	mRNA.gwas	protein_coding	chr22:42343092..42343107,-	1.3642137404858248	0.9333266553814	0.22096548358702087	428.0	moderate	0.13488241947098334
chr22:29138591..29138705,+	chr22:29138651..29138695,+	mRNA.random	protein_coding	chr22:29138651..29138695,+	1.241851020399474	0.8016814398863195	0.42325932468031774	482.0	moderate	0.09406949849819195
chr22:39077900..39078014,+	chr22:39077947..39077986,+	mRNA.bidirec70-160	div_pc	chr22:39077947..39077986,+	90.48517419685732	0.6703786906006196	0.20538516893061487	550.0	ubiquitous	1.956577426807913
chr22:39077900..39078014,-	chr22:39077947..39077986,+	mRNA.bidirec70-160	div_pc	chr22:39077947..39077986,+	90.48517419685732	0.6703786906006196	0.20538516893061487	550.0	ubiquitous	1.956577426807913
chr22:29196522..29196636,-	chr22:29196547..29196563,-	mRNA.bidirec70-160	div_pc	chr22:29196547..29196563,-	53.96848323371472	0.9511278683411898	0.5696437748089478	548.0	ubiquitous	1.7321402125346497
chr22:29196522..29196636,+	chr22:29196547..29196563,-	mRNA.bidirec70-160	div_pc	chr22:29196547..29196563,-	53.96848323371472	0.9511278683411898	0.5696437748089478	548.0	ubiquitous	1.7321402125346497
chr22:32870634..32870748,+	chr22:32870661..32870775,+	mRNA.gwas	protein_coding	chr22:32870661..32870775,+	28.81232818737935	0.7089979765559686	0.19938339240595004	550.0	ubiquitous	1.4595783529724897
chr22:35653411..35653525,+	chr22:35653468..35653501,+	mRNA.gwas	protein_coding	chr22:35653468..35653501,+	25.067906955598737	0.677174805400337	0.012945968236809085	550.0	ubiquitous	1.3991180740626776
chr22:41940439..41940553,-	chr22:41940404..41940500,-	mRNA.gwas	protein_coding	chr22:41940404..41940500,-	16.68098849134784	0.7160922544819156	0.07366868098792917	548.0	ubiquitous	1.2222217827296447
