gene_id	TSS_associated_1st.transc_id	oligo_reg	TSS_id	TSS_description	TSS_transc_association	avExpALL	gene_name	gene_type	GeneType	lncdb	TSS_start	bidirec160	bidirec70	K562_rep1	K562_rep2	K562_rep3	HeLa_rep1	HeLa_rep2	HeLa_rep3	HepG2_rep1	HepG2_rep2	HepG2_rep3	avExpCS	gwas.snp.LD	selected	flip	enhancer_id	flip.sense.anti	seq_id	NumSNPs	NumSNPs94	rs.SNP1	rs.SNP2	R.squared	Distance	trait	n.eQTLs	n.eQTLs94	PromType	PromType2	PromType3
ENSG00000007237.14	ENST00000432992	chr17:9862777..9862891,-	chr17:9862797..9862825,-	p6@GAS7	-31bp_to_ENST00000432992,NM_003644,uc002gmh.1_5end	1.32486383442266	GAS7	protein_coding	protein_coding	no	chr17:9862811..9862812,-	nodirec	nodirec	0	0	0	0.0967563312890848	0.0730893170861855	0	0	0	0	0.0188717387083634	no	mRNA.expmatch	noflip	NA	NA	mrna.noflip.NA__chr17:9862777..9862891,-	1	1	NA	NA	NA	NA	NA	0	0	protein_coding	protein_coding	protein_coding
ENSG00000009413.11	ENST00000358835	chr6:111804879..111804993,+	chr6:111804905..111804921,-	p5@REV3L	0bp_to_ENST00000358835,ENST00000422377,ENST00000435970,uc003puz.3_5end	1.637674291939	REV3L	protein_coding	protein_coding	no	chr6:111804913..111804914,-	bidirecNeg	nodirec	0.451191321234361	1.37243774022417	1.34257269580675	1.74161396320353	2.70430473218886	2.29923279748986	2.59984501613839	2.30764403467266	2.76354529802159	1.95359862210891	no	mRNA.bidirec70-160	flip	NA	antisense	mrna.flip.antisense__chr6:111804879..111804993,+	1	1	NA	NA	NA	NA	NA	0	0	protein_coding	div_pc	div_pc
ENSG00000009413.11	ENST00000358835	chr6:111804879..111804993,-	chr6:111804905..111804921,-	p5@REV3L	0bp_to_ENST00000358835,ENST00000422377,ENST00000435970,uc003puz.3_5end	1.637674291939	REV3L	protein_coding	protein_coding	no	chr6:111804913..111804914,-	bidirecNeg	nodirec	0.451191321234361	1.37243774022417	1.34257269580675	1.74161396320353	2.70430473218886	2.29923279748986	2.59984501613839	2.30764403467266	2.76354529802159	1.95359862210891	no	mRNA.bidirec70-160	flip	NA	sense	mrna.flip.sense__chr6:111804879..111804993,-	1	1	NA	NA	NA	NA	NA	0	0	protein_coding	div_pc	div_pc
ENSG00000009790.10	ENST00000367026	chr1:209929438..209929552,+	chr1:209929494..209929523,+	p5@TRAF3IP3	0bp_to_ENST00000367026,uc001hhl.2,uc001hhm.1,uc001hhn.2,uc001hho.2_5end	1.80469754768392	TRAF3IP3	protein_coding	protein_coding	no	chr1:209929517..209929518,+	nodirec	nodirec	0	0	0	0	0	0	0	0	0	0	yes	mRNA.gwas	noflip	NA	NA	mrna.noflip.NA__chr1:209929438..209929552,+	1	1	rs2235371	rs2272866	0.92763631129298	34627	Nonsyndromic_cleft_lip_with_or_without_cleft_palate	0	0	protein_coding	protein_coding	protein_coding
ENSG00000010219.9	ENST00000545342	chr12:4714071..4714185,+	chr12:4714145..4714156,+	p2@DYRK4	0bp_to_ENST00000545342_5end	0.769694989106754	DYRK4	protein_coding	protein_coding	no	chr12:4714150..4714151,+	nodirec	nodirec	0.451191321234361	0.196062534317739	0.167821586975843	0.387025325156339	0.438535902517113	0.246346371159628	1.26053091691558	0.906574442192832	0.943649613958591	0.555304223825336	no	mRNA.random	noflip	NA	NA	mrna.noflip.NA__chr12:4714071..4714185,+	0	0	NA	NA	NA	NA	NA	0	0	protein_coding	protein_coding	protein_coding
ENSG00000013810.14	ENST00000467746	chr4:1723169..1723283,+	chr4:1723197..1723261,+	p1@TACC3	0bp_to_ENST00000467746,ENST00000484651,ENST00000485989,NM_006342_5end	26.9729302832244	TACC3	protein_coding	protein_coding	no	chr4:1723248..1723249,+	nodirec	nodirec	58.6548717604669	55.2896346776024	53.7029078322698	38.6057761843448	28.9433695661295	38.6763802720616	41.6763034405214	43.3507415084936	38.2178093653229	44.1241994008014	yes	mRNA.gwas	noflip	NA	NA	mrna.noflip.NA__chr4:1723169..1723283,+	3	2	rs798766	rs3134866	0.976846950508505	10974	Urinary_bladder_cancer,Bladder_cancer,Bladder_cancer	2	1	protein_coding	protein_coding	protein_coding
ENSG00000014123.9	ENST00000369278	chr6:96969635..96969749,+	chr6:96969672..96969737,+	p1@UFL1	0bp_to_ENST00000369278,NM_015323,uc003por.2,uc010kck.2_5end	36.763834422658	UFL1	protein_coding	protein_coding	no	chr6:96969714..96969715,+	bidirecPos	nodirec	52.1125976025687	45.2904454273977	41.9553967439608	26.220965779342	29.9666200053361	25.5379071435481	31.4344897405823	28.9279662917895	31.9492797868837	34.8217409468232	no	mRNA.bidirec70-160	flip	NA	sense	mrna.flip.sense__chr6:96969635..96969749,+	2	2	NA	NA	NA	NA	NA	1	1	protein_coding	div_pc	div_lnc_pc
ENSG00000014123.9	ENST00000369278	chr6:96969635..96969749,-	chr6:96969672..96969737,+	p1@UFL1	0bp_to_ENST00000369278,NM_015323,uc003por.2,uc010kck.2_5end	36.763834422658	UFL1	protein_coding	protein_coding	no	chr6:96969714..96969715,+	bidirecPos	nodirec	52.1125976025687	45.2904454273977	41.9553967439608	26.220965779342	29.9666200053361	25.5379071435481	31.4344897405823	28.9279662917895	31.9492797868837	34.8217409468232	no	mRNA.bidirec70-160	flip	NA	antisense	mrna.flip.antisense__chr6:96969635..96969749,-	2	2	NA	NA	NA	NA	NA	0	0	protein_coding	div_pc	div_lnc_pc
ENSG00000015520.10	ENST00000546276	chr7:44580865..44580979,-	chr7:44580861..44580912,-	p1@NPC1L1	0bp_to_ENST00000546276_5end	0.569956427015251	NPC1L1	protein_coding	protein_coding	no	chr7:44580899..44580900,-	nodirec	nodirec	0	0	0	0	0	0	21.822941499101	18.2139047022378	18.6707816476093	6.52306976099423	yes	mRNA.gwas	noflip	NA	NA	mrna.noflip.NA__chr7:44580865..44580979,-	1	1	rs41279633	rs41279633	1	0	LDL_cholesterol	1	1	protein_coding	protein_coding	protein_coding
ENSG00000018408.10	ENST00000479238	chr3:149375223..149375337,-	chr3:149375245..149375279,-	p4@WWTR1	-23bp_to_ENST00000479238_5end	0.807053376906318	WWTR1	protein_coding	protein_coding	no	chr3:149375257..149375258,-	nodirec	nodirec	0	0	0	1.06431964417993	1.60796497589608	0.985385484638511	0.393915911536119	0.164831716762333	0.26961417541674	0.498447989825524	no	mRNA.expmatch	noflip	NA	NA	mrna.noflip.NA__chr3:149375223..149375337,-	1	1	NA	NA	NA	NA	NA	1	1	protein_coding	protein_coding	protein_coding
ENSG00000020633.14	ENST00000338888	chr1:25291462..25291576,-	chr1:25291475..25291511,-	p2@RUNX3	0bp_to_ENST00000338888,ENST00000399916,NM_001031680,uc001bjr.2,uc009vrj.2,uc009vrk.2_5end	3.14614379084967	RUNX3	protein_coding	protein_coding	no	chr1:25291496..25291497,-	nodirec	nodirec	0	0	0	0.0967563312890848	0	0	0	0	0	0.010750703476565	no	mRNA.random	noflip	NA	NA	mrna.noflip.NA__chr1:25291462..25291576,-	1	1	NA	NA	NA	NA	NA	0	0	protein_coding	protein_coding	protein_coding
ENSG00000023191.12	ENST00000397615	chr11:506733..506847,-	chr11:506739..506814,-	p2@RNH1	0bp_to_ENST00000397615,ENST00000438658,ENST00000527485,ENST00000529306_5end	33.2933551198257	RNH1	protein_coding	protein_coding	no	chr11:506767..506768,-	nodirec	nodirec	30.4554141833194	27.840879873119	24.3341301114973	25.4469151290293	23.0962241992346	29.0688717968361	26.5499324375344	25.219252664637	23.2542226296938	26.140649224989	yes	mRNA.gwas	noflip	NA	NA	mrna.noflip.NA__chr11:506733..506847,-	1	1	rs10540	rs116101630	0.999999999999999	-12164	Body_mass_index,Body_mass_index,Body_mass_index	1	1	protein_coding	protein_coding	protein_coding
ENSG00000033178.8	ENST00000322244	chr4:68566831..68566945,+	chr4:68566832..68566896,-	p1@UBA6	0bp_to_ENST00000322244,ENST00000420827,ENST00000429659,ENST00000506571,NM_018227,uc003hdg.3,uc003hdi.2,uc003hdj.2_5end	34.697440087146	UBA6	protein_coding	protein_coding	no	chr4:68566865..68566866,-	bidirecNeg	nodirec	95.2013687804502	83.5226396193569	101.532060120385	24.2858391535603	23.9002066871827	23.5671361742711	32.379887928269	38.2409582888613	40.6443369440736	51.4749370773789	no	mRNA.bidirec70-160	flip	NA	antisense	mrna.flip.antisense__chr4:68566831..68566945,+	0	0	NA	NA	NA	NA	NA	0	0	protein_coding	div_pc	div_lnc_pc
ENSG00000033178.8	ENST00000322244	chr4:68566831..68566945,-	chr4:68566832..68566896,-	p1@UBA6	0bp_to_ENST00000322244,ENST00000420827,ENST00000429659,ENST00000506571,NM_018227,uc003hdg.3,uc003hdi.2,uc003hdj.2_5end	34.697440087146	UBA6	protein_coding	protein_coding	no	chr4:68566865..68566866,-	bidirecNeg	nodirec	95.2013687804502	83.5226396193569	101.532060120385	24.2858391535603	23.9002066871827	23.5671361742711	32.379887928269	38.2409582888613	40.6443369440736	51.4749370773789	no	mRNA.bidirec70-160	flip	NA	sense	mrna.flip.sense__chr4:68566831..68566945,-	0	0	NA	NA	NA	NA	NA	0	0	protein_coding	div_pc	div_lnc_pc
ENSG00000035681.3	ENST00000427130	chr8:59572109..59572223,-	chr8:59572129..59572169,-	p9@NSMAF	-36bp_to_ENST00000427130_5end	0.724931880108992	NSMAF	protein_coding	protein_coding	no	chr8:59572143..59572144,-	nodirec	nodirec	0.451191321234361	0.392125068635478	0.167821586975843	0.19351266257817	0.146178634172371	0.0821154570532093	0.315132729228895	0.164831716762333	0.337017719270925	0.249991877323509	no	mRNA.expmatch	noflip	NA	NA	mrna.noflip.NA__chr8:59572109..59572223,-	0	0	NA	NA	NA	NA	NA	0	0	protein_coding	protein_coding	protein_coding
ENSG00000041880.10	ENST00000470601	chr3:51976956..51977070,+	chr3:51976988..51977042,+	p2@PARP3	35bp_to_ENST00000470601_5end	6.78594005449591	PARP3	protein_coding	protein_coding	no	chr3:51977035..51977036,+	nodirec	nodirec	0.22559566061718	0.196062534317739	0.167821586975843	0.387025325156339	1.0232504392066	0.821154570532093	1.57566364614448	1.2362378757175	1.88729922791718	0.835567874064995	no	mRNA.random	noflip	NA	NA	mrna.noflip.NA__chr3:51976956..51977070,+	0	0	NA	NA	NA	NA	NA	0	0	protein_coding	protein_coding	protein_coding
ENSG00000042062.7	ENST00000535356	chr20:49307851..49307965,-	chr20:49307869..49307892,-	p5@FAM65C	23bp_to_ENST00000535356,uc010zyt.1_5end	0.555403050108932	FAM65C	protein_coding	protein_coding	no	chr20:49307885..49307886,-	nodirec	nodirec	6.31667849728105	6.27400109816765	5.20246919625114	0	0	0	0	0	0	1.97701653241109	no	mRNA.random	noflip	NA	NA	mrna.noflip.NA__chr20:49307851..49307965,-	0	0	NA	NA	NA	NA	NA	0	0	protein_coding	protein_coding	protein_coding
ENSG00000047056.10	ENST00000263150	chr10:1102659..1102773,+	chr10:1102721..1102805,+	p2@WDR37	0bp_to_ENST00000263150,NM_014023,uc001igf.1,uc009xhm.1,uc009xhn.1_5end	7.32728758169935	WDR37	protein_coding	protein_coding	no	chr10:1102738..1102739,+	nodirec	nodirec	5.86548717604669	5.09762589226122	6.54504189205789	2.61242094480529	3.21592995179216	2.46346371159628	5.59360594381289	6.09877352020633	5.59449413989736	4.78742701916401	no	mRNA.random	noflip	NA	NA	mrna.noflip.NA__chr10:1102659..1102773,+	2	2	NA	NA	NA	NA	NA	1	1	protein_coding	protein_coding	protein_coding
ENSG00000051180.12	ENST00000267868	chr15:40987292..40987406,+	chr15:40987349..40987397,+	p1@RAD51	0bp_to_ENST00000267868,ENST00000382643,ENST00000525066,ENST00000532743,ENST00000557850,NM_001164269,uc001zml.3_5end	6.72630718954248	RAD51	protein_coding	protein_coding	no	chr15:40987371..40987372,+	bidirecPos	nodirec	31.1322011651709	33.9188184369689	23.3272005896422	16.6420889817226	20.1726515157872	17.5727078093868	14.9688046383725	13.845864208036	12.8740768761493	20.4949349134707	no	mRNA.bidirec70-160	flip	NA	sense	mrna.flip.sense__chr15:40987292..40987406,+	0	0	NA	NA	NA	NA	NA	0	0	protein_coding	div_pc	div_pc
ENSG00000051180.12	ENST00000267868	chr15:40987292..40987406,-	chr15:40987349..40987397,+	p1@RAD51	0bp_to_ENST00000267868,ENST00000382643,ENST00000525066,ENST00000532743,ENST00000557850,NM_001164269,uc001zml.3_5end	6.72630718954248	RAD51	protein_coding	protein_coding	no	chr15:40987371..40987372,+	bidirecPos	nodirec	31.1322011651709	33.9188184369689	23.3272005896422	16.6420889817226	20.1726515157872	17.5727078093868	14.9688046383725	13.845864208036	12.8740768761493	20.4949349134707	no	mRNA.bidirec70-160	flip	NA	antisense	mrna.flip.antisense__chr15:40987292..40987406,-	0	0	NA	NA	NA	NA	NA	0	0	protein_coding	div_pc	div_pc
ENSG00000054148.13	ENST00000462205	chr9:139743782..139743896,+	chr9:139743853..139743878,+	p1@PHPT1	0bp_to_ENST00000462205,ENST00000497413_5end	40.991553133515	PHPT1	protein_coding	protein_coding	no	chr9:139743861..139743862,+	nodirec	nodirec	17.1452702069057	17.253503019961	10.2371168055264	27.9625797425455	23.6078494188379	33.749452848869	43.9610157274309	46.5649599853591	43.0034609789701	29.2761343038228	no	mRNA.random	noflip	NA	NA	mrna.noflip.NA__chr9:139743782..139743896,+	1	0	NA	NA	NA	NA	NA	0	0	protein_coding	protein_coding	protein_coding
ENSG00000054654.11	ENST00000458046	chr14:64680803..64680917,+	chr14:64680854..64680891,+	p2@SYNE2	0bp_to_ENST00000458046,ENST00000557084,NM_182913,uc001xgs.2,uc010tsi.1_5end	0.743660130718954	SYNE2	protein_coding	protein_coding	no	chr14:64680882..64680883,+	nodirec	nodirec	0	0	0	0	0	0	0	0	0	0	yes	mRNA.gwas	noflip	NA	NA	mrna.noflip.NA__chr14:64680803..64680917,+	1	1	rs1152591	rs1152591	1	0	Atrial_fibrillation	1	1	protein_coding	protein_coding	protein_coding
ENSG00000056558.6	ENST00000540010	chr9:123691397..123691511,-	chr9:123691373..123691438,-	p3@TRAF1	12bp_to_ENST00000540010,NM_001190945_5end	1.27131808278867	TRAF1	protein_coding	protein_coding	no	chr9:123691431..123691432,-	nodirec	nodirec	0	0	0	0.0967563312890848	0.292357268344742	0	0.157566364614448	0.0824158583811666	0.202210631562555	0.0923673837991107	yes	mRNA.gwas	noflip	NA	NA	mrna.noflip.NA__chr9:123691397..123691511,-	2	2	rs1953126,rs3761847	rs1930786,rs1930786	0.978586548244465,0.741083616314796	-50969,-1230	Celiac_disease_or_Rheumatoid_arthritis,Rheumatoid_arthritis,Rheumatoid_arthritis	1	1	protein_coding	protein_coding	protein_coding
ENSG00000057757.5	ENST00000246151	chr1:24104828..24104942,+	chr1:24104869..24104918,+	p1@PITHD1	0bp_to_ENST00000246151,NM_020362,uc001bhq.2,uc010oeb.1_5end	47.8095860566449	PITHD1	protein_coding	protein_coding	no	chr1:24104907..24104908,+	bidirecPos	nodirec	57.0757021361467	62.5439484473588	59.912306550376	38.9928015095012	41.2954641536948	38.7584957291148	21.3502424052576	21.8402024710091	19.8840454369846	40.1836898710493	no	mRNA.bidirec70-160	flip	NA	sense	mrna.flip.sense__chr1:24104828..24104942,+	1	1	NA	NA	NA	NA	NA	0	0	protein_coding	div_pc	div_lnc_pc
ENSG00000057757.5	ENST00000246151	chr1:24104828..24104942,-	chr1:24104869..24104918,+	p1@PITHD1	0bp_to_ENST00000246151,NM_020362,uc001bhq.2,uc010oeb.1_5end	47.8095860566449	PITHD1	protein_coding	protein_coding	no	chr1:24104907..24104908,+	bidirecPos	nodirec	57.0757021361467	62.5439484473588	59.912306550376	38.9928015095012	41.2954641536948	38.7584957291148	21.3502424052576	21.8402024710091	19.8840454369846	40.1836898710493	no	mRNA.bidirec70-160	flip	NA	antisense	mrna.flip.antisense__chr1:24104828..24104942,-	1	1	NA	NA	NA	NA	NA	0	0	protein_coding	div_pc	div_lnc_pc
ENSG00000058335.11	ENST00000419573	chr15:79383078..79383192,-	chr15:79383102..79383127,-	p1@RASGRF1	0bp_to_ENST00000419573,ENST00000558480_5end	1.29342047930283	RASGRF1	protein_coding	protein_coding	no	chr15:79383112..79383113,-	nodirec	nodirec	0	0	0	0	0	0	0	0	0	0	no	mRNA.expmatch	noflip	NA	NA	mrna.noflip.NA__chr15:79383078..79383192,-	0	0	NA	NA	NA	NA	NA	0	0	protein_coding	protein_coding	protein_coding
ENSG00000059145.14	ENST00000301712	chr16:1464670..1464784,-	chr16:1464688..1464728,-	p1@UNKL	0bp_to_ENST00000301712,ENST00000382757,ENST00000389221,ENST00000397462,ENST00000503648,ENST00000508903,NM_001037125,NM_001193388,uc002clq.2,uc010bro.1_5end	8.07679738562092	UNKL	protein_coding	protein_coding	no	chr16:1464704..1464705,-	nodirec	nodirec	5.41429585481233	5.29368842657896	7.3841498269371	6.86969952152502	7.45511034279092	6.1586592789907	2.59984501613839	2.966970901722	2.56133466645903	5.18930598177272	no	mRNA.random	noflip	NA	NA	mrna.noflip.NA__chr16:1464670..1464784,-	0	0	NA	NA	NA	NA	NA	0	0	protein_coding	protein_coding	protein_coding
ENSG00000060642.6	ENST00000078527	chr1:27114363..27114477,+	chr1:27114418..27114518,+	p2@PIGV	0bp_to_ENST00000078527,ENST00000472757,NM_017837,uc001bmy.2,uc001bmz.2,uc009vso.2_5end	2.13822984749455	PIGV	protein_coding	protein_coding	no	chr1:27114442..27114443,+	nodirec	nodirec	1.57916962432026	1.76456280885965	3.02078856556518	1.54810130062536	2.77739404927505	1.56019368401098	2.59984501613839	2.63730746819733	2.22431694718811	2.19018660713115	yes	mRNA.gwas	noflip	NA	NA	mrna.noflip.NA__chr1:27114363..27114477,+	1	1	rs12748152	rs71636780	1	23946	HDL_cholesterol,LDL_cholesterol,Triglycerides,HDL_cholesterol	1	1	protein_coding	protein_coding	protein_coding
ENSG00000062485.14	ENST00000551253	chr12:56693772..56693886,-	chr12:56693785..56693829,-	p3@CS	0bp_to_ENST00000551253,ENST00000551473,ENST00000551936_5end	1.97333333333333	CS	protein_coding	protein_coding	no	chr12:56693806..56693807,-	bidirecNeg	nodirec	4.51191321234361	6.27400109816765	3.69207491346855	5.61186721476692	6.21259195232577	6.73346747836316	3.15132729228895	3.13180261848433	2.76354529802159	4.67584345313673	no	mRNA.bidirec70-160	flip	NA	sense	mrna.flip.sense__chr12:56693772..56693886,-	0	0	NA	NA	NA	NA	NA	0	0	protein_coding	div_pc	div_pc
ENSG00000062485.14	ENST00000551253	chr12:56693772..56693886,+	chr12:56693785..56693829,-	p3@CS	0bp_to_ENST00000551253,ENST00000551473,ENST00000551936_5end	1.97333333333333	CS	protein_coding	protein_coding	no	chr12:56693806..56693807,-	bidirecNeg	nodirec	4.51191321234361	6.27400109816765	3.69207491346855	5.61186721476692	6.21259195232577	6.73346747836316	3.15132729228895	3.13180261848433	2.76354529802159	4.67584345313673	no	mRNA.bidirec70-160	flip	NA	antisense	mrna.flip.antisense__chr12:56693772..56693886,+	0	0	NA	NA	NA	NA	NA	0	0	protein_coding	div_pc	div_pc
ENSG00000062725.5	ENST00000083182	chr17:58603568..58603682,+	chr17:58603568..58603610,-	p1@APPBP2	0bp_to_ENST00000083182,NM_006380,uc002iys.1,uc010ddl.1_5end	24.3102941176471	APPBP2	protein_coding	protein_coding	no	chr17:58603602..58603603,-	bidirecNeg	bidirecNeg	9.47501774592158	10.7834393874757	12.4187974362124	10.0626584540648	8.25909283073896	12.153087643875	19.1443133006554	19.285310861193	18.0641497529216	13.2939852681176	no	mRNA.random	flip	NA	antisense	mrna.flip.antisense__chr17:58603568..58603682,+	0	0	NA	NA	NA	NA	NA	0	0	protein_coding	div_pc	div_lnc_pc
ENSG00000062725.5	ENST00000083182	chr17:58603568..58603682,-	chr17:58603568..58603610,-	p1@APPBP2	0bp_to_ENST00000083182,NM_006380,uc002iys.1,uc010ddl.1_5end	24.3102941176471	APPBP2	protein_coding	protein_coding	no	chr17:58603602..58603603,-	bidirecNeg	bidirecNeg	9.47501774592158	10.7834393874757	12.4187974362124	10.0626584540648	8.25909283073896	12.153087643875	19.1443133006554	19.285310861193	18.0641497529216	13.2939852681176	no	mRNA.random	flip	NA	sense	mrna.flip.sense__chr17:58603568..58603682,-	0	0	NA	NA	NA	NA	NA	0	0	protein_coding	div_pc	div_lnc_pc
ENSG00000062822.8	ENST00000440232	chr19:50887484..50887598,+	chr19:50887558..50887569,+	p2@POLD1	-23bp_to_ENST00000440232,NM_002691,uc002psb.3,uc002psc.3,uc010enx.2_5end	0.951988017429194	POLD1	protein_coding	protein_coding	no	chr19:50887563..50887564,+	nodirec	nodirec	2.48155226678899	2.35275041181287	2.18168063068596	1.64485763191444	1.31560770755134	1.14961639874493	0.63026545845779	0.741742725430499	0.674035438541851	1.46356762999207	no	mRNA.random	noflip	NA	NA	mrna.noflip.NA__chr19:50887484..50887598,+	0	0	NA	NA	NA	NA	NA	0	0	protein_coding	protein_coding	protein_coding
