unique_id	cage_id	n_motifs	n_bp_cov	max_cov	avg_tf_tissue_sp	log_n_motifs	log_bp_cov	log_max_cov	log_avg_tf_tissue_sp
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr10:60759312..60759426,+__132.1.0.0	chr10:60759312..60759426,+	1	8	1		0.6931471805599453	2.1972245773362196	0.6931471805599453	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr10:64564400..64564514,+__1448.1.0.0	chr10:64564400..64564514,+	6	29	4		1.9459101490553132	3.4011973816621555	1.6094379124341003	
WILDTYPE__mrna.flip.sense__chr10:6622203..6622317,-__1147.1.0.0	chr10:6622203..6622317,-	3	24	2		1.3862943611198906	3.2188758248682006	1.0986122886681098	
WILDTYPE__Lincrna.flip.sense__chr10:6622301..6622415,+__134.1.0.0	chr10:6622301..6622415,+	8	73	2		2.1972245773362196	4.30406509320417	1.0986122886681098	
WILDTYPE__Lincrna.noflip.NA__chr10:6622333..6622447,+__135.1.0.0	chr10:6622333..6622447,+	6	53	2		1.9459101490553132	3.9889840465642745	1.0986122886681098	
WILDTYPE__Lincrna.noflip.NA__chr10:6625539..6625653,+__136.1.0.0	chr10:6625539..6625653,+	5	30	3		1.791759469228055	3.4339872044851463	1.3862943611198906	
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr10:70805370..70805484,+__1747.1.0.0	Enhancer.noflip.NA	6	65	2		1.9459101490553132	4.189654742026425	1.0986122886681098	
WILDTYPE__Enhancer.noflip.NA__chr10:70805394..70805508,-__2040.1.0.0	Enhancer.noflip.NA	6	60	2		1.9459101490553132	4.110873864173311	1.0986122886681098	
WILDTYPE__mrna.noflip.NA__chr10:72201402..72201516,-__1251.1.0.0	chr10:72201402..72201516,-	4	28	2		1.6094379124341003	3.367295829986474	1.0986122886681098	
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr10:73397977..73398091,-__2041.1.0.0	Enhancer.noflip.NA	11	30	5		2.4849066497880004	3.4339872044851463	1.791759469228055	
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr10:73397988..73398102,+__1748.1.0.0	Enhancer.noflip.NA	11	30	5		2.4849066497880004	3.4339872044851463	1.791759469228055	
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr10:73790766..73790880,-__2230.1.0.0	Enhancer.noflip.NA	5	11	3		1.791759469228055	2.4849066497880004	1.3862943611198906	
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr10:73790800..73790914,+__1937.1.0.0	Enhancer.noflip.NA	5	11	3		1.791759469228055	2.4849066497880004	1.3862943611198906	
WILDTYPE__Enhancer.noflip.NA__chr10:74032412..74032526,-__2139.1.0.0	Enhancer.noflip.NA	7	37	5		2.0794415416798357	3.6375861597263857	1.791759469228055	
WILDTYPE__Enhancer.noflip.NA__chr10:74032424..74032538,+__1846.1.0.0	Enhancer.noflip.NA	7	42	5		2.0794415416798357	3.7612001156935624	1.791759469228055	
WILDTYPE__Enhancer.noflip.NA__chr10:74057103..74057217,-__2292.1.0.0	Enhancer.noflip.NA	4	36	2		1.6094379124341003	3.6109179126442243	1.0986122886681098	
WILDTYPE__Enhancer.noflip.NA__chr10:74057141..74057255,+__1999.1.0.0	Enhancer.noflip.NA	4	39	2		1.6094379124341003	3.6888794541139363	1.0986122886681098	
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr10:74091836..74091950,-__2231.1.0.0	Enhancer.noflip.NA	12	64	4		2.5649493574615367	4.174387269895637	1.6094379124341003	
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr10:74091890..74092004,+__1938.1.0.0	Enhancer.noflip.NA	6	39	4		1.9459101490553132	3.6888794541139363	1.6094379124341003	
WILDTYPE__Antisense.noflip.NA__chr10:75012461..75012575,+__138.1.0.0	chr10:75012461..75012575,+	7	29	6		2.0794415416798357	3.4011973816621555	1.9459101490553132	
WILDTYPE__mrna.noflip.NA__chr10:76585246..76585360,+__977.1.0.0	chr10:76585246..76585360,+	22	63	3		3.1354942159291497	4.1588830833596715	1.3862943611198906	
WILDTYPE__Lincrna.noflip.NA__chr10:8095404..8095518,-__140.1.0.0	chr10:8095404..8095518,-	5	51	3		1.791759469228055	3.9512437185814275	1.3862943611198906	
WILDTYPE__Enhancer.noflip.NA__chr10:81008302..81008416,-__2042.1.0.0	Enhancer.noflip.NA	7	44	4		2.0794415416798357	3.8066624897703196	1.6094379124341003	
WILDTYPE__Enhancer.noflip.NA__chr10:81008343..81008457,+__1749.1.0.0	Enhancer.noflip.NA	6	49	4		1.9459101490553132	3.912023005428146	1.6094379124341003	
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr10:81046390..81046504,-__2232.1.0.0	Enhancer.noflip.NA	2	25	1		1.0986122886681098	3.258096538021482	0.6931471805599453	
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr10:81046410..81046524,+__1939.1.0.0	Enhancer.noflip.NA	2	25	1		1.0986122886681098	3.258096538021482	0.6931471805599453	
WILDTYPE__Enhancer.noflip.NA__chr10:81081021..81081135,-__2043.1.0.0	Enhancer.noflip.NA	7	36	4		2.0794415416798357	3.6109179126442243	1.6094379124341003	
WILDTYPE__Enhancer.flip.sense__chr10:81091665..81091779,-__2140.1.0.0	Enhancer.flip.sense	4	38	3		1.6094379124341003	3.6635616461296463	1.3862943611198906	
WILDTYPE__Enhancer.flip.sense__chr10:81091685..81091799,+__1847.1.0.0	Enhancer.flip.sense	6	54	3		1.9459101490553132	4.007333185232471	1.3862943611198906	
WILDTYPE__Enhancer.flip.sense__chr10:81961443..81961557,+__1848.1.0.0	Enhancer.flip.sense	2	17	1		1.0986122886681098	2.8903717578961645	0.6931471805599453	
WILDTYPE__Enhancer.flip.sense__chr10:81961484..81961598,-__2141.1.0.0	Enhancer.flip.sense	1	11	1		0.6931471805599453	2.4849066497880004	0.6931471805599453	
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr10:89102065..89102179,-__141.1.0.0	chr10:89102065..89102179,-	15	64	5		2.772588722239781	4.174387269895637	1.791759469228055	
WILDTYPE__Antisense.noflip.NA__chr10:89102178..89102292,-__142.1.0.0	chr10:89102178..89102292,-	5	23	3		1.791759469228055	3.1780538303479458	1.3862943611198906	
WILDTYPE__Antisense.noflip.NA__chr10:89102312..89102426,-__143.1.0.0	chr10:89102312..89102426,-	7	12	5		2.0794415416798357	2.5649493574615367	1.791759469228055	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr10:90967036..90967150,-__1449.1.0.0	chr10:90967036..90967150,-	9	44	4		2.302585092994046	3.8066624897703196	1.6094379124341003	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr10:91102409..91102523,-__978.1.0.0	chr10:91102409..91102523,-	5	47	2		1.791759469228055	3.871201010907891	1.0986122886681098	
WILDTYPE__Enhancer.noflip.NA__chr10:93373483..93373597,-__2044.1.0.0	Enhancer.noflip.NA	22	70	7		3.1354942159291497	4.2626798770413155	2.0794415416798357	
WILDTYPE__Enhancer.noflip.NA__chr10:93373526..93373640,+__1751.1.0.0	Enhancer.noflip.NA	18	28	7		2.9444389791664403	3.367295829986474	2.0794415416798357	
WILDTYPE__Enhancer.flip.sense__chr10:94351415..94351529,+__1849.1.0.0	Enhancer.flip.sense	6	67	2		1.9459101490553132	4.219507705176107	1.0986122886681098	
WILDTYPE__Enhancer.flip.sense__chr10:94351440..94351554,-__2142.1.0.0	Enhancer.flip.sense	5	66	2		1.791759469228055	4.204692619390966	1.0986122886681098	
WILDTYPE__Enhancer.noflip.NA__chr10:95197193..95197307,-__2045.1.0.0	Enhancer.noflip.NA	6	38	2		1.9459101490553132	3.6635616461296463	1.0986122886681098	
WILDTYPE__Antisense.noflip.NA__chr10:96990853..96990967,-__145.1.0.0	chr10:96990853..96990967,-	7	46	2		2.0794415416798357	3.8501476017100584	1.0986122886681098	
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr10:97667530..97667644,-__146.1.0.0	chr10:97667530..97667644,-	11	66	5		2.4849066497880004	4.204692619390966	1.791759469228055	
WILDTYPE_BUT_HAS_SNP__Antisense.flip.sense__chr10:97667625..97667739,-__147.1.0.0	chr10:97667625..97667739,-	11	81	2		2.4849066497880004	4.406719247264253	1.0986122886681098	
WILDTYPE__Antisense.noflip.NA__chr10:97849937..97850051,-__148.1.0.0	chr10:97849937..97850051,-	27	49	14		3.332204510175204	3.912023005428146	2.70805020110221	
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr10:97889399..97889513,+__149.1.0.0	chr10:97889399..97889513,+	10	37	8		2.3978952727983707	3.6375861597263857	2.1972245773362196	
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr10:97889733..97889847,+__150.1.0.0	chr10:97889733..97889847,+	3	35	2		1.3862943611198906	3.58351893845611	1.0986122886681098	
WILDTYPE__Enhancer.noflip.NA__chr10:98476306..98476420,-__2046.1.0.0	Enhancer.noflip.NA	5	52	3		1.791759469228055	3.970291913552122	1.3862943611198906	
WILDTYPE__Enhancer.noflip.NA__chr10:98476368..98476482,+__1753.1.0.0	Enhancer.noflip.NA	4	31	3		1.6094379124341003	3.4657359027997265	1.3862943611198906	
WILDTYPE__Antisense.noflip.NA__chr1:100435456..100435570,-__1.1.0.0	chr1:100435456..100435570,-	11	39	8		2.4849066497880004	3.6888794541139363	2.1972245773362196	
WILDTYPE__Lincrna.flip.sense__chr1:100731637..100731751,-__2.1.0.0	chr1:100731637..100731751,-	5	40	2		1.791759469228055	3.713572066704308	1.0986122886681098	
WILDTYPE__mrna.flip.sense__chr1:100731714..100731828,+__1131.1.0.0	chr1:100731714..100731828,+	12	69	5		2.5649493574615367	4.248495242049359	1.791759469228055	
WILDTYPE_BUT_HAS_SNP__Lincrna.flip.sense__chr1:109642741..109642855,+__3.1.0.0	chr1:109642741..109642855,+	26	77	10		3.295836866004329	4.356708826689592	2.3978952727983707	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr1:110009111..110009225,+__1412.1.0.0	chr1:110009111..110009225,+	16	41	5		2.833213344056216	3.7376696182833684	1.791759469228055	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr1:110009143..110009257,+__1413.1.0.0	chr1:110009143..110009257,+	13	24	5		2.6390573296152584	3.2188758248682006	1.791759469228055	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr11:101454532..101454646,-__1450.1.0.0	chr11:101454532..101454646,-	10	65	4		2.3978952727983707	4.189654742026425	1.6094379124341003	
WILDTYPE__mrna.flip.sense__chr11:10562699..10562813,-__1148.1.0.0	chr11:10562699..10562813,-	16	94	8		2.833213344056216	4.553876891600541	2.1972245773362196	
WILDTYPE__Antisense.flip.sense__chr11:10562731..10562845,+__151.1.0.0	chr11:10562731..10562845,+	15	92	8		2.772588722239781	4.532599493153256	2.1972245773362196	
WILDTYPE__Antisense.noflip.NA__chr1:110881743..110881857,-__4.1.0.0	chr1:110881743..110881857,-	19	54	8		2.995732273553991	4.007333185232471	2.1972245773362196	
WILDTYPE__Lincrna.noflip.NA__chr11:10920834..10920948,-__152.1.0.0	chr11:10920834..10920948,-	8	60	4		2.1972245773362196	4.110873864173311	1.6094379124341003	
WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr11:109957771..109957885,-__2143.1.0.0	Enhancer.flip.sense	2	21	1		1.0986122886681098	3.091042453358316	0.6931471805599453	
WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr11:109957839..109957953,+__1850.1.0.0	Enhancer.flip.sense	4	30	2		1.6094379124341003	3.4339872044851463	1.0986122886681098	
WILDTYPE__Enhancer.noflip.NA__chr11:109958831..109958945,+__2003.1.0.0	Enhancer.noflip.NA	2	11	2		1.0986122886681098	2.4849066497880004	1.0986122886681098	
WILDTYPE__Enhancer.noflip.NA__chr11:109958871..109958985,-__2296.1.0.0	Enhancer.noflip.NA	2	11	2		1.0986122886681098	2.4849066497880004	1.0986122886681098	
WILDTYPE__mrna.noflip.NA__chr11:110001649..110001763,+__979.1.0.0	chr11:110001649..110001763,+	1	14	1		0.6931471805599453	2.70805020110221	0.6931471805599453	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr11:111169954..111170068,+__1451.1.0.0	chr11:111169954..111170068,+	1	14	1		0.6931471805599453	2.70805020110221	0.6931471805599453	
WILDTYPE__Lincrna.noflip.NA__chr11:111649056..111649170,-__153.1.0.0	chr11:111649056..111649170,-	1	13	1		0.6931471805599453	2.6390573296152584	0.6931471805599453	
WILDTYPE__Lincrna.noflip.NA__chr11:112160953..112161067,+__154.1.0.0	chr11:112160953..112161067,+	5	56	1		1.791759469228055	4.04305126783455	0.6931471805599453	
WILDTYPE__Lincrna.noflip.NA__chr11:115630880..115630994,-__155.1.0.0	chr11:115630880..115630994,-	2	22	1		1.0986122886681098	3.1354942159291497	0.6931471805599453	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr1:11159873..11159987,-__1414.1.0.0	chr1:11159873..11159987,-	10	68	3		2.3978952727983707	4.23410650459726	1.3862943611198906	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr11:116662560..116662674,-__1452.1.0.0	chr11:116662560..116662674,-	5	38	2		1.791759469228055	3.6635616461296463	1.0986122886681098	
WILDTYPE__mrna.noflip.NA__chr11:117747335..117747449,-__1293.1.0.0	chr11:117747335..117747449,-	7	46	3		2.0794415416798357	3.8501476017100584	1.3862943611198906	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr11:118095758..118095872,-__980.1.0.0	chr11:118095758..118095872,-	6	18	3		1.9459101490553132	2.9444389791664403	1.3862943611198906	
WILDTYPE__mrna.noflip.NA__chr11:118436602..118436716,-__1351.1.0.0	chr11:118436602..118436716,-	4	44	1		1.6094379124341003	3.8066624897703196	0.6931471805599453	
WILDTYPE__Enhancer.noflip.NA__chr11:118792018..118792132,-__2047.1.0.0	Enhancer.noflip.NA	5	40	2		1.791759469228055	3.713572066704308	1.0986122886681098	
WILDTYPE__Enhancer.noflip.NA__chr11:118792172..118792286,+__1754.1.0.0	Enhancer.noflip.NA	15	65	2		2.772588722239781	4.189654742026425	1.0986122886681098	
WILDTYPE_BUT_HAS_SNP__Lincrna.flip.sense__chr11:118868677..118868791,-__157.1.0.0	chr11:118868677..118868791,-	11	62	5		2.4849066497880004	4.143134726391533	1.791759469228055	
WILDTYPE__mrna.flip.sense__chr11:118868768..118868882,+__1149.1.0.0	chr11:118868768..118868882,+	13	59	6		2.6390573296152584	4.0943445622221	1.9459101490553132	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr11:118901547..118901661,-__1453.1.0.0	chr11:118901547..118901661,-	20	85	6		3.044522437723423	4.454347296253507	1.9459101490553132	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr11:118927851..118927965,-__981.1.0.0	chr11:118927851..118927965,-	7	35	3		2.0794415416798357	3.58351893845611	1.3862943611198906	
WILDTYPE__mrna.noflip.NA__chr11:118972528..118972642,-__1252.1.0.0	chr11:118972528..118972642,-	3	32	2		1.3862943611198906	3.4965075614664802	1.0986122886681098	
WILDTYPE__Antisense.flip.sense__chr11:119252440..119252554,+__158.1.0.0	chr11:119252440..119252554,+	15	62	5		2.772588722239781	4.143134726391533	1.791759469228055	
WILDTYPE__Lincrna.noflip.NA__chr11:122051076..122051190,-__159.1.0.0	chr11:122051076..122051190,-	4	33	2		1.6094379124341003	3.5263605246161616	1.0986122886681098	
WILDTYPE__Lincrna.noflip.NA__chr11:122073736..122073850,-__161.1.0.0	chr11:122073736..122073850,-	5	36	4		1.791759469228055	3.6109179126442243	1.6094379124341003	
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr11:122293488..122293602,-__164.1.0.0	chr11:122293488..122293602,-	1	8	1		0.6931471805599453	2.1972245773362196	0.6931471805599453	
WILDTYPE__mrna.noflip.NA__chr11:124670529..124670643,-__982.1.0.0	chr11:124670529..124670643,-	18	93	5		2.9444389791664403	4.543294782270004	1.791759469228055	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr11:125439321..125439435,+__1454.1.0.0	chr11:125439321..125439435,+	4	34	2		1.6094379124341003	3.5553480614894135	1.0986122886681098	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr11:129685665..129685779,+__1455.1.0.0	chr11:129685665..129685779,+	11	57	4		2.4849066497880004	4.060443010546419	1.6094379124341003	
WILDTYPE_BUT_HAS_SNP__Lincrna.flip.sense__chr11:13011056..13011170,-__166.1.0.0	chr11:13011056..13011170,-	5	49	1		1.791759469228055	3.912023005428146	0.6931471805599453	
WILDTYPE__mrna.flip.sense__chr1:113498933..113499047,-__1132.1.0.0	chr1:113498933..113499047,-	24	55	9		3.2188758248682006	4.02535169073515	2.302585092994046	
