unique_id	cage_id	n_motifs	n_bp_cov	max_cov	avg_tf_tissue_sp	log_n_motifs	log_bp_cov	log_max_cov	log_avg_tf_tissue_sp
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr10:60028845..60028959,+__1447.1.0.0	chr10:60028845..60028959,+	52	66	20		3.970291913552122	4.204692619390966	3.044522437723423	
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr10:60759312..60759426,+__132.1.0.0	chr10:60759312..60759426,+	17	30	10		2.8903717578961645	3.4339872044851463	2.3978952727983707	
WILDTYPE__Lincrna.noflip.NA__chr10:61513178..61513292,-__133.1.0.0	chr10:61513178..61513292,-	12	49	4		2.5649493574615367	3.912023005428146	1.6094379124341003	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr10:64564400..64564514,+__1448.1.0.0	chr10:64564400..64564514,+	13	65	5		2.6390573296152584	4.189654742026425	1.791759469228055	
WILDTYPE__mrna.flip.sense__chr10:6622203..6622317,-__1147.1.0.0	chr10:6622203..6622317,-	6	24	5		1.9459101490553132	3.2188758248682006	1.791759469228055	
WILDTYPE__Lincrna.flip.sense__chr10:6622301..6622415,+__134.1.0.0	chr10:6622301..6622415,+	30	74	11		3.4339872044851463	4.31748811353631	2.4849066497880004	
WILDTYPE__Lincrna.noflip.NA__chr10:6622333..6622447,+__135.1.0.0	chr10:6622333..6622447,+	23	54	9		3.1780538303479458	4.007333185232471	2.302585092994046	
WILDTYPE__Lincrna.noflip.NA__chr10:6625539..6625653,+__136.1.0.0	chr10:6625539..6625653,+	32	88	19		3.4965075614664802	4.48863636973214	2.995732273553991	
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr10:70805370..70805484,+__1747.1.0.0	Enhancer.noflip.NA	17	72	5		2.8903717578961645	4.290459441148391	1.791759469228055	
WILDTYPE__Enhancer.noflip.NA__chr10:70805394..70805508,-__2040.1.0.0	Enhancer.noflip.NA	17	67	5		2.8903717578961645	4.219507705176107	1.791759469228055	
WILDTYPE__mrna.noflip.NA__chr10:72201402..72201516,-__1251.1.0.0	chr10:72201402..72201516,-	28	77	17		3.367295829986474	4.356708826689592	2.8903717578961645	
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr10:73397977..73398091,-__2041.1.0.0	Enhancer.noflip.NA	36	64	17		3.6109179126442243	4.174387269895637	2.8903717578961645	
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr10:73397988..73398102,+__1748.1.0.0	Enhancer.noflip.NA	36	73	17		3.6109179126442243	4.30406509320417	2.8903717578961645	
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr10:73790766..73790880,-__2230.1.0.0	Enhancer.noflip.NA	23	78	8		3.1780538303479458	4.3694478524670215	2.1972245773362196	
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr10:73790800..73790914,+__1937.1.0.0	Enhancer.noflip.NA	23	69	8		3.1780538303479458	4.248495242049359	2.1972245773362196	
WILDTYPE__Enhancer.noflip.NA__chr10:74032412..74032526,-__2139.1.0.0	Enhancer.noflip.NA	30	75	12		3.4339872044851463	4.330733340286331	2.5649493574615367	
WILDTYPE__Enhancer.noflip.NA__chr10:74032424..74032538,+__1846.1.0.0	Enhancer.noflip.NA	30	74	12		3.4339872044851463	4.31748811353631	2.5649493574615367	
WILDTYPE__Enhancer.noflip.NA__chr10:74057103..74057217,-__2292.1.0.0	Enhancer.noflip.NA	25	84	10		3.258096538021482	4.442651256490317	2.3978952727983707	
WILDTYPE__Enhancer.noflip.NA__chr10:74057141..74057255,+__1999.1.0.0	Enhancer.noflip.NA	22	78	10		3.1354942159291497	4.3694478524670215	2.3978952727983707	
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr10:74091836..74091950,-__2231.1.0.0	Enhancer.noflip.NA	17	87	5		2.8903717578961645	4.477336814478207	1.791759469228055	
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr10:74091890..74092004,+__1938.1.0.0	Enhancer.noflip.NA	16	67	9		2.833213344056216	4.219507705176107	2.302585092994046	
WILDTYPE__Antisense.noflip.NA__chr10:75012461..75012575,+__138.1.0.0	chr10:75012461..75012575,+	14	42	12		2.70805020110221	3.7612001156935624	2.5649493574615367	
WILDTYPE__mrna.noflip.NA__chr10:76585246..76585360,+__977.1.0.0	chr10:76585246..76585360,+	37	92	7		3.6375861597263857	4.532599493153256	2.0794415416798357	
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr10:80008510..80008624,+__139.1.0.0	chr10:80008510..80008624,+	6	33	4		1.9459101490553132	3.5263605246161616	1.6094379124341003	
WILDTYPE__Lincrna.noflip.NA__chr10:8095404..8095518,-__140.1.0.0	chr10:8095404..8095518,-	13	79	6		2.6390573296152584	4.382026634673881	1.9459101490553132	
WILDTYPE__Enhancer.noflip.NA__chr10:81008302..81008416,-__2042.1.0.0	Enhancer.noflip.NA	29	91	9		3.4011973816621555	4.5217885770490405	2.302585092994046	
WILDTYPE__Enhancer.noflip.NA__chr10:81008343..81008457,+__1749.1.0.0	Enhancer.noflip.NA	24	88	9		3.2188758248682006	4.48863636973214	2.302585092994046	
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr10:81046390..81046504,-__2232.1.0.0	Enhancer.noflip.NA	14	46	5		2.70805020110221	3.8501476017100584	1.791759469228055	
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr10:81046410..81046524,+__1939.1.0.0	Enhancer.noflip.NA	14	46	5		2.70805020110221	3.8501476017100584	1.791759469228055	
WILDTYPE__Enhancer.noflip.NA__chr10:81081021..81081135,-__2043.1.0.0	Enhancer.noflip.NA	21	61	13		3.091042453358316	4.127134385045092	2.6390573296152584	
WILDTYPE__Enhancer.flip.sense__chr10:81091665..81091779,-__2140.1.0.0	Enhancer.flip.sense	34	86	11		3.5553480614894135	4.465908118654584	2.4849066497880004	
WILDTYPE__Enhancer.flip.sense__chr10:81091685..81091799,+__1847.1.0.0	Enhancer.flip.sense	35	87	6		3.58351893845611	4.477336814478207	1.9459101490553132	
WILDTYPE__Enhancer.flip.sense__chr10:81961443..81961557,+__1848.1.0.0	Enhancer.flip.sense	23	82	6		3.1780538303479458	4.418840607796598	1.9459101490553132	
WILDTYPE__Enhancer.flip.sense__chr10:81961484..81961598,-__2141.1.0.0	Enhancer.flip.sense	33	74	10		3.5263605246161616	4.31748811353631	2.3978952727983707	
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr10:89102065..89102179,-__141.1.0.0	chr10:89102065..89102179,-	32	78	13		3.4965075614664802	4.3694478524670215	2.6390573296152584	
WILDTYPE__Antisense.noflip.NA__chr10:89102178..89102292,-__142.1.0.0	chr10:89102178..89102292,-	18	61	8		2.9444389791664403	4.127134385045092	2.1972245773362196	
WILDTYPE__Antisense.noflip.NA__chr10:89102312..89102426,-__143.1.0.0	chr10:89102312..89102426,-	37	46	30		3.6375861597263857	3.8501476017100584	3.4339872044851463	
WILDTYPE__Lincrna.noflip.NA__chr10:9012053..9012167,+__144.1.0.0	chr10:9012053..9012167,+	5	41	3		1.791759469228055	3.7376696182833684	1.3862943611198906	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr10:90967036..90967150,-__1449.1.0.0	chr10:90967036..90967150,-	32	57	14		3.4965075614664802	4.060443010546419	2.70805020110221	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr10:91102409..91102523,-__978.1.0.0	chr10:91102409..91102523,-	15	101	3		2.772588722239781	4.624972813284271	1.3862943611198906	
WILDTYPE__Enhancer.noflip.NA__chr10:93373483..93373597,-__2044.1.0.0	Enhancer.noflip.NA	45	83	17		3.828641396489095	4.430816798843313	2.8903717578961645	
WILDTYPE__Enhancer.noflip.NA__chr10:93373526..93373640,+__1751.1.0.0	Enhancer.noflip.NA	38	77	17		3.6635616461296463	4.356708826689592	2.8903717578961645	
WILDTYPE__Enhancer.flip.sense__chr10:94351415..94351529,+__1849.1.0.0	Enhancer.flip.sense	13	75	6		2.6390573296152584	4.330733340286331	1.9459101490553132	
WILDTYPE__Enhancer.flip.sense__chr10:94351440..94351554,-__2142.1.0.0	Enhancer.flip.sense	11	69	6		2.4849066497880004	4.248495242049359	1.9459101490553132	
WILDTYPE__Enhancer.noflip.NA__chr10:95197193..95197307,-__2045.1.0.0	Enhancer.noflip.NA	11	76	3		2.4849066497880004	4.343805421853684	1.3862943611198906	
WILDTYPE__Antisense.noflip.NA__chr10:96990853..96990967,-__145.1.0.0	chr10:96990853..96990967,-	17	97	6		2.8903717578961645	4.584967478670572	1.9459101490553132	
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr10:97667530..97667644,-__146.1.0.0	chr10:97667530..97667644,-	29	78	14		3.4011973816621555	4.3694478524670215	2.70805020110221	
WILDTYPE_BUT_HAS_SNP__Antisense.flip.sense__chr10:97667625..97667739,-__147.1.0.0	chr10:97667625..97667739,-	21	82	4		3.091042453358316	4.418840607796598	1.6094379124341003	
WILDTYPE__Antisense.noflip.NA__chr10:97849937..97850051,-__148.1.0.0	chr10:97849937..97850051,-	41	53	22		3.7376696182833684	3.9889840465642745	3.1354942159291497	
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr10:97889399..97889513,+__149.1.0.0	chr10:97889399..97889513,+	23	48	14		3.1780538303479458	3.8918202981106265	2.70805020110221	
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr10:97889733..97889847,+__150.1.0.0	chr10:97889733..97889847,+	6	52	2		1.9459101490553132	3.970291913552122	1.0986122886681098	
WILDTYPE__Enhancer.noflip.NA__chr10:98476306..98476420,-__2046.1.0.0	Enhancer.noflip.NA	19	87	7		2.995732273553991	4.477336814478207	2.0794415416798357	
WILDTYPE__Enhancer.noflip.NA__chr10:98476368..98476482,+__1753.1.0.0	Enhancer.noflip.NA	16	77	6		2.833213344056216	4.356708826689592	1.9459101490553132	
WILDTYPE__Antisense.noflip.NA__chr1:100435456..100435570,-__1.1.0.0	chr1:100435456..100435570,-	12	43	8		2.5649493574615367	3.784189633918261	2.1972245773362196	
WILDTYPE__Lincrna.flip.sense__chr1:100731637..100731751,-__2.1.0.0	chr1:100731637..100731751,-	7	51	3		2.0794415416798357	3.9512437185814275	1.3862943611198906	
WILDTYPE__mrna.flip.sense__chr1:100731714..100731828,+__1131.1.0.0	chr1:100731714..100731828,+	16	74	7		2.833213344056216	4.31748811353631	2.0794415416798357	
WILDTYPE_BUT_HAS_SNP__Lincrna.flip.sense__chr1:109642741..109642855,+__3.1.0.0	chr1:109642741..109642855,+	42	101	13		3.7612001156935624	4.624972813284271	2.6390573296152584	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr1:110009111..110009225,+__1412.1.0.0	chr1:110009111..110009225,+	77	80	32		4.356708826689592	4.394449154672439	3.4965075614664802	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr1:110009143..110009257,+__1413.1.0.0	chr1:110009143..110009257,+	71	64	32		4.276666119016055	4.174387269895637	3.4965075614664802	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr11:101454532..101454646,-__1450.1.0.0	chr11:101454532..101454646,-	28	82	11		3.367295829986474	4.418840607796598	2.4849066497880004	
WILDTYPE__mrna.flip.sense__chr11:10562699..10562813,-__1148.1.0.0	chr11:10562699..10562813,-	37	104	16		3.6375861597263857	4.653960350157523	2.833213344056216	
WILDTYPE__Antisense.flip.sense__chr11:10562731..10562845,+__151.1.0.0	chr11:10562731..10562845,+	33	93	16		3.5263605246161616	4.543294782270004	2.833213344056216	
WILDTYPE__Antisense.noflip.NA__chr1:110881743..110881857,-__4.1.0.0	chr1:110881743..110881857,-	39	71	19		3.6888794541139363	4.276666119016055	2.995732273553991	
WILDTYPE__Lincrna.noflip.NA__chr11:10920834..10920948,-__152.1.0.0	chr11:10920834..10920948,-	23	87	10		3.1780538303479458	4.477336814478207	2.3978952727983707	
WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr11:109957771..109957885,-__2143.1.0.0	Enhancer.flip.sense	18	53	7		2.9444389791664403	3.9889840465642745	2.0794415416798357	
WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr11:109957839..109957953,+__1850.1.0.0	Enhancer.flip.sense	20	40	15		3.044522437723423	3.713572066704308	2.772588722239781	
WILDTYPE__Enhancer.noflip.NA__chr11:109958831..109958945,+__2003.1.0.0	Enhancer.noflip.NA	12	72	5		2.5649493574615367	4.290459441148391	1.791759469228055	
WILDTYPE__Enhancer.noflip.NA__chr11:109958871..109958985,-__2296.1.0.0	Enhancer.noflip.NA	12	73	5		2.5649493574615367	4.30406509320417	1.791759469228055	
WILDTYPE__mrna.noflip.NA__chr11:110001649..110001763,+__979.1.0.0	chr11:110001649..110001763,+	9	59	2		2.302585092994046	4.0943445622221	1.0986122886681098	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr11:111169954..111170068,+__1451.1.0.0	chr11:111169954..111170068,+	9	76	3		2.302585092994046	4.343805421853684	1.3862943611198906	
WILDTYPE__Lincrna.noflip.NA__chr11:111649056..111649170,-__153.1.0.0	chr11:111649056..111649170,-	14	69	6		2.70805020110221	4.248495242049359	1.9459101490553132	
WILDTYPE__Lincrna.noflip.NA__chr11:112160953..112161067,+__154.1.0.0	chr11:112160953..112161067,+	8	58	4		2.1972245773362196	4.07753744390572	1.6094379124341003	
WILDTYPE__Lincrna.noflip.NA__chr11:115630880..115630994,-__155.1.0.0	chr11:115630880..115630994,-	17	95	6		2.8903717578961645	4.564348191467836	1.9459101490553132	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr1:11159873..11159987,-__1414.1.0.0	chr1:11159873..11159987,-	19	89	6		2.995732273553991	4.499809670330265	1.9459101490553132	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr11:116662560..116662674,-__1452.1.0.0	chr11:116662560..116662674,-	25	78	11		3.258096538021482	4.3694478524670215	2.4849066497880004	
WILDTYPE__mrna.noflip.NA__chr11:117747335..117747449,-__1293.1.0.0	chr11:117747335..117747449,-	33	70	11		3.5263605246161616	4.2626798770413155	2.4849066497880004	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr11:118095758..118095872,-__980.1.0.0	chr11:118095758..118095872,-	52	50	24		3.970291913552122	3.9318256327243257	3.2188758248682006	
WILDTYPE__mrna.noflip.NA__chr11:118436602..118436716,-__1351.1.0.0	chr11:118436602..118436716,-	5	50	2		1.791759469228055	3.9318256327243257	1.0986122886681098	
WILDTYPE__Enhancer.noflip.NA__chr11:118792018..118792132,-__2047.1.0.0	Enhancer.noflip.NA	27	64	15		3.332204510175204	4.174387269895637	2.772588722239781	
WILDTYPE__Enhancer.noflip.NA__chr11:118792172..118792286,+__1754.1.0.0	Enhancer.noflip.NA	32	86	11		3.4965075614664802	4.465908118654584	2.4849066497880004	
WILDTYPE_BUT_HAS_SNP__Lincrna.flip.sense__chr11:118868677..118868791,-__157.1.0.0	chr11:118868677..118868791,-	33	86	12		3.5263605246161616	4.465908118654584	2.5649493574615367	
WILDTYPE__mrna.flip.sense__chr11:118868768..118868882,+__1149.1.0.0	chr11:118868768..118868882,+	34	79	13		3.5553480614894135	4.382026634673881	2.6390573296152584	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr11:118901547..118901661,-__1453.1.0.0	chr11:118901547..118901661,-	37	90	16		3.6375861597263857	4.51085950651685	2.833213344056216	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr11:118927851..118927965,-__981.1.0.0	chr11:118927851..118927965,-	20	80	10		3.044522437723423	4.394449154672439	2.3978952727983707	
WILDTYPE__mrna.noflip.NA__chr11:118972528..118972642,-__1252.1.0.0	chr11:118972528..118972642,-	4	46	2		1.6094379124341003	3.8501476017100584	1.0986122886681098	
