tf	tissue_sp_all	tissue_sp_3	K562_exp	HeLa_exp	HepG2_exp
MECOM	0.9632786468046098	0.45895187409690275	9.26298330736538	14.90899315229523	0.027471952793722203
MEOX2	0.9926647281571381		0.0	0.0	0.0
HOXA9	0.9490500898526423		0.0	0.0	0.0
TEF	0.8785970638014237	0.4558248136087714	1.6805327292262278	1.4809450564905726	4.9981818756017855
MEOX1	0.9847067707439588	0.6666666666666666	0.0	1.0475444931376852	0.0
TBX21	0.9906228452219201	0.4400423294855568	0.04743843318104625	0.03225211042969493	0.0
SRF	0.7200847587916475	0.3426743684674871	20.748976388920365	21.460014483966052	43.42592000642533
BCL6	0.9640394978677606	0.5410886684603927	2.744996259512737	10.417755870949332	34.93911438435517
SIRT6	0.7171049188374427	0.21112034317229322	9.612553860972806	11.508567136796982	6.115502482595293
TBX2	0.939967021227036	0.5631585910699698	0.0	4.524325476927196	14.569959721646988
FOXP1	0.8995021297994952	0.4927808854423224	20.684627797911915	14.41108836808297	67.27733557603739
MITF	0.9489246660241253	0.3663222093568983	13.592204135414137	15.366463422226865	0.2534922165432656
FOXB1	0.9709683138771393		0.0	0.0	0.0
CENPB	0.7718361993760918	0.1705413540725139	18.558955416895074	32.52589599898734	34.322545883128214
SP4	0.8534584767064497	0.23738410515748143	7.443493960031512	3.476710041894743	6.109376419326686
KDM5A	0.8512691234390224	0.20158923939991158	10.113382300304346	16.345288794185777	12.692092280691782
ETV4	0.9409662532380781	0.5956219575307872	58.41416712969094	7.84677423296282	310.8884633755704
STAT2	0.7151152014265478	0.09060307560605085	16.785957138195357	13.58941794121231	15.419918304042875
CBX3	0.665025751558345	0.08769204398072217	367.7675381481677	322.9689011517601	315.8153137546622
RARA	0.9261863542173818	0.19134682574983133	23.346851716061426	23.847884590266997	33.09682747185937
HSF2	0.8807611469474674	0.22119446403315715	16.93736092998974	8.862661064868629	19.30537367040765
TGIF2	0.8303626923620337	0.5065546482402731	13.462710123134437	5.039036112581628	38.518337385609115
TAF1	0.8022873937648259	0.24589568754968058	25.8126693970764	33.067136698116556	15.928405058108774
RFX2	0.9180063255615147	0.4989516666778679	11.735327787231306	3.95461426535456	1.9499572337575857
BARHL2	0.9964563294536181		0.0	0.0	0.0
E2F7	0.9490117551715188	0.28258333826138116	22.46623966321928	34.8919631086531	17.73802431287847
MSC	0.9590375043166942	0.6666666666666666	0.0	0.06450422085938987	0.0
ZNF423	0.956245130376308		0.0	0.0	0.0
HMBOX1	0.8235675222543586	0.26412893152469247	30.301101742113293	21.734720274622198	14.857290328108245
POU5F1	0.9890449677962792		0.0	0.0	0.0
NFKB2	0.9696019294189666	0.47748280588299635	7.1499529022066985	33.92307845813005	12.103143954922501
NANOG	0.9915757884847112		0.0	0.0	0.0
SUZ12	0.897554287803767	0.19213406227257965	2.927712121635098	5.662091128240263	5.132828426566421
RXRB	0.6767682135663959	0.20280983612004347	20.66774188077319	30.22753385775252	21.396002270720288
FOXA1	0.9845522741698038	0.6486561322987354	0.4755331417063175	3.0683686757297473	65.58942570384754
KLF4	0.9642123920275536	0.6580511998259092	0.375601629409673	24.77492336479252	0.2647409627853587
ESRRB	0.9906715105684089	0.6666666666666666	0.14546970033991574	0.0	0.0
PKNOX2	0.9098891827429473	0.6666666666666666	0.049015633579434746	0.0	0.0
POLR2A	0.7682508843781249	0.05607114130854973	95.62151932398785	111.52136554846354	108.66182103316824
BCL3	0.9704772116495263	0.4103554610290765	1.6515403466424123	25.775214312514102	18.167888421380866
KLF13	0.8359238323790272	0.4089415791886082	7.045149778500735	42.867440766008	26.098894985638967
RFX1	0.720899694064083	0.06039661612431457	11.46909485767256	12.577124730731711	11.406307280861983
ZNF410	0.7237303830550095	0.2518469205491925	18.321392123461944	28.0516525456446	16.587746038017727
VENTX	0.9947401803944174		0.0	0.0	0.0
CLOCK	0.7418888410076201	0.14884474513635085	4.997354119039149	4.396824272286598	6.047238764736721
CREB3L2	0.8093126015510552	0.4975499992878732	39.81597368525756	35.061350334244125	147.58514576565227
MBD4	0.839168874622125	0.2491125713666518	29.313640182067182	39.732571696141136	20.457853903508386
HLF	0.9418097087823989	0.6650255829154798	0.249307048675257	0.8259255686848862	218.39889170442936
FOXD3	0.9746705505446607	0.6666666666666666	0.11279783030859025	0.0	0.0
REL	0.9642941083362013	0.06811387389946355	11.594586039484158	10.514588904967198	10.305326659771405
ELF4	0.9216692273236576	0.31970248798577544	13.353334714114759	15.466550676224404	2.745682443092993
PML	0.7983309835822884	0.3170352895324096	56.323204120298534	33.16590838141526	25.911169882166252
LEF1	0.9816096283620946	0.657013092008927	13.367040513901868	0.027371819017736432	0.3597473516442119
RAX	0.9877236839341287		0.0	0.0	0.0
FOXF2	0.9587512105792277	0.6655800007511327	0.04195539674396075	29.35229338931308	0.053733013562796805
STAT5A	0.9145102487581817	0.643845915184866	151.5918585426335	9.085488066448915	1.2928323249482276
ESX1	0.9945349858726381		0.0	0.0	0.0
YY1	0.6594419874587514	0.14484033332321608	55.04712755857443	73.83298589526585	60.53686137000142
CREB3	0.8556881033514981	0.2668781201278095	4.659281732406574	14.09799798625933	12.249372639696485
TCF12	0.8625352532158873	0.11631582480038209	31.343239326082386	24.73464216552683	27.01469228425081
BRF2	0.8704120817169336	0.27587342643632023	21.305048522622773	15.458625210256164	9.51898162600536
TCF7	0.982378548012006	0.5336032153844947	13.203894683547913	0.12412815030682108	33.38763751535742
GCM2	0.9967439084115308		0.0	0.0	0.0
GATA3	0.9772719766859465	0.6666666666666666	0.0	0.07609803040852677	0.0
HOXA2	0.9637385949017682		0.0	0.0	0.0
RXRA	0.853751739789546	0.3871090040648592	19.472714626948264	27.150290466940245	55.59139947488728
BARHL1	0.9944323776783747		0.0	0.0	0.0
LHX6	0.9488412430181291	0.557967966839701	14.669969083383862	1.1626081521130849	3.6212115454837424
CDX2	0.9968067221653444	0.6666666666666666	0.0	0.0	0.07878318230722393
POU3F1	0.9844551176908193	0.4189591160246782	0.09835431189825576	0.07308931708618534	0.0
EMX2	0.9749013909737019	0.6666666666666666	0.0	0.0	0.02246784795139503
GFI1B	0.9910510164671896	0.6659070667453668	57.54993009004846	0.0	0.13114476710163628
HES7	0.9584917867571932	0.6635218063244447	0.19638557905712525	23.1969418027101	0.02246784795139503
RREB1	0.7558387893544875	0.2382887249909742	30.345119984206498	21.959572259749635	40.699802017003236
PAX1	0.9910691958452537		0.0	0.0	0.0
KLF1	0.9946675080584663	0.6666666666666666	54.66776391975435	0.0	0.0
BCL11A	0.9621298299110247	0.6666666666666666	1.5180298617934824	0.0	0.0
HOXB13	0.9856365151550598	0.6666666666666666	0.0	1.6917755561458954	0.0
NEUROG2	0.992963159905177		0.0	0.0	0.0
PBX1	0.9044992854519583	0.6664531104865836	0.0	40.99008944447759	0.0262610607690746
HOXC12	0.9925369681628017		0.0	0.0	0.0
SP1	0.7891652037171019	0.3817287181867685	12.837573156012136	33.81585015059563	16.068683748030985
CUX2	0.9823604817624189		0.0	0.0	0.0
XBP1	0.9311171717033137	0.5504765267795673	62.48467795721052	63.465407929361724	361.33325945717513
ONECUT1	0.9881149316374839	0.6666666666666666	0.0	0.0	24.094868133158002
TP73	0.9920160761116354	0.4852353762769865	2.2811062960079593	0.0	4.190946135602395
FOS	0.9515660458681767	0.4776473489818997	14.337280732321613	42.066507323319854	9.516866802583904
ZIC1	0.9858233588131411	0.6666666666666666	0.33206903226732376	0.0	0.0
ATF2	0.6894251914138729	0.3457693312428325	51.2492097733738	32.87240254661236	87.38164622950222
IRF8	0.9892835886330826	0.6666666666666666	0.0	0.03225211042969493	0.0
CREB1	0.805783380129569	0.3265176386206224	28.23401354282936	17.596353929513327	44.91204706714499
POU3F4	0.979655364878491		0.0	0.0	0.0
PAX3	0.9830500138233137	0.6666666666666666	0.23719216590523146	0.0	0.0
SETDB1	0.7357830409505322	0.19093129124630448	17.973960163519653	21.182992291219282	12.258536207049879
PAX5	0.9897663204453834		0.0	0.0	0.0
RFX5	0.8651357853890609	0.5227469903672372	4.664345027956077	24.479001098307386	5.904684714649255
CREB5	0.966492834386989	0.5111725888520583	0.5041938299357988	0.10534142751588027	1.306663391983354
HOXD9	0.9672912570272313	0.6666666666666666	0.0	2.7291184227194365	0.0
RUNX2	0.955705746226522	0.5326182173651719	1.1750604369515862	3.0461628962761487	0.04993980074511724
ATF7	0.7742688155869133	0.3191223209942219	7.8298333732779835	21.834997304868573	14.936056179962447
CEBPG	0.8136969526816547	0.1837970158645524	20.144182292694303	41.44362885909614	42.51513912673565
SP3	0.8953459094930437	0.23824478573033467	40.81530522113664	23.40432264184482	49.966034821118434
NFYA	0.8343405561560593	0.32029204071324113	21.29871034734564	18.722851760924307	38.51471702361492
TFAP2C	0.9652544620727682	0.6628987813341131	0.21082909746745976	18.6514077844449	0.0
CTCF	0.7986324791370336	0.13523265939743642	51.191173566570086	51.735381034403545	64.55900650760695
FEV	0.9937422294880583	0.6666666666666666	0.25246144947203397	0.0	0.0
GATA4	0.9653558026713025	0.6666666666666666	0.0	0.0	26.60752674477544
HOXB3	0.9687734589695827	0.6666666666666666	0.30022292739246675	0.0	0.0
GCM1	0.994678584003641	0.6666666666666666	0.0	0.0	0.07999407433187154
TFEB	0.8849474654691739	0.4296940933386684	1.1672730715540345	2.7830183246388494	5.556608430412762
FOXK1	0.7483672869178587	0.056892974845337396	30.672557461748088	27.619601943208778	31.865461009993382
RORA	0.9257548076944127	0.6666666666666666	0.0	0.0	13.03796660668831
RARG	0.8503018004429045	0.5573486294741173	2.6372843892684834	15.000136639445945	2.2820720958643395
SREBF2	0.683926757253789	0.09760246884026753	108.29769708753163	78.98853150310124	105.8964948555864
SOX21	0.9613361789252779		0.0	0.0	0.0
HNF1A	0.9733726484230184	0.6666666666666666	0.0	0.0	16.482440010519536
USF1	0.7308401143656728	0.21053490285062706	20.23229348812029	25.39515358600169	14.51831510456623
NRL	0.9958205962182753	0.495646516759295	0.5607137479181342	0.203930985530185	1.4903599251559307
ARID5A	0.9470828266937679	0.29116859951029833	3.3358822157591415	1.6876297075908315	4.4594210221398525
ELF1	0.8718513915899587	0.2660324226915282	39.20953417985126	17.27256334728907	29.853482900997108
DMRT3	0.9853758472094193		0.0	0.0	0.0
POU2F2	0.950665277429565	0.34908955597346075	0.05639891515429499	0.0	0.053733013562796805
SAP30	0.8274998828927216	0.22598599533693	38.91701109336795	27.718962405313885	23.7309613190027
AR	0.9643603549497969	0.6523145088979522	1.0436455299830187	0.0	0.04493569590279
ZNF143	0.8790561524889086	0.09482612934054398	13.018652846605255	11.465534252534294	10.868246064660722
SPDEF	0.991773606782242	0.6666666666666666	0.0	0.0	0.027471952793722203
STAT4	0.9802404146702907	0.48490133514957523	0.04743843318104625	0.08699574846516794	0.0
KLF5	0.9425570349698487	0.6587898370130856	1.6012792070189235	280.68508113118423	5.031446504096856
SMARCC2	0.6347859037922982	0.24370351192524922	18.810069066599972	25.494584990001623	13.539741221982855
CEBPE	0.9948867914476746	0.6666666666666666	0.0	0.027371819017736432	0.0
ARNTL	0.905792432294977	0.5432021197990015	0.3441839150373497	10.544559093966964	3.5614537163304973
GLI2	0.8917619302511746	0.6666666666666666	0.0	1.7509584418530997	0.0
SOX1	0.9946170112146925		0.0	0.0	0.0
MLX	0.61105556002176	0.0913179856276339	25.305070445081594	34.77682832079835	34.80897801392189
PPARGC1A	0.9708198992341094	0.6147134738779961	0.0	4.714534136935901	30.248600608071445
IRF4	0.9883182469081254	0.6666666666666666	0.0	0.19351266257816968	0.0
ATF4	0.7823325722257773	0.09484562912353312	246.21135676207243	312.7362710101152	325.82899839533866
GSX1	0.9854721780182176		0.0	0.0	0.0
HDAC8	0.7138546104300123	0.43126752724989137	9.119664507434262	26.470543532427737	9.573764994849066
KAP1	0.8128869961506735	0.16321194833952116	118.13015273913668	91.92100444159848	86.49854387807571
MAFF	0.9311488511275828	0.08227275540943901	5.439130320671695	4.236112167007061	5.518676302235969
UBTF	0.66527411513163	0.1887229202198456	35.2379758302056	40.306854401538146	52.68739315966712
ZKSCAN1	0.894074786238811	0.22422138121058366	30.4745496515441	17.57837259147407	36.20253458269165
ONECUT3	0.9895314513773242	0.6666666666666666	0.0	0.0	0.027471952793722203
PITX3	0.9807914863222541	0.2757772816197992	0.0909710303233955	0.0517349247131316	0.05494390558744441
HSF1	0.6626997661038431	0.0867885365344387	58.21833446209736	62.68099638965129	69.49697678957722
CCNT2	0.8026675367884917	0.34853444825392826	11.776325759938409	8.55188141474438	21.299537318274567
ETV1	0.9561689834988837	0.663507181511496	10.409787736472552	0.0	0.09866870946558687
PHF8	0.7670536214179547	0.29998902160711055	13.88715918833718	20.828516255870213	9.024894684024337
EP300	0.9201136909599213	0.1955338821441648	7.761119473888502	7.7246096654033884	10.956379778004512
PAX9	0.978745820714721	0.4530724101264781	3.0149950148960354	1.93195685603728	0.0
SMARCA4	0.8956649807223312	0.21209473404742674	70.15938668464022	42.10647189314814	53.57099209670429
TCF4	0.9066741813668141	0.6642442305468469	15.320001436468884	0.08886732655478503	0.02246784795139503
MTF1	0.9120300756805458	0.1995201701628857	3.419153927218234	5.832895566824783	4.755296258325665
POU2F3	0.9693136528413842	0.6498071575952502	10.47366738519768	0.27746134635659897	0.2522813245186182
FOXA2	0.9795307660111364	0.6646334005953819	0.3440785692742025	0.0	56.40818879757322
BRF1	0.8220018437940052	0.12646327136435018	5.831708086489549	6.689163316485353	5.0088181194017265
RXRG	0.9878027327293005	0.6666666666666666	0.0	0.0	0.02246784795139503
ZEB1	0.8565021375059307	0.3174370885786052	4.4687852140554165	8.43278120047308	12.314312440888811
TP63	0.9634918966559733		0.0	0.0	0.0
TFAP2A	0.9172748386257813	0.666586606862971	0.04743843318104625	197.51248854471535	0.0
FOSL1	0.9140548429969814	0.2106780164055544	26.702688667226866	11.64777144424589	24.88059744688854
SMAD3	0.8583407997770268	0.32455450260789015	8.965049648430861	17.092278313198793	25.38867921024178
KLF16	0.8180364596824055	0.11485141581406381	44.9438777382118	35.179944233271776	39.222207271928404
PAX6	0.9824365199160183	0.5600958347147255	4.382548845493545	14.582796053452917	0.2797532773123404
EVX1	0.9922454304700018		0.0	0.0	0.0
LBX2	0.9152412698244509	0.6058002293283301	0.595391208850382	0.2549698187508211	4.656978266880348
NFE2	0.9815484314178051	0.6449303106250707	213.89392037188307	2.269042131841307	11.678781093166787
JUN	0.9452752108662017	0.4426504264089017	6.5650284046609455	6.670227058940386	19.69389280046861
RCOR1	0.9693488440540957	0.1649080812985634	40.134825921536134	33.198568945054824	27.215411490100333
POLR3G	0.9645348241337223	0.5513879341530743	45.393820203080914	7.536009884767549	8.16281628611566
IRF9	0.9049059463284043	0.18231776300971456	5.432078733451172	4.3800567722088415	6.752801153311867
NEUROD2	0.9771866065374969		0.0	0.0	0.0
OLIG1	0.9817578433940392		0.0	0.0	0.0
SPZ1	0.997305671828944		0.0	0.0	0.0
STAT3	0.8796816773096701	0.15829890326053994	58.68585590326575	42.66439564821925	46.837596279133095
REST	0.8165070792929718	0.07661072729377272	20.983109133494494	23.159590910892064	20.013253377760567
HIC1	0.9051717338260381	0.250380891029195	0.0909710303233955	0.03225211042969493	0.0986687094655868
ETV6	0.9003236824310954	0.3297691536741708	5.548233006467884	11.933482356087303	6.512848574849042
ONECUT2	0.98178762122576	0.5412378200229169	4.232764224279694	45.31192608843401	12.817503661157652
ZBTB7C	0.9661900523856565	0.6666666666666666	0.0	6.675736280210989	0.0
TFAP4	0.852464888819035	0.2299418674216043	14.776069088778737	30.078465344611914	24.631966128896874
RFX4	0.9668169274236995		0.0	0.0	0.0
FOXJ3	0.6952170986374551	0.12778575451577537	44.95651800591379	38.816697209092574	33.86193108137181
JDP2	0.9007167488450532	0.4185229874236231	1.4375501392094188	21.133944057426934	14.295213766770312
SOX6	0.9583076732817575	0.5212388886266422	7.7458258836418565	1.6129238601672935	1.7664508818615383
NFAT5	0.8789351684072886	0.407893394121195	21.982055143896766	22.89219308757102	57.80381643237194
FOXC1	0.9458058704787943	0.6544451489861576	0.04743843318104625	7.4627729230577975	0.22618080049328057
MLXIPL	0.9747650009079826	0.5981659550037156	3.8087639753669484	12.835063021310035	80.99101742947717
GTF2F1	0.6511802629492831	0.09738343811504165	81.84584279690283	59.16180002023236	80.61859687261645
SMC3	0.7646084118900167	0.23583316277752597	27.59408569735115	52.939547424231485	40.830306435909804
FOSL2	0.9223377157616947	0.589777215836371	0.0909710303233955	50.56632206287	11.573079171442423
HES5	0.9801715761538218	0.6666666666666666	0.0	0.0	0.02246784795139503
HINFP	0.7235120590669538	0.11079829529329126	7.7697549706761775	6.761006205079648	6.1958769194802175
SOX4	0.9252757927270713	0.39290794870549933	0.9962070968019738	21.086715355034812	26.888546985584643
SMARCB1	0.7173687195032975	0.3130739262647938	33.88056842694556	37.49869441614854	67.28952519591569
ZNF263	0.7917174853283659	0.19654134851571511	9.773097512136934	15.52225499459958	12.119117691132038
SREBP1	0.8281214310419461	0.15467477280912464	46.705260719474694	73.53269361985795	66.23916848115772
USF2	0.7806387888822922	0.18740575588536168	30.64898772606916	36.977926112354616	47.03555851458616
ALX1	0.9795097955801585	0.6637717556348782	0.47438433181046247	54.62278766674039	0.0
TEAD4	0.904709766660386	0.3484104215260974	22.485813575880073	35.07613885310355	60.288895408330816
HOXC11	0.9894916623055052	0.6666666666666666	0.0	25.05551801965962	0.0
ESR1	0.9878525065794657		0.0	0.0	0.0
TAF7	0.784325270530105	0.23970484370405457	66.25075023561166	38.44840485689184	46.41121842282053
HIC2	0.9724686902601599	0.6666666666666666	0.0	0.0	0.02246784795139503
NFE2L2	0.7279025174687602	0.4654421532607989	50.37545680328596	62.41706966968238	186.8435817682362
RAD21	0.9729015911810587	0.5495967222422116	4.9901622893144975	54.82543774311786	14.26507055958519
NFATC1	0.9487789885267791	0.6580456584762278	13.320648307138708	0.2733154978015336	0.07119675667186459
ELF3	0.9366288343597989	0.544052473719715	0.0	30.337021133823463	11.159248088215143
IRF7	0.977265774598573	0.3681191564877964	1.517983487161179	1.359570571753827	0.0
ZFX	0.8170889416438972	0.32428393150926466	10.166213782943048	17.248401636052584	7.550451004792225
E2F2	0.9648017949264146	0.45417919705410686	6.62893689498554	26.441457508023504	10.226498301258266
EGR1	0.9037843733534562	0.564277026129469	192.31950964948774	2.337582907996599	56.73699347590691
HOXD11	0.9472152872180023	0.6666666666666666	0.0	0.8765233581652934	0.0
HOXD13	0.9857375182205673		0.0	0.0	0.0
GBX2	0.9776291321490366	0.606898835816597	0.14231529954313876	0.7937118096195882	0.0
TP53	0.8400867944090052	0.39809934151947024	6.7630121319487575	37.876465473724636	55.404453465820765
SOX3	0.9922792167588776		0.0	0.0	0.0
SNAI2	0.9087003172409884	0.6632532625778729	0.0	17.935847799050507	0.18366688863978553
HESX1	0.9898318797543787		0.0	0.0	0.0
TCF7L2	0.9608962878541225	0.44283247153966304	5.0046608319720844	32.54170479929849	55.91395543170806
HOXB2	0.9624012140442605	0.666486144581611	59.55339743197473	0.03225211042969493	0.0
CREB3L1	0.8954752870514593	0.6530544509015769	15.333746145871782	0.6261787830741631	0.0
HOXC9	0.9499523144607974	0.47149099043456605	4.79027689848756	9.429146866731053	0.7307434495305168
MYOD1	0.9885210631960877		0.0	0.0	0.0
ZBTB33	0.8228558201668915	0.07953043710356485	17.007553915228065	19.888924972028914	18.024971339193364
TWIST2	0.9510446274813177	0.6666666666666666	0.0	4.113052100168657	0.0
CTBP2	0.7891349649593653	0.4794335502768024	11.263261435008804	20.14102607111647	0.04993980074511724
HES1	0.9217668783590747	0.4396641041294953	21.987400923878536	26.3364593526567	70.95934620946886
SOX17	0.9678942504839417	0.6666666666666666	0.0	5.63967630336328	0.0
HOXA11	0.9705051437835486	0.6656547202738033	0.0	7.400868962310891	0.02246784795139503
FOXO1	0.9327343650741374	0.5632209923845601	2.2815346865104935	5.5427723274506295	25.212289987829635
NFIC	0.8334428530992232	0.400621708330178	32.03934762487748	58.26202584858047	14.461607093577559
TCF3	0.8316370339856609	0.0668987895960456	81.37989468074088	75.73275960219509	70.69438040450096
BHLHE41	0.9443691291105101	0.4376847804247845	0.0	0.0566152161250901	0.0824158583811666
MAX	0.823576355364296	0.149468826267282	40.08480314047928	57.10393922071729	48.51729898927882
TAL1	0.9559575222777812	0.4876291121970769	60.060834090776645	17.919532773938403	14.339901791110853
ZIC4	0.9945884917167673		0.0	0.0	0.0
ASCL2	0.989785092111986		0.0	0.0	0.0
MYC	0.9259812705165221	0.28616424923601136	431.7080600106082	650.4106029001392	310.7403601674907
SMARCC1	0.7472814023411942	0.22586836772821572	76.42760980746169	49.29780854745857	51.76967263772377
VDR	0.9570695663173373	0.4963225097716935	2.262554899647582	4.882176456740488	0.23239579736025512
TFCP2	0.7851417237661503	0.17333879131699628	17.918578763653223	20.845768911886626	12.932817898340495
SCRT1	0.9785648597090978		0.0	0.0	0.0
POU3F3	0.966201996611907		0.0	0.0	0.0
POU6F2	0.965127178771705		0.0	0.0	0.0
ERG	0.946523171194799		0.0	0.0	0.0
HOXC13	0.9953105013874415	0.6658403727852699	0.04743843318104625	19.13703031858005	0.0
OLIG3	0.9943922455937617		0.0	0.0	0.0
HOXD3	0.9567146479253205		0.0	0.0	0.0
E2F1	0.8869086041276363	0.32568123054257564	8.734665355933865	48.37065112556353	40.74639735303574
HNF4G	0.992432974670573	0.6641035001744957	0.0	0.1248242417993171	16.233077611954556
HES2	0.9736521744569819	0.6568524753280851	0.0	1.6961764524532301	0.04993980074511723
PPARG	0.9590271281782716	0.564005824006197	0.0	40.10455156455528	12.351501174412498
LHX2	0.9685027621552035	0.6666666666666666	0.0	10.060932733109594	0.0
MTA3	0.9001031111237469	0.506137921646484	11.618763841343302	12.573793808023261	50.235151854630836
NR2C2	0.7686508801036174	0.25242365793114513	29.477501207038248	21.18283699563122	15.449709374394253
HMX1	0.9879933721149142	0.6666666666666666	0.0	0.03225211042969493	0.0
NRF1	0.7347057321916483	0.23071641489742303	16.97486109736445	11.907295564761618	10.293289342670295
PHOX2A	0.9964764271026233		0.0	0.0	0.0
EHF	0.9604942765784443	0.4134644193498119	0.0	0.1874568845690897	0.14239351334372924
TFE3	0.8037131937977121	0.3893518166567877	24.95541638838684	50.14811838114377	16.765037393046782
NR2F6	0.8392692145432734	0.21118942986991426	13.344188967415237	34.926890104809026	34.38102121711151
NR2E1	0.9677165290751915		0.0	0.0	0.0
E2F8	0.9372254643645738	0.2257776227232957	13.193318613605344	5.978957256773496	14.495163151027315
SPI1	0.9842325778940519	0.6666666666666666	13.404442044682174	0.0	0.0
DBP	0.8634371696589633	0.564281594840605	0.5825405479033279	10.066585818742832	2.5094637883822664
WRNIP1	0.7739882407627847	0.21109910787569988	31.211428528852473	35.58405161692751	48.8734538246818
NFIX	0.8329702920756477	0.44421128682552563	9.871042440918778	1.6152364819971428	17.211360065583275
POU3F2	0.9592661792820313	0.4758581965854725	0.2877849998830547	0.5027467242598376	0.0
ZBED1	0.9136499790979437	0.551037144786022	6.121956143178469	17.648192386651587	0.0
NFKB1	0.9696063449159632	0.32855245329672783	6.294293572819429	17.574188391554625	23.530985507806278
ELK3	0.861009521322525	0.25980908232201994	2.518794473161514	5.677504796697422	4.4110131869068585
TBX19	0.9223711496909778	0.13367570391903838	40.56059782579896	35.73988144412271	29.115414810253128
MNT	0.663823036224422	0.14824205206242905	10.877113771893733	9.675865229866602	13.215022604234923
PRDM1	0.9612470113370143	0.5987918372944994	1.191081155760309	5.84940036818579	0.0
RBBP5	0.7210059149360599	0.24049130741937072	35.64629600256009	27.4999264523722	18.074792561807293
EGR2	0.961256747762083	0.466932232558076	0.3226801597915417	0.059623929447431376	0.13372708789466828
BHLHE40	0.8863328692237523	0.472987038924559	152.03197764654013	43.53861233237331	44.797878174061665
MYOG	0.9894610735055225		0.0	0.0	0.0
