unique_id	PromType2	cage_activ	cage_ts	mpra_activ	mpra_ts	avg_tf_tissue_sp	log_avg_tf_tissue_sp	n_total_motifs	n_unique_motifs	max_cov	n_bp_cov	log_n_total_motifs	log_n_unique_motifs	log_max_cov	log_n_bp_cov
WILDTYPE_BUT_HAS_SNP__Antisense.flip.sense__chr19:36036367..36036481,-__379.1.0.0	div_lnc	1.942549314469747	0.10217422285564386	2.066385732551969	0.062177784421697926	0.4020788302943453	0.33795601406049514	34	33	24	68	3.5263605246161616	3.49650756146648	3.1780538303479458	4.219507705176107
WILDTYPE_BUT_HAS_SNP__Antisense.flip.sense__chr19:54960184..54960298,-__386.1.0.0	div_lnc	1.2362686907343865	0.15090025532471746	1.373553739246446	0.08404493177839804	0.4417840505291017	0.3658812707334397	40	38	33	84	3.688879454113936	3.6375861597263857	3.49650756146648	4.430816798843313
WILDTYPE_BUT_HAS_SNP__Antisense.flip.sense__chr1:113499003..113499117,+__5.1.0.0	div_lnc	2.271106262758547	0.1402037549270465	-0.6540916551612894	0.109727002910674	0.44226037365911197	0.3662115868203531	41	37	28	71	3.7135720667043084	3.610917912644224	3.332204510175204	4.262679877041316
WILDTYPE_BUT_HAS_SNP__Antisense.flip.sense__chr1:119682960..119683074,+__10.1.0.0	div_lnc	2.6971830794719445	0.13329895551751114	0.20856203258355055	0.0641841766618878	0.3970662747619124	0.33437451992400097	17	17	9	48	2.8332133440562166	2.8332133440562166	2.19722457733622	3.8712010109078916
WILDTYPE_BUT_HAS_SNP__Antisense.flip.sense__chr1:222763224..222763338,+__52.1.0.0	div_lnc	0.7047495673392831	0.10011878956261823	2.1687965372864566	0.05777827252555171	0.44571386123034107	0.36860322118858635	32	24	23	46	3.4657359027997265	3.1780538303479458	3.1354942159291497	3.828641396489095
WILDTYPE_BUT_HAS_SNP__Antisense.flip.sense__chr1:93811312..93811426,-__98.1.0.0	div_lnc	1.7426960592735667	0.35207531013791954	1.9385359825364237	0.023372907132937232	0.41536029630116605	0.3473841250446589	45	37	34	69	3.80666248977032	3.610917912644224	3.5263605246161616	4.23410650459726
WILDTYPE_BUT_HAS_SNP__Antisense.flip.sense__chr20:47895099..47895213,+__478.1.0.0	div_lnc	5.1318787014850304	0.02375940021231264	3.027010964000328	0.14882003649074654	0.46706127635282135	0.3832612681268332	22	21	21	35	3.0910424533583165	3.0445224377234235	3.0445224377234235	3.555348061489413
WILDTYPE_BUT_HAS_SNP__Antisense.flip.sense__chr22:28315407..28315521,+__522.1.0.0	div_lnc	2.7450702744525644	0.11257868032617024	-0.4113653009510572	0.12982265060822054	0.44197001619538606	0.36601024543949245	10	9	4	50	2.302585092994046	2.19722457733622	1.3862943611198906	3.912023005428147
WILDTYPE_BUT_HAS_SNP__Antisense.flip.sense__chr2:177053244..177053358,-__410.1.0.0	div_lnc	1.2958486671441534	0.6666666666666666	1.7442062521328927	0.15170474900975153	0.3645829723198159	0.31084886717375615	38	31	24	67	3.6375861597263857	3.4339872044851463	3.1780538303479458	4.204692619390967
WILDTYPE_BUT_HAS_SNP__Antisense.flip.sense__chr2:217363440..217363554,-__422.1.0.0	div_lnc	0.6561099084889657	0.33353902843535616	2.7452680487172536	0.045307557605411636	0.38673406130480265	0.32695138632653	19	18	16	36	2.9444389791664403	2.8903717578961645	2.772588722239781	3.58351893845611
WILDTYPE_BUT_HAS_SNP__Antisense.flip.sense__chr4:110354885..110354999,-__601.1.0.0	div_lnc	0.2346394267465412	0.2766031637007514	1.3520317429724027	0.12239982611951933	0.42417084144448036	0.353589778718103	47	21	19	82	3.8501476017100575	3.0445224377234235	2.9444389791664403	4.4067192472642525
WILDTYPE_BUT_HAS_SNP__Antisense.flip.sense__chr4:2936563..2936677,+__626.1.0.0	div_lnc	1.9482447937003948	0.11654935320585492	3.185813630749243	0.08986828434912597	0.4522147912123209	0.3730898332945384	49	39	36	83	3.8918202981106265	3.6635616461296463	3.58351893845611	4.418840607796597
WILDTYPE_BUT_HAS_SNP__Antisense.flip.sense__chr4:4543833..4543947,+__632.1.0.0	div_lnc	0.9809686100370424	0.2946423864930208	-0.7121920054526809	0.14647992263078347	0.36775289820941115	0.3131691729209213	13	12	9	53	2.5649493574615367	2.4849066497880004	2.19722457733622	3.970291913552122
WILDTYPE_BUT_HAS_SNP__Antisense.flip.sense__chr4:66536255..66536369,+__636.1.0.0	div_lnc	0.0		-1.7152845574849274	0.18189111576677608	0.3952530431426057	0.33307579175738755	33	17	14	66	3.49650756146648	2.8332133440562166	2.6390573296152584	4.189654742026425
WILDTYPE_BUT_HAS_SNP__Antisense.flip.sense__chr4:68566922..68567036,+__639.1.0.0	div_lnc	0.4759964205638681	0.2936325858245906	1.9600889512336157	0.10553067209753908	0.4491058668481522	0.37094672267665324	36	33	23	73	3.58351893845611	3.49650756146648	3.1354942159291497	4.290459441148391
WILDTYPE_BUT_HAS_SNP__Antisense.flip.sense__chr4:68566999..68567113,+__640.1.0.0	div_lnc	2.729352345091401	0.18781235711775213	-0.7791783256505188	0.15389740673074467	0.49424311996621334	0.4016198043724687	23	23	10	75	3.1354942159291497	3.1354942159291497	2.302585092994046	4.31748811353631
WILDTYPE_BUT_HAS_SNP__Antisense.flip.sense__chr5:131705263..131705377,-__657.1.0.0	div_lnc	1.224088313108593	0.32351219221246397	-0.16899087892913153		0.3614644832877472	0.30856094633365044	15	11	6	87	2.7080502011022096	2.3978952727983707	1.791759469228055	4.465908118654584
WILDTYPE_BUT_HAS_SNP__Antisense.flip.sense__chr5:131705526..131705640,-__658.1.0.0	div_lnc	0.38619430203483396	0.09788981831672534	-0.3656315954712976	0.2789623109277726	0.3808428779600476	0.32269409384870457	14	9	5	69	2.6390573296152584	2.19722457733622	1.6094379124341005	4.23410650459726
WILDTYPE_BUT_HAS_SNP__Antisense.flip.sense__chr5:52405635..52405749,+__699.1.0.0	div_lnc	1.27613359239512	0.15100688756323388	1.6872552325917445	0.08523524248250099	0.3940067344153551	0.33218214332763496	18	16	6	76	2.8903717578961645	2.772588722239781	1.791759469228055	4.330733340286331
WILDTYPE_BUT_HAS_SNP__Antisense.flip.sense__chr5:80597302..80597416,-__707.1.0.0	div_lnc	1.6366413255982577	0.10171965810963997	1.7426053618984207	0.12880638820836735	0.4273929009951355	0.35584963416088466	23	23	19	46	3.1354942159291497	3.1354942159291497	2.9444389791664403	3.828641396489095
WILDTYPE_BUT_HAS_SNP__Antisense.flip.sense__chr6:135818912..135819026,+__733.1.0.0	div_lnc	0.4263618984920818	0.1993967726594805	-0.9279860392091128	0.14575309937150374	0.3489533158437485	0.2993289701358801	22	19	12	73	3.0910424533583165	2.9444389791664403	2.4849066497880004	4.290459441148391
WILDTYPE_BUT_HAS_SNP__Antisense.flip.sense__chr6:153304788..153304902,+__737.1.0.0	div_lnc	1.40245611916544	0.17563504557665766	0.4610423951851653	0.057291628298258734	0.26189011927215516	0.2326106916057807	9	7	4	73	2.19722457733622	1.9459101490553128	1.3862943611198906	4.290459441148391
WILDTYPE_BUT_HAS_SNP__Antisense.flip.sense__chr6:30294128..30294242,-__747.1.0.0	div_lnc	1.902633180588462	0.2168569468586007	0.8700705847792031	0.08403612867393384	0.4069271155609295	0.3414079754834316	34	33	22	60	3.5263605246161616	3.49650756146648	3.0910424533583165	4.0943445622220995
WILDTYPE_BUT_HAS_SNP__Antisense.flip.sense__chr6:73972891..73973005,+__757.1.0.0	div_lnc	1.0734611853004312	0.3513957887944841	-0.9004432376966109		0.3848569440358678	0.32559684479978496	45	28	23	77	3.80666248977032	3.332204510175204	3.1354942159291497	4.343805421853683
WILDTYPE_BUT_HAS_SNP__Antisense.flip.sense__chr6:96969541..96969655,-__761.1.0.0	div_lnc	0.8816088143980743	0.30584559317284177	1.8903880209772976	0.14377218794937094	0.4123458766580209	0.34525206421467997	36	31	24	77	3.58351893845611	3.4339872044851463	3.1780538303479458	4.343805421853683
WILDTYPE_BUT_HAS_SNP__Antisense.flip.sense__chr7:1609638..1609752,+__789.1.0.0	div_lnc	0.6309613007308601	0.18534961028951544	1.372165063268698	0.092791585644825	0.4162171294500924	0.34798932352327827	46	28	20	66	3.828641396489095	3.332204510175204	2.9957322735539913	4.189654742026425
WILDTYPE_BUT_HAS_SNP__Antisense.flip.sense__chr7:54826976..54827090,+__809.1.0.0	div_lnc	0.5587531667910496	0.11627847540181452	1.1553715914475835	0.11035507443751816	0.3375338254965014	0.29082748955907783	17	15	13	52	2.8332133440562166	2.7080502011022096	2.5649493574615367	3.951243718581428
WILDTYPE_BUT_HAS_SNP__Antisense.flip.sense__chr7:86781612..86781726,-__817.1.0.0	div_lnc	0.6628874636759884	0.4487958205330716	1.9273051690311611	0.1516203877883681	0.42402483364819266	0.353487252197406	30	29	21	58	3.4011973816621555	3.3672958299864737	3.0445224377234235	4.060443010546419
WILDTYPE_BUT_HAS_SNP__Antisense.flip.sense__chr8:6264034..6264148,-__864.1.0.0	div_lnc	1.9552472187016836	0.08416719921752636	0.4699043153865189	0.12465855726137465	0.35653109990419907	0.3049307794328813	23	19	10	90	3.1354942159291497	2.9444389791664403	2.302585092994046	4.499809670330264
WILDTYPE_BUT_HAS_SNP__Antisense.flip.sense__chr8:6565702..6565816,-__866.1.0.0	div_lnc	1.15560004044517	0.4061764637907333	-0.6088950976052622	0.15749205661258248	0.3011131489118093	0.2632201664725459	8	8	5	63	2.079441541679836	2.079441541679836	1.6094379124341005	4.143134726391533
WILDTYPE_BUT_HAS_SNP__Antisense.flip.sense__chr9:136890532..136890646,+__902.1.0.0	intergenic	2.10478928356433	0.18054652923563405	0.16117263941182336	0.3516297032816949	0.42636419118119334	0.3551286829199256	25	24	12	82	3.218875824868201	3.1780538303479458	2.4849066497880004	4.4067192472642525
WILDTYPE_BUT_HAS_SNP__Antisense.flip.sense__chr9:139622601..139622715,-__904.1.0.0	intergenic	2.9740654333353516	0.2099408326585332	3.4124941298663622	0.10466994596158126	0.4556965132465664	0.3754844893438471	17	17	10	65	2.8332133440562166	2.8332133440562166	2.302585092994046	4.174387269895637
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr10:29698426..29698540,+__120.1.0.0	intergenic	0.6036173433199717	0.35749918898339345	1.5717639950882736	0.049242338870629315	0.33740320758524733	0.29072982900876015	10	8	3	77	2.302585092994046	2.079441541679836	1.0986122886681098	4.343805421853683
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr10:29698438..29698552,+__121.1.0.0	intergenic	1.612914850424523	0.3127481433203955	-0.6136498820545357	0.11638549206763338	0.39475983336112586	0.3327222379865279	10	8	3	79	2.302585092994046	2.079441541679836	1.0986122886681098	4.3694478524670215
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr10:5987842..5987956,-__131.1.0.0	intergenic	0.02584749344116216	0.4875708818965522	-0.08205223866826047	0.1441431603489005	0.3836520204303476	0.324726395256681	28	20	10	59	3.332204510175204	2.9957322735539913	2.302585092994046	4.07753744390572
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr10:89102065..89102179,-__141.1.0.0	intergenic	1.4656898822120004	0.2275612573408067	0.3325402573378491		0.4167103829990656	0.348337552379675	30	24	16	75	3.4011973816621555	3.1780538303479458	2.772588722239781	4.31748811353631
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr10:97667530..97667644,-__146.1.0.0	intergenic	0.6750224295575084	0.15143445223608934	-1.5716680507157157	0.3843180906661261	0.37677022433120166	0.3197403389608216	27	24	15	68	3.2958368660043287	3.1780538303479458	2.7080502011022096	4.219507705176107
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr10:97889399..97889513,+__149.1.0.0	intergenic	1.4733024686694065	0.42881969691648897	-0.6358781231316099	0.12707561123873487	0.45300797682446536	0.37363587447291485	24	23	17	45	3.1780538303479458	3.1354942159291497	2.8332133440562166	3.80666248977032
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr10:97889733..97889847,+__150.1.0.0	intergenic	1.6362045463595258	0.12223099949828027	1.0438368001289688	0.18191233879903232	0.47144861545228545	0.38624736823953476	6	5	2	49	1.791759469228055	1.6094379124341005	0.6931471805599453	3.8918202981106265
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr11:62599683..62599797,+__181.1.0.0	div_lnc	0.4049021127205241	0.6211491401053871	-1.2064060204347848	0.375682359640572	0.4389743549887784	0.36393060633487667	22	20	12	68	3.0910424533583165	2.9957322735539913	2.4849066497880004	4.219507705176107
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr11:77850775..77850889,+__200.1.0.0	div_lnc	1.2787016406327103	0.23973076601170884	-1.1055057126627086	0.09165397709581008	0.4017289818358029	0.33770646167759333	32	31	16	64	3.4657359027997265	3.4339872044851463	2.772588722239781	4.158883083359672
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr11:9797133..9797247,+__205.1.0.0	intergenic	0.1667970718275812	0.6666666666666666	-2.215171631620976	0.382531702544644	0.5033782190786531	0.40771472188100866	21	20	9	60	3.0445224377234235	2.9957322735539913	2.19722457733622	4.0943445622220995
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr12:110211254..110211368,-__208.1.0.0	intergenic	0.3277990193992961	0.4306078607200517	-0.4318028094933749	0.08114680937740748	0.4429726594948278	0.36670533262320604	36	31	15	73	3.58351893845611	3.4339872044851463	2.7080502011022096	4.290459441148391
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr12:13080588..13080702,+__219.1.0.0	intergenic	1.2493484160943564	0.30633317314233377	1.753283080938374	0.05860132802758732	0.3801216787622449	0.32217166829822097	16	11	10	76	2.772588722239781	2.3978952727983707	2.302585092994046	4.330733340286331
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr12:27863622..27863736,-__225.1.0.0	div_lnc	0.2349123407253213	0.07499145140450503	0.4506841120562831	0.11330345203719268	0.40842283224275766	0.3424705196433269	19	15	9	54	2.9444389791664403	2.7080502011022096	2.19722457733622	3.9889840465642745
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr12:53694109..53694223,-__237.1.0.0	div_lnc	0.3893963430900515	0.5669687036293505	-1.1835163365409442	0.3686056715150761	0.5046508007605042	0.4085608452058706	10	10	6	50	2.302585092994046	2.302585092994046	1.791759469228055	3.912023005428147
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr12:68383179..68383293,+__247.1.0.0	intergenic	0.0		-1.7739990477113607	0.4128737496063674	0.36133415244177375	0.30846521332984855	6	6	4	30	1.791759469228055	1.791759469228055	1.3862943611198906	3.4011973816621555
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr13:45915489..45915603,+__266.1.0.0	div_lnc	0.0991255119931213	0.2462683226316423	0.7982965323383532	0.1033230846947147	0.40423791880221555	0.33949474908359795	37	22	21	58	3.610917912644224	3.0910424533583165	3.0445224377234235	4.060443010546419
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr15:41576083..41576197,+__316.1.0.0	intergenic	0.8547327248439219	0.10635802559769998	0.2294678735826444	0.2254197903838647	0.45099889219784806	0.37225221042680967	34	31	25	76	3.5263605246161616	3.4339872044851463	3.218875824868201	4.330733340286331
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr15:45571390..45571504,-__320.1.0.0	intergenic	0.3085205911152063	0.4231664525236036	2.054229010067989	0.0674251320822532	0.38804688814458593	0.32789764259804044	29	29	24	66	3.3672958299864737	3.3672958299864737	3.1780538303479458	4.189654742026425
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr15:48624018..48624132,-__322.1.0.0	div_lnc	1.024156695217091	0.08122217824927018	-0.2523975566052641	0.40971520150612195	0.40798469781677676	0.3421593896489358	62	27	21	78	4.127134385045092	3.2958368660043287	3.0445224377234235	4.356708826689592
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr15:69707322..69707436,-__330.1.0.0	div_lnc	0.4533384204593249	0.3845533060305073	-0.8044319550017578	0.18212788295366572	0.42660031414549476	0.35529421106750675	15	15	12	53	2.7080502011022096	2.7080502011022096	2.4849066497880004	3.970291913552122
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr15:76030923..76031037,-__332.1.0.0	div_lnc	0.4679214426663072	0.2525468004896749	1.0975741209760652	0.18359565339931164	0.4150295829568613	0.3471504375599535	52	30	26	92	3.951243718581428	3.4011973816621555	3.258096538021482	4.5217885770490405
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr15:91260318..91260432,-__338.1.0.0	div_lnc	0.9834507000551841	0.1997506163154661	-0.7465845589280741	0.3133150547934897	0.40946153498604804	0.34320774137067267	17	17	11	68	2.8332133440562166	2.8332133440562166	2.3978952727983707	4.219507705176107
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr17:16342543..16342657,+__354.1.0.0	intergenic	1.4463241031038312	0.1437316640867495	-1.6027083128228965	0.4588722924823596	0.6446610683780114	0.4975343255285263	3	3	2	26	1.0986122886681098	1.0986122886681098	0.6931471805599453	3.258096538021482
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr17:21117577..21117691,+__359.1.0.0	div_lnc	1.5143801652842008	0.1320752538306826	1.895465715127148	0.09274328927569382	0.4346640198286201	0.3609306892746764	42	41	40	70	3.737669618283368	3.7135720667043084	3.688879454113936	4.248495242049359
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr17:72209446..72209560,-__370.1.0.0	div_lnc	0.034957658771544664	0.3577721829549573	0.18293891330609427	0.3123727148981092	0.38137068432424126	0.3230762557335234	19	14	7	67	2.9444389791664403	2.6390573296152584	1.9459101490553128	4.204692619390967
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr19:12098391..12098505,+__376.1.0.0	intergenic	0.6853985344110977	0.5562213348038149	0.2530651102549697	0.11927320321986895	0.42179235403332294	0.3519182968319714	30	28	26	73	3.4011973816621555	3.332204510175204	3.258096538021482	4.290459441148391
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr19:12098432..12098546,+__377.1.0.0	intergenic	0.2432394067077421	0.6179816514572885	-1.258670780900104	0.0859725475662858	0.3847187338169526	0.32549703873914176	12	12	9	45	2.4849066497880004	2.4849066497880004	2.19722457733622	3.80666248977032
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr19:12305750..12305864,+__378.1.0.0	intergenic	0.010580976758904044	0.6666666666666666	0.978370619924924	0.1997225805687901	0.4148359346369657	0.34701357711977077	42	35	29	91	3.737669618283368	3.555348061489413	3.3672958299864737	4.51085950651685
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr1:113499041..113499155,+__6.1.0.0	div_lnc	0.3470011852129805	0.5242349814317049	-1.9191599927852865	0.25379354869710063	0.5318057265677084	0.42644725294289537	10	10	6	59	2.302585092994046	2.302585092994046	1.791759469228055	4.07753744390572
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr1:116961180..116961294,-__8.1.0.0	intergenic	1.2460171863129486	0.2361106334072658	2.226325665061149	0.0693191062680127	0.3202403929898262	0.2778138359185752	23	22	17	60	3.1354942159291497	3.0910424533583165	2.8332133440562166	4.0943445622220995
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr1:117602051..117602165,-__9.1.0.0	div_lnc	0.7995884713395621	0.2601799942221797	-1.2719639025280212	0.18661293655537087	0.42001206645698047	0.35066536908198154	26	26	15	78	3.258096538021482	3.258096538021482	2.7080502011022096	4.356708826689592
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr1:119683314..119683428,+__11.1.0.0	div_lnc	0.2401920248670868	0.4118975018717389	0.4465904605815225	0.04199670383873877	0.3857854661318393	0.32626710244640517	17	17	9	70	2.8332133440562166	2.8332133440562166	2.19722457733622	4.248495242049359
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr1:151763230..151763344,+__21.1.0.0	div_lnc	0.7454720725735263	0.2729729224851001	-2.115378263471188	0.3610710996013339	0.49888043857859615	0.4047184551512718	44	32	25	53	3.7841896339182615	3.4657359027997265	3.218875824868201	3.970291913552122
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr1:152161701..152161815,+__22.1.0.0	intergenic	0.0		1.2573471999318844	0.08347132208139725	0.40291589738458694	0.33855285448007244	40	26	20	45	3.688879454113936	3.258096538021482	2.9957322735539913	3.80666248977032
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr1:155531741..155531855,+__23.1.0.0	div_lnc	0.45818155512568703	0.3576580778214073	-1.3700541709039118	0.2524954278304965	0.41154986279600597	0.3446882941916036	38	24	13	73	3.6375861597263857	3.1780538303479458	2.5649493574615367	4.290459441148391
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr1:173834005..173834119,-__33.1.0.0	div_lnc	0.5303717579433906	0.06384970569810583	-1.4932121877849986	0.4288055889070741	0.4224330025621819	0.3523687875346211	12	12	10	38	2.4849066497880004	2.4849066497880004	2.302585092994046	3.6375861597263857
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr1:173835815..173835929,-__34.1.0.0	div_lnc	1.117361107197879	0.2327759751502071	-2.175447106851024	0.39081451892494057	0.49354939064620795	0.4011554285297635	5	5	4	28	1.6094379124341005	1.6094379124341005	1.3862943611198906	3.332204510175204
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr1:19536933..19537047,+__38.1.0.0	div_lnc	1.9555598251346618	0.1880064415750857	-0.7360600305800884	0.15097026824913598	0.33349109577669583	0.28780038728482693	28	27	8	95	3.332204510175204	3.2958368660043287	2.079441541679836	4.553876891600541
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr1:201798621..201798735,-__41.1.0.0	div_lnc	1.0440173034780862	0.0679181381113821	-0.1763796226367278	0.11194045992544556	0.3798642723542975	0.3219851409656528	34	20	13	88	3.5263605246161616	2.9957322735539913	2.5649493574615367	4.477336814478207
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr1:43312058..43312172,-__75.1.0.0	div_lnc	1.4015954722523345	0.28454731685814305	0.6985777470821056	0.07029468945210622	0.3244411877082806	0.280990625352871	13	13	13	49	2.5649493574615367	2.5649493574615367	2.5649493574615367	3.8918202981106265
