unique_id	cage_id	n_motifs	n_bp_cov	max_cov	avg_tf_tissue_sp	log_n_motifs	log_bp_cov	log_max_cov	log_avg_tf_tissue_sp
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr10:116286634..116286748,-__1409.1.0.0	chr10:116286656..116286693,-	17	59	7	0.4200333681090941	2.8903717578961645	4.0943445622221	2.0794415416798357	0.35068037000545604
WILDTYPE__Antisense.noflip.NA__chr10:118609196..118609310,-__108.1.0.0	chr10:118609147..118609257,-	29	84	14	0.3618688001558487	3.4011973816621555	4.442651256490317	2.70805020110221	0.3088578742737819
WILDTYPE_BUT_HAS_SNP__Antisense.flip.sense__chr10:11936664..11936778,-__110.1.0.0	chr10:11936692..11936705,-	54	87	19	0.3900945473443385	4.007333185232471	4.477336814478207	2.995732273553991	0.3293717645015533
WILDTYPE__Antisense.noflip.NA__chr10:119806425..119806539,+__111.1.0.0	chr10:119806476..119806520,+	42	106	16	0.3999759373328489	3.7612001156935624	4.672828834461906	2.833213344056216	0.33645504885411043
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr10:121030597..121030711,-__2037.1.0.0	chr10:121030438-121030814	29	58	14	0.45344760416348473	3.4011973816621555	4.07753744390572	2.70805020110221	0.37393839231990894
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr10:121030665..121030779,+__1744.1.0.0	chr10:121030438-121030814	43	58	14	0.45344760416348473	3.784189633918261	4.07753744390572	2.70805020110221	0.37393839231990894
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr10:121302190..121302304,-__1298.1.0.0	chr10:121302195..121302245,-	70	78	9	0.3630481650993039	4.2626798770413155	4.3694478524670215	2.302585092994046	0.3097234896537244
WILDTYPE__mrna.flip.sense__chr10:123687943..123688057,-__973.1.0.0	chr10:123687943..123687997,-	38	69	12	0.41080663234692577	3.6635616461296463	4.248495242049359	2.5649493574615367	0.34416162049355065
WILDTYPE__Antisense.flip.sense__chr10:127408027..127408141,-__112.1.0.0	chr10:127408011..127408106,-	24	74	13	0.36596671281821797	3.2188758248682006	4.31748811353631	2.6390573296152584	0.31186239249020475
WILDTYPE__Enhancer.noflip.NA__chr10:129862576..129862690,-__2038.1.0.0	chr10:129862087-129863410	20	87	6	0.32749457197010284	3.044522437723423	4.477336814478207	1.9459101490553132	0.2832933852141869
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr10:129862613..129862727,+__1745.1.0.0	chr10:129862087-129863410	18	90	6	0.32749457197010284	2.9444389791664403	4.51085950651685	1.9459101490553132	0.2832933852141869
WILDTYPE__Lincrna.noflip.NA__chr10:131909050..131909164,-__113.1.0.0	chr10:131909071..131909102,-	43	101	14	0.408621824450248	3.784189633918261	4.624972813284271	2.70805020110221	0.3426117969264885
WILDTYPE__Lincrna.noflip.NA__chr10:135061353..135061467,-__114.1.0.0	chr10:135061380..135061396,-	3	23	2	0.6666666666666666	1.3862943611198906	3.1780538303479458	1.0986122886681098	0.5108256237659906
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr10:135192695..135192809,+__1442.1.0.0	chr10:135192740..135192780,+	68	85	15	0.40989798990013254	4.23410650459726	4.454347296253507	2.772588722239781	0.34351735418430535
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr10:135192712..135192826,+__1443.1.0.0	chr10:135192782..135192805,+	62	73	15	0.39902075981709884	4.143134726391533	4.30406509320417	2.772588722239781	0.33577253461334583
WILDTYPE__mrna.noflip.NA__chr10:14574678..14574792,-__974.1.0.0	chr10:14574705..14574718,-	5	47	2	0.500371101838682	1.791759469228055	3.871201010907891	1.0986122886681098	0.4057124787353158
WILDTYPE__mrna.noflip.NA__chr10:15085869..15085983,+__1393.1.0.0	chr10:15085936..15085963,+	11	42	10	0.5056486807205501	2.4849066497880004	3.7612001156935624	2.3978952727983707	0.4092238224297218
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr10:17255060..17255174,-__2228.1.0.0	chr10:17254796-17255338	22	78	6	0.39498805147520927	3.1354942159291497	4.3694478524670215	1.9459101490553132	0.332885849985901
WILDTYPE__Enhancer.noflip.NA__chr10:17255131..17255245,+__1935.1.0.0	chr10:17254796-17255338	6	31	5	0.39498805147520927	1.9459101490553132	3.4657359027997265	1.791759469228055	0.332885849985901
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr10:26223078..26223192,+__1345.1.0.0	chr10:26223137..26223175,+	33	110	10	0.3519503401625919	3.5263605246161616	4.709530201312334	2.3978952727983707	0.30154824629721505
WILDTYPE__mrna.noflip.NA__chr10:26727261..26727375,+__975.1.0.0	chr10:26727333..26727346,+	4	42	2	0.3505861633707799	1.6094379124341003	3.7612001156935624	1.0986122886681098	0.3005386933043935
WILDTYPE_BUT_HAS_SNP__Antisense.flip.sense__chr10:28821597..28821711,-__118.1.0.0	chr10:28821614..28821697,-	42	98	15	0.394436976969516	3.7612001156935624	4.59511985013459	2.772588722239781	0.3324907330659313
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr10:28821628..28821742,+__1144.1.0.0	chr10:28821674..28821715,+	30	93	9	0.3763887813096298	3.4339872044851463	4.543294782270004	2.302585092994046	0.31946324415937283
WILDTYPE__mrna.noflip.NA__chr10:28822565..28822679,+__976.1.0.0	chr10:28822636..28822657,+	33	71	16	0.4081271692837027	3.5263605246161616	4.276666119016055	2.833213344056216	0.3422605727508658
WILDTYPE_BUT_HAS_SNP__Antisense.flip.sense__chr10:29698406..29698520,+__119.1.0.0	chr10:29698456..29698498,+	15	81	6	0.33740320758524733	2.772588722239781	4.406719247264253	1.9459101490553132	0.29072982900876015
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr10:29698426..29698540,+__120.1.0.0	chr10:29698502..29698509,+	23	93	8	0.33740320758524733	3.1780538303479458	4.543294782270004	2.1972245773362196	0.29072982900876015
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr10:29698438..29698552,+__121.1.0.0	chr10:29698510..29698527,+	23	89	8	0.39475983336112586	3.1780538303479458	4.499809670330265	2.1972245773362196	0.3327222379865279
WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr10:30782546..30782660,+__1844.1.0.0	chr10:30782405-30782910	10	65	4	0.31019162680839646	2.3978952727983707	4.189654742026425	1.6094379124341003	0.2701734065215928
WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr10:30782567..30782681,-__2137.1.0.0	chr10:30782405-30782910	10	65	4	0.31019162680839646	2.3978952727983707	4.189654742026425	1.6094379124341003	0.2701734065215928
WILDTYPE__Enhancer.noflip.NA__chr10:30831506..30831620,-__2138.1.0.0	chr10:30831188-30831972	19	45	14	0.4431762596920859	2.995732273553991	3.828641396489095	2.70805020110221	0.36684642042102705
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr10:30831727..30831841,+__1845.1.0.0	chr10:30831188-30831972	13	58	6	0.4431762596920859	2.6390573296152584	4.07753744390572	1.9459101490553132	0.36684642042102705
WILDTYPE__mrna.flip.sense__chr10:31608065..31608179,+__1145.1.0.0	chr10:31608127..31608156,+	117	80	17	0.37036961598517776	4.770684624465665	4.394449154672439	2.8903717578961645	0.3150804961424411
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr10:38146503..38146617,-__1146.1.0.0	chr10:38146510..38146576,-	46	87	15	0.36917454063533506	3.8501476017100584	4.477336814478207	2.772588722239781	0.31420803316515244
WILDTYPE__Antisense.flip.sense__chr10:38146597..38146711,+__123.1.0.0	chr10:38146669..38146685,+	27	61	8	0.4086327641400398	3.332204510175204	4.127134385045092	2.1972245773362196	0.342619563132522
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr10:3893812..3893926,+__1746.1.0.0	chr10:3893365-3894190	8	35	6	0.525479586256939	2.1972245773362196	3.58351893845611	1.9459101490553132	0.42230884341146224
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr10:3893845..3893959,-__2039.1.0.0	chr10:3893365-3894190	19	58	9	0.525479586256939	2.995732273553991	4.07753744390572	2.302585092994046	0.42230884341146224
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr10:4285846..4285960,-__124.1.0.0	chr10:4285875..4285904,-	15	79	6	0.5256008660730054	2.772588722239781	4.382026634673881	1.9459101490553132	0.4223883429972812
WILDTYPE__Lincrna.noflip.NA__chr10:4285914..4286028,-__125.1.0.0	chr10:4285923..4285997,-	13	65	6	0.6653830679388779	2.6390573296152584	4.189654742026425	1.9459101490553132	0.5100551678043324
WILDTYPE__Lincrna.noflip.NA__chr10:42970994..42971108,+__126.1.0.0	chr10:42971050..42971098,+	45	84	26	0.43823613499446107	3.828641396489095	4.442651256490317	3.295836866004329	0.3634174565232195
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr10:43633193..43633307,+__1936.1.0.0	chr10:43633157-43633403	21	61	13	0.3610908909085946	3.091042453358316	4.127134385045092	2.6390573296152584	0.3082865038851785
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr10:43633199..43633313,-__2229.1.0.0	chr10:43633157-43633403	21	61	13	0.3610908909085946	3.091042453358316	4.127134385045092	2.6390573296152584	0.3082865038851785
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr10:43915994..43916108,+__127.1.0.0	chr10:43916052..43916083,+	45	49	21	0.4615137240423067	3.828641396489095	3.912023005428146	3.091042453358316	0.3794726959063993
WILDTYPE__Lincrna.noflip.NA__chr10:4720371..4720485,-__128.1.0.0	chr10:4720389..4720416,-	20	50	14	0.402320749043909	3.044522437723423	3.9318256327243257	2.70805020110221	0.3381285420782187
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr10:51549473..51549587,+__1444.1.0.0	chr10:51549546..51549557,+	5	35	3	0.55562711306903	1.791759469228055	3.58351893845611	1.3862943611198906	0.44187875247967595
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr10:52645352..52645466,-__1445.1.0.0	chr10:52645379..52645393,-	13	74	8	0.33058162737323266	2.6390573296152584	4.31748811353631	2.1972245773362196	0.28561616045430555
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr10:52645397..52645511,-__1446.1.0.0	chr10:52645416..52645444,-	12	69	6	0.42941240414659826	2.5649493574615367	4.248495242049359	1.9459101490553132	0.35726345363554346
WILDTYPE__mrna.noflip.NA__chr10:54074938..54075052,+__1300.1.0.0	chr10:54074962..54075047,+	6	50	2	0.4398701890848923	1.9459101490553132	3.9318256327243257	1.0986122886681098	0.36455296305564727
WILDTYPE__Lincrna.noflip.NA__chr10:54215018..54215132,-__129.1.0.0	chr10:54215046..54215061,-	15	100	3	0.34054704308304257	2.772588722239781	4.61512051684126	1.3862943611198906	0.2930777717618399
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr10:54515153..54515267,-__130.1.0.0	chr10:54515145..54515202,-	15	77	6	0.3488102304925242	2.772588722239781	4.356708826689592	1.9459101490553132	0.2992228931214192
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr10:5932135..5932249,+__1408.1.0.0	chr10:5932174..5932236,+	19	72	6	0.41492299703818253	2.995732273553991	4.290459441148391	1.9459101490553132	0.3470751105601425
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr10:5987842..5987956,-__131.1.0.0	chr10:5987859..5987890,-	38	62	17	0.3836520204303477	3.6635616461296463	4.143134726391533	2.8903717578961645	0.3247263952566812
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr10:60028845..60028959,+__1447.1.0.0	chr10:60028892..60028975,+	52	66	20	0.42668336960998643	3.970291913552122	4.204692619390966	3.044522437723423	0.3553524285276127
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr10:60759312..60759426,+__132.1.0.0	chr10:60759378..60759409,+	17	30	10	0.391349206760001	2.8903717578961645	3.4339872044851463	2.3978952727983707	0.33027392870955397
WILDTYPE__Lincrna.noflip.NA__chr10:61513178..61513292,-__133.1.0.0	chr10:61513201..61513219,-	12	49	4	0.37629811724061873	2.5649493574615367	3.912023005428146	1.6094379124341003	0.3193973710162329
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr10:64564400..64564514,+__1448.1.0.0	chr10:64564469..64564535,+	13	65	5	0.3511251618193917	2.6390573296152584	4.189654742026425	1.791759469228055	0.30093769852063357
WILDTYPE__mrna.flip.sense__chr10:6622203..6622317,-__1147.1.0.0	chr10:6622204..6622254,-	6	24	5	0.4147189693928251	1.9459101490553132	3.2188758248682006	1.791759469228055	0.3469309031670295
WILDTYPE__Lincrna.flip.sense__chr10:6622301..6622415,+__134.1.0.0	chr10:6622345..6622400,+	30	74	11	0.3228671983733782	3.4339872044851463	4.31748811353631	2.4849066497880004	0.27980150093604944
WILDTYPE__Lincrna.noflip.NA__chr10:6622333..6622447,+__135.1.0.0	chr10:6622404..6622421,+	23	54	9	0.3195994692227639	3.1780538303479458	4.007333185232471	2.302585092994046	0.2773282581463551
WILDTYPE__Lincrna.noflip.NA__chr10:6625539..6625653,+__136.1.0.0	chr10:6625605..6625634,+	33	89	19	0.4437321065628351	3.5263605246161616	4.499809670330265	2.995732273553991	0.3672315014884523
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr10:70805370..70805484,+__1747.1.0.0	chr10:70805220-70805884	17	72	5	0.4821762651903975	2.8903717578961645	4.290459441148391	1.791759469228055	0.39351145717684327
WILDTYPE__Enhancer.noflip.NA__chr10:70805394..70805508,-__2040.1.0.0	chr10:70805220-70805884	17	67	5	0.4821762651903975	2.8903717578961645	4.219507705176107	1.791759469228055	0.39351145717684327
WILDTYPE__mrna.noflip.NA__chr10:72201402..72201516,-__1251.1.0.0	chr10:72201429..72201443,-	28	77	17	0.39294045141007927	3.367295829986474	4.356708826689592	2.8903717578961645	0.3314169454345948
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr10:73397977..73398091,-__2041.1.0.0	chr10:73398011-73398245	36	64	17	0.42167455287986555	3.6109179126442243	4.174387269895637	2.8903717578961645	0.35183543942066237
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr10:73397988..73398102,+__1748.1.0.0	chr10:73398011-73398245	36	73	17	0.42167455287986555	3.6109179126442243	4.30406509320417	2.8903717578961645	0.35183543942066237
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr10:73790766..73790880,-__2230.1.0.0	chr10:73790594-73790943	23	78	8	0.46961104724315833	3.1780538303479458	4.3694478524670215	2.1972245773362196	0.38499777206741553
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr10:73790800..73790914,+__1937.1.0.0	chr10:73790594-73790943	23	69	8	0.46961104724315833	3.1780538303479458	4.248495242049359	2.1972245773362196	0.38499777206741553
WILDTYPE__Enhancer.noflip.NA__chr10:74032412..74032526,-__2139.1.0.0	chr10:74032298-74032943	30	75	12	0.4399174283764087	3.4339872044851463	4.330733340286331	2.5649493574615367	0.3645857705385563
WILDTYPE__Enhancer.noflip.NA__chr10:74032424..74032538,+__1846.1.0.0	chr10:74032298-74032943	30	74	12	0.4399174283764087	3.4339872044851463	4.31748811353631	2.5649493574615367	0.3645857705385563
WILDTYPE__Enhancer.noflip.NA__chr10:74057103..74057217,-__2292.1.0.0	chr10:74056833-74058104	26	86	10	0.35548227657567044	3.295836866004329	4.465908118654584	2.3978952727983707	0.3041573146779412
WILDTYPE__Enhancer.noflip.NA__chr10:74057141..74057255,+__1999.1.0.0	chr10:74056833-74058104	23	80	10	0.35548227657567044	3.1780538303479458	4.394449154672439	2.3978952727983707	0.3041573146779412
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr10:74091836..74091950,-__2231.1.0.0	chr10:74091661-74092150	17	87	5	0.2838177136392595	2.8903717578961645	4.477336814478207	1.791759469228055	0.24983822761874977
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr10:74091890..74092004,+__1938.1.0.0	chr10:74091661-74092150	16	67	9	0.2838177136392595	2.833213344056216	4.219507705176107	2.302585092994046	0.24983822761874977
WILDTYPE__Antisense.noflip.NA__chr10:75012461..75012575,+__138.1.0.0	chr10:75012527..75012552,+	14	42	12	0.40378261874744037	2.70805020110221	3.7612001156935624	2.5649493574615367	0.3391704636642595
WILDTYPE__mrna.noflip.NA__chr10:76585246..76585360,+__977.1.0.0	chr10:76585303..76585354,+	37	92	7	0.3426367253256888	3.6375861597263857	4.532599493153256	2.0794415416798357	0.29463538603317085
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr10:80008510..80008624,+__139.1.0.0	chr10:80008582..80008616,+	6	33	4	0.44915951324098324	1.9459101490553132	3.5263605246161616	1.6094379124341003	0.3709837423320691
WILDTYPE__Lincrna.noflip.NA__chr10:8095404..8095518,-__140.1.0.0	chr10:8095431..8095449,-	13	79	6	0.31625789247325947	2.6390573296152584	4.382026634673881	1.9459101490553132	0.2747927806290851
WILDTYPE__Enhancer.noflip.NA__chr10:81008302..81008416,-__2042.1.0.0	chr10:81008258-81008603	30	91	9	0.41624886389302573	3.4339872044851463	4.5217885770490405	2.302585092994046	0.34801173116595374
WILDTYPE__Enhancer.noflip.NA__chr10:81008343..81008457,+__1749.1.0.0	chr10:81008258-81008603	25	88	9	0.41624886389302573	3.258096538021482	4.48863636973214	2.302585092994046	0.34801173116595374
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr10:81046390..81046504,-__2232.1.0.0	chr10:81045880-81046806	15	46	5	0.3601334586100567	2.772588722239781	3.8501476017100584	1.791759469228055	0.30758282626432054
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr10:81046410..81046524,+__1939.1.0.0	chr10:81045880-81046806	15	46	5	0.3601334586100567	2.772588722239781	3.8501476017100584	1.791759469228055	0.30758282626432054
WILDTYPE__Enhancer.noflip.NA__chr10:81081021..81081135,-__2043.1.0.0	chr10:81080868-81081434	21	61	13	0.4034570638723139	3.091042453358316	4.127134385045092	2.6390573296152584	0.33893852416967224
WILDTYPE__Enhancer.flip.sense__chr10:81091665..81091779,-__2140.1.0.0	chr10:81091409-81091966	35	86	11	0.4495303107443183	3.58351893845611	4.465908118654584	2.4849066497880004	0.3712395803332855
WILDTYPE__Enhancer.flip.sense__chr10:81091685..81091799,+__1847.1.0.0	chr10:81091409-81091966	36	87	7	0.4495303107443183	3.6109179126442243	4.477336814478207	2.0794415416798357	0.3712395803332855
WILDTYPE__Enhancer.flip.sense__chr10:81961443..81961557,+__1848.1.0.0	chr10:81960969-81961796	23	82	6	0.41889931357917515	3.1780538303479458	4.418840607796598	1.9459101490553132	0.34988143976131536
WILDTYPE__Enhancer.flip.sense__chr10:81961484..81961598,-__2141.1.0.0	chr10:81960969-81961796	33	74	10	0.41889931357917515	3.5263605246161616	4.31748811353631	2.3978952727983707	0.34988143976131536
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr10:89102065..89102179,-__141.1.0.0	chr10:89102091..89102112,-	32	78	13	0.4167103829990656	3.4965075614664802	4.3694478524670215	2.6390573296152584	0.348337552379675
WILDTYPE__Antisense.noflip.NA__chr10:89102178..89102292,-__142.1.0.0	chr10:89102208..89102219,-	18	61	8	0.37177486325417664	2.9444389791664403	4.127134385045092	2.1972245773362196	0.3161054220007629
WILDTYPE__Antisense.noflip.NA__chr10:89102312..89102426,-__143.1.0.0	chr10:89102332..89102354,-	37	46	30	0.40575450760448656	3.6375861597263857	3.8501476017100584	3.4339872044851463	0.34057417473277385
WILDTYPE__Lincrna.noflip.NA__chr10:9012053..9012167,+__144.1.0.0	chr10:9012128..9012139,+	5	41	3	0.4924359494536867	1.791759469228055	3.7376696182833684	1.3862943611198906	0.4004096504248444
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr10:90967036..90967150,-__1449.1.0.0	chr10:90967063..90967082,-	32	57	14	0.44303492361399843	3.4965075614664802	4.060443010546419	2.70805020110221	0.36674848158757106
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr10:91102409..91102523,-__978.1.0.0	chr10:91102410..91102481,-	15	101	3	0.43532617197023954	2.772588722239781	4.624972813284271	1.3862943611198906	0.3613921209236488
WILDTYPE__Enhancer.noflip.NA__chr10:93373483..93373597,-__2044.1.0.0	chr10:93373465-93373915	45	83	17	0.4025496550348358	3.828641396489095	4.430816798843313	2.8903717578961645	0.3382917624474036
WILDTYPE__Enhancer.noflip.NA__chr10:93373526..93373640,+__1751.1.0.0	chr10:93373465-93373915	38	77	17	0.4025496550348358	3.6635616461296463	4.356708826689592	2.8903717578961645	0.3382917624474036
WILDTYPE__Enhancer.flip.sense__chr10:94351415..94351529,+__1849.1.0.0	chr10:94351391-94351691	13	75	6	0.32241896276261806	2.6390573296152584	4.330733340286331	1.9459101490553132	0.2794626070790176
WILDTYPE__Enhancer.flip.sense__chr10:94351440..94351554,-__2142.1.0.0	chr10:94351391-94351691	11	69	6	0.32241896276261806	2.4849066497880004	4.248495242049359	1.9459101490553132	0.2794626070790176
WILDTYPE__Enhancer.noflip.NA__chr10:95197193..95197307,-__2045.1.0.0	chr10:95196959-95197603	11	76	3	0.26705984864301635	2.4849066497880004	4.343805421853684	1.3862943611198906	0.23669913672143358
WILDTYPE__Antisense.noflip.NA__chr10:96990853..96990967,-__145.1.0.0	chr10:96990865..96990895,-	17	97	6	0.33362255754473485	2.8903717578961645	4.584967478670572	1.9459101490553132	0.28789896708699003
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr10:97667530..97667644,-__146.1.0.0	chr10:97667550..97667574,-	29	78	14	0.37677022433120166	3.4011973816621555	4.3694478524670215	2.70805020110221	0.3197403389608216
WILDTYPE_BUT_HAS_SNP__Antisense.flip.sense__chr10:97667625..97667739,-__147.1.0.0	chr10:97667581..97667677,-	21	82	4	0.4187299347330339	3.091042453358316	4.418840607796598	1.6094379124341003	0.3497620592281163
WILDTYPE__Antisense.noflip.NA__chr10:97849937..97850051,-__148.1.0.0	chr10:97849949..97849982,-	51	53	27	0.4208479684326797	3.9512437185814275	3.9889840465642745	3.332204510175204	0.35125385425165334
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr10:97889399..97889513,+__149.1.0.0	chr10:97889464..97889494,+	26	48	17	0.45300797682446536	3.295836866004329	3.8918202981106265	2.8903717578961645	0.37363587447291485
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr10:97889733..97889847,+__150.1.0.0	chr10:97889784..97889827,+	6	52	2	0.47144861545228545	1.9459101490553132	3.970291913552122	1.0986122886681098	0.38624736823953476
WILDTYPE__Enhancer.noflip.NA__chr10:98476306..98476420,-__2046.1.0.0	chr10:98476098-98476599	19	87	7	0.39723570440971023	2.995732273553991	4.477336814478207	2.0794415416798357	0.3344957878823451
WILDTYPE__Enhancer.noflip.NA__chr10:98476368..98476482,+__1753.1.0.0	chr10:98476098-98476599	16	77	6	0.39723570440971023	2.833213344056216	4.356708826689592	1.9459101490553132	0.3344957878823451
WILDTYPE__Antisense.noflip.NA__chr1:100435456..100435570,-__1.1.0.0	chr1:100435438..100435524,-	18	46	12	0.36817282448613053	2.9444389791664403	3.8501476017100584	2.5649493574615367	0.3134761449096221
WILDTYPE__Lincrna.flip.sense__chr1:100731637..100731751,-__2.1.0.0	chr1:100731664..100731715,-	8	53	3	0.37005519864472725	2.1972245773362196	3.9889840465642745	1.3862943611198906	0.3148510300099264
WILDTYPE__mrna.flip.sense__chr1:100731714..100731828,+__1131.1.0.0	chr1:100731749..100731816,+	19	76	9	0.473808894648423	2.995732273553991	4.343805421853684	2.302585092994046	0.3878501345126445
WILDTYPE_BUT_HAS_SNP__Lincrna.flip.sense__chr1:109642741..109642855,+__3.1.0.0	chr1:109642799..109642834,+	48	102	19	0.41411364839016745	3.8918202981106265	4.634728988229636	2.995732273553991	0.3465029379292907
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr1:110009111..110009225,+__1412.1.0.0	chr1:110009150..110009197,+	77	80	32	0.3935884627929674	4.356708826689592	4.394449154672439	3.4965075614664802	0.33188204837414553
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr1:110009143..110009257,+__1413.1.0.0	chr1:110009215..110009235,+	71	64	32	0.41123975176225075	4.276666119016055	4.174387269895637	3.4965075614664802	0.3444685746394249
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr11:101454532..101454646,-__1450.1.0.0	chr11:101454548..101454609,-	28	82	11	0.4469474735160539	3.367295829986474	4.418840607796598	2.4849066497880004	0.3694561467251368
WILDTYPE__mrna.flip.sense__chr11:10562699..10562813,-__1148.1.0.0	chr11:10562710..10562782,-	37	104	16	0.4167758105344773	3.6375861597263857	4.653960350157523	2.833213344056216	0.34838373403079625
WILDTYPE__Antisense.flip.sense__chr11:10562731..10562845,+__151.1.0.0	chr11:10562802..10562851,+	33	93	16	0.4178542483378391	3.5263605246161616	4.543294782270004	2.833213344056216	0.3491446360412851
WILDTYPE__Antisense.noflip.NA__chr1:110881743..110881857,-__4.1.0.0	chr1:110881750..110881784,-	39	71	19	0.3992647170387153	3.6888794541139363	4.276666119016055	2.995732273553991	0.33594689653906956
