tss_id	tissue_spec
chr1:2505035-2505361	0.9822331144904144
chr1:2509702-2510198	0.9046389549025197
chr1:2574079-2574144	0.9237661238933145
chr1:2574343-2574764	0.8040972773055381
chr1:2772559-2772713	0.9802151195318892
chr1:2804922-2805288	0.9957025873445382
chr1:2989176-2989511	0.9736715671968558
chr1:3077832-3078221	0.9726891217786015
chr1:3086923-3087330	0.9850240724406217
chr1:3111769-3111989	0.9874249368651257
chr1:3128621-3128847	0.9511982349759541
chr1:3133891-3134283	0.9840545241023155
chr1:3136013-3136207	0.9713109823502454
chr1:3165725-3166065	0.9934966284742547
chr1:3186377-3186508	0.9854740146377314
chr1:3227700-3227783	0.9754931533489747
chr1:3229711-3230157	0.9523802321115235
chr1:3231111-3231335	0.9754119905160785
chr1:3231556-3231634	0.9662162632652576
chr1:3232812-3232866	0.9651983033411436
chr1:3233109-3233475	0.9857418752643784
chr1:3237165-3237518	0.9884258789931004
chr1:3243464-3243615	0.9946252134934932
chr1:3251760-3252019	0.9840679276765146
chr1:3267475-3267612	0.9860780524502848
chr1:3269112-3269418	0.9678043427805088
chr1:3278962-3279359	0.9949874589665788
chr1:3290271-3290590	0.9889763649677197
chr1:3297180-3297261	0.9911748659850119
chr1:3309990-3310261	0.9800180963092161
chr1:3325555-3326143	0.9650960547393999
chr1:3373716-3374006	0.9868958608369008
chr1:3374928-3375314	0.9709155876613725
chr1:3377166-3377446	0.993327012377472
chr1:3398864-3399114	0.9954333402362305
chr1:3420761-3421065	0.9759682970819658
chr1:3421438-3421558	0.9817502927449486
chr1:3459907-3460197	0.9660755386097328
chr1:3463934-3464260	0.9830084482759455
chr1:3514172-3514403	0.983102657870821
chr1:3521167-3521613	0.9966134921189476
chr1:3573384-3573559	0.9932518093838129
chr1:3581269-3581645	0.9971785084926978
chr1:3582035-3582407	0.9904970227826589
chr1:3590266-3590494	0.9886855587189681
chr1:3594206-3594277	0.984345937251231
chr1:3607916-3608261	0.9959680502221921
chr1:3609276-3609439	0.9946154343225736
chr1:3620035-3620325	0.991147532700823
chr1:3634737-3634863	0.9913121070493679
chr1:3728005-3728221	0.9930529248667603
chr1:3817648-3818071	0.8868656305029289
chr1:3844625-3844991	0.9964997707495004
chr1:4004990-4005219	0.9940416723858185
chr1:4067941-4068288	0.985935132302908
chr1:4079242-4079460	0.9833705304870095
chr1:4281719-4281846	0.9985055198407412
chr1:4327537-4327841	0.9957420209767188
chr1:4342218-4342503	0.9969515779462027
chr1:4394518-4394542	0.9933034018594679
chr1:4526696-4526895	0.9976361082284044
chr1:4697251-4697504	0.9923819901871623
chr1:4707853-4708108	0.990869173891154
chr1:4728864-4729054	0.9965325364302638
chr1:4729528-4729775	0.9938886147629066
chr1:4736270-4736533	0.9829326355987127
chr1:5023187-5023658	0.9917631527201642
chr1:5033327-5033455	0.9970876259053973
chr1:5160051-5160190	0.9977927959229765
chr1:5172646-5173061	0.9925853195700002
chr1:5184476-5184496	0.9932322520416188
chr1:5483188-5483543	0.995137748582935
chr1:5957166-5957512	0.9740867349389909
chr1:6034742-6034859	0.9896995033024584
chr1:6040561-6040806	0.9809116419051311
chr1:6053603-6054107	0.9719486419909349
chr1:6054896-6055025	0.953796001501714
chr1:6088225-6088518	0.9391526232854513
chr1:6221566-6221669	0.9877148741578338
chr1:6230950-6231173	0.9731754105762549
chr1:6301988-6302384	0.9870196717362818
chr1:6319998-6320272	0.951189034864871
chr1:6321567-6321961	0.983693238149276
chr1:6336471-6336830	0.9702942163742801
chr1:6337854-6338055	0.9937814002293538
chr1:6341896-6342142	0.9883576431326164
chr1:6342321-6342466	0.9911797030714834
chr1:6350184-6350543	0.9899296996076944
chr1:6351007-6351537	0.9917565657338213
chr1:6354110-6354322	0.9894584270065828
chr1:6359789-6360186	0.9927821870803855
chr1:6360191-6360625	0.9815042145272146
chr1:6362597-6362955	0.9928706510822559
chr1:6370006-6370154	0.9876727929670209
chr1:6373523-6373899	0.9935799107759797
chr1:6402298-6402445	0.9868024200344272
chr1:6451759-6451831	0.9833321002045836
chr1:6566323-6566594	0.9771007637863364
chr1:6661008-6661639	0.906519265586913
chr1:6709089-6709221	0.9897304920966352
chr1:6760819-6760983	0.9916409554233871
chr1:6779783-6779914	0.9926715632758283
chr1:6803995-6804151	0.9727474655209191
chr1:6894689-6894717	0.9805937841528672
chr1:6943772-6944262	0.9607117249460227
chr1:7137904-7138115	0.9904080528450783
chr1:7177733-7177848	0.9796729928654249
chr1:7207208-7207593	0.9750208281450119
chr1:7289758-7290075	0.9791828046038161
chr1:7313313-7313451	0.9876101010714756
chr1:7327634-7328033	0.9808710658150718
chr1:7331930-7332127	0.9783070889042476
chr1:7359415-7359679	0.9546183715954709
chr1:7461964-7462325	0.9699245701675709
chr1:7489736-7490127	0.987296455368126
chr1:7531062-7531540	0.9267502602218246
chr1:7538871-7539273	0.9781418317089363
chr1:7540504-7540548	0.9770520973513602
chr1:7551468-7551846	0.9923800739083831
chr1:7558449-7558725	0.9728809176097192
chr1:7609389-7609632	0.9730434076347114
chr1:7656791-7657175	0.9797628486194572
chr1:7668972-7669194	0.9934557433204184
chr1:7709088-7709360	0.9932985009472385
chr1:7728673-7728970	0.9602295469064969
chr1:7729547-7729971	0.9446947111035814
chr1:7742006-7742141	0.9937648471626207
chr1:7764543-7764931	0.7767217054032822
chr1:7813654-7813829	0.9892880575493281
chr1:7843556-7843653	0.9634112169736782
chr1:7947650-7947935	0.9955494409114762
chr1:7950902-7950918	0.9914099892955334
chr1:8001518-8001767	0.9872834304878938
chr1:8054249-8054565	0.9882493646986528
chr1:8070132-8070398	0.9510394174143704
chr1:8076289-8076986	0.9750497349205665
chr1:8107848-8108157	0.9756588357421823
chr1:8121436-8121582	0.9271102639570947
chr1:8137301-8137521	0.9220997654746776
chr1:8143203-8143348	0.971598184698908
chr1:8154517-8154933	0.94741934495569
chr1:8156648-8157003	0.9441593901185376
chr1:8157417-8157780	0.9471169826684317
chr1:8173446-8173525	0.9639726886054538
chr1:8181009-8181247	0.9775145476900146
chr1:8187209-8187385	0.9763074204506362
chr1:8187563-8187834	0.9661713955644118
chr1:8194345-8194402	0.9775981318701281
chr1:8195042-8195246	0.9735959196556132
chr1:8198088-8198334	0.9703625379208592
chr1:8214748-8215059	0.9868973494209767
chr1:8215795-8215905	0.9869470175168205
chr1:8226138-8226422	0.9961277806312353
chr1:8229904-8230047	0.9208934922056438
chr1:8230370-8230423	0.9948337950749642
chr1:8250099-8250155	0.9937219204546147
chr1:8254637-8254907	0.9787133095198401
chr1:8257762-8258040	0.9825190601750365
chr1:8262223-8262541	0.9331956307350319
chr1:8263853-8264184	0.992421827432421
chr1:8264458-8264788	0.9843297282044864
chr1:8272041-8272390	0.9272353409951605
chr1:8300045-8300389	0.9955830146997451
chr1:8319137-8319616	0.9872139983727916
chr1:8343223-8343590	0.9897202185289815
chr1:8445817-8446112	0.961301985897526
chr1:8450820-8451072	0.9674744387202909
chr1:8457012-8457408	0.9523574345672556
chr1:8469706-8470061	0.9712287056314065
chr1:8487656-8487917	0.935036695904298
chr1:8488165-8488317	0.9797474687051618
chr1:8499087-8499228	0.9490886641478086
chr1:8520924-8521286	0.9851729181257214
chr1:8533889-8534027	0.9797411435522282
chr1:8571636-8571856	0.9778079698971589
chr1:8686491-8686867	0.9777028526737748
chr1:8690020-8690153	0.9773650118943958
chr1:8712702-8713010	0.9855898052607681
chr1:8720526-8720683	0.9600715103055589
chr1:8721734-8722143	0.962449938056502
chr1:8724042-8724475	0.980031524123626
chr1:8762126-8762475	0.9701627443239187
chr1:8810273-8810466	0.9493929844748551
chr1:8849339-8849636	0.9700653714453191
chr1:8858188-8858497	0.964773884164624
chr1:8875055-8875165	0.9756196022813151
chr1:8933581-8933925	0.9439181828773365
chr1:8953388-8953557	0.9829478538142059
chr1:8964053-8964236	0.9755940339448235
chr1:8971325-8971721	0.9993209752836162
chr1:8981771-8982005	0.9866469694442627
chr1:8983094-8983258	0.9836749681195532
chr1:8985051-8985236	0.9797382338098086
chr1:8986021-8986139	0.9812649395335135
chr1:8986862-8987075	0.9722320813549091
chr1:8987338-8987631	0.9855426751001213
chr1:8999811-9000211	0.9916565093789933
chr1:9030064-9030418	0.9724060716018914
chr1:9111078-9111104	0.9904130608250347
chr1:9127395-9127559	0.9495329841083018
chr1:9153048-9153242	0.9964756129768388
chr1:9179840-9180024	0.9909374691727696
chr1:9195486-9195787	0.9952274333735438
chr1:9222919-9223181	0.9567697442566739
chr1:9223692-9223875	0.9579605754987259
chr1:9223907-9224260	0.9723498403168803
chr1:9224991-9225286	0.9755222123831052
chr1:9225492-9225752	0.9796446479844557
chr1:9241165-9241560	0.9651858170730802
chr1:9254228-9254398	0.9870473041714488
chr1:9256119-9256636	0.9886105218183727
chr1:9261625-9261944	0.9558226511996022
chr1:9271499-9271772	0.9824637056043445
chr1:9291783-9292106	0.9889338549770115
chr1:9293549-9293739	0.9297993230920841
chr1:9298798-9298942	0.968106095717421
chr1:9318130-9318195	0.9631627401053422
chr1:9335683-9335930	0.9744371848096601
chr1:9355493-9355709	0.9620895657818334
chr1:9399032-9399161	0.9822676946417755
chr1:9473687-9473864	0.9680536171275067
chr1:9486434-9486788	0.9683036860438261
chr1:9488839-9489227	0.6530139607748561
chr1:9504221-9504505	0.9732013525308836
chr1:9535183-9535425	0.9747925342175587
chr1:9687482-9687636	0.9818700835018132
chr1:9689223-9689588	0.952069896848444
chr1:9700704-9700713	0.9841151029510047
chr1:9760502-9760837	0.9643252640002693
chr1:9765379-9765549	0.9823259729381649
chr1:9840833-9841244	0.9694251719857062
chr1:9856786-9856983	0.9858508283676315
chr1:9885367-9885695	0.9739422514827472
chr1:9889535-9889880	0.9817148992571664
chr1:9902068-9902153	0.9916873041917125
chr1:9912448-9912800	0.9769583079981006
chr1:9960528-9960713	0.9544449792052434
chr1:10057852-10058069	0.959788781124658
chr1:10127211-10127315	0.9639154452362609
chr1:10245595-10245867	0.9900215662349616
chr1:10261395-10261566	0.9961503942841826
chr1:10269964-10270260	0.9548700721858122
chr1:10359215-10359483	0.9715734793781733
chr1:10447707-10448369	0.9635048261058509
chr1:10496880-10497075	0.9938791213446848
chr1:10556105-10556527	0.9833343294056471
chr1:10557233-10557456	0.9890024320860668
chr1:10558276-10558621	0.9863279722208296
chr1:10559059-10559458	0.9789662842543769
chr1:10585199-10585569	0.9833958791020885
chr1:10695291-10695734	0.9876462980953578
chr1:10700424-10700580	0.9730865147331272
chr1:10723795-10723954	0.9749638842367271
chr1:10726049-10726261	0.9776557069308258
chr1:10745709-10746041	0.982840159491434
chr1:10757179-10757344	0.9963548262660853
chr1:10766390-10766837	0.9939984153571957
chr1:10804844-10805001	0.9585443289653723
chr1:10813352-10813797	0.9952788012389865
chr1:10816030-10816223	0.9913882095618434
chr1:10821450-10821813	0.9866659367660889
chr1:10849807-10850141	0.9928990302677694
chr1:10851136-10851604	0.9946825286591107
chr1:10853772-10853865	0.9859557308619639
chr1:10853986-10854555	0.9878694180472382
chr1:10864514-10864918	0.9926644702587504
chr1:10926873-10927035	0.9905889688665166
chr1:10927237-10927380	0.9804621672546442
chr1:10959985-10960148	0.9877198521034217
chr1:10960432-10960567	0.9804123112165352
chr1:10997518-10997835	0.9937098956849093
chr1:11040299-11040592	0.9827661904398982
chr1:11050864-11051128	0.9907746507194184
chr1:11122928-11123178	0.9794050599731178
chr1:11218028-11218196	0.9696665598142256
chr1:11236551-11236761	0.9936095184099719
chr1:11376903-11377179	0.9806567750433772
chr1:11392847-11393171	0.9923905674337773
chr1:11410602-11410834	0.9821979774648573
chr1:11415566-11415939	0.977898621488552
chr1:11525445-11525525	0.9954110102898365
chr1:11559549-11559947	0.9309536694211612
chr1:11753086-11753651	0.9839595781546374
chr1:11761755-11762049	0.9830472836644276
chr1:11791882-11792060	0.9095995021346895
chr1:11798209-11798600	0.9854739493757018
chr1:11798918-11799121	0.9875468361149118
chr1:11841016-11841080	0.9961764684536631
chr1:11942925-11943217	0.9880085571904395
chr1:11954863-11954882	0.9930930455181012
chr1:11968510-11969143	0.8947795357624059
chr1:11990003-11990329	0.9620586879490189
chr1:12046023-12046196	0.9741385128351747
chr1:12050736-12051137	0.9807630842450279
chr1:12100563-12100930	0.99479759335717
chr1:12112067-12112502	0.9834104915416834
chr1:12114385-12114572	0.9925060173182764
chr1:12124472-12125118	0.9932857097374934
chr1:12126084-12126429	0.9934181108118684
chr1:12127865-12128182	0.9800689228282314
chr1:12150632-12150758	0.990008195800247
chr1:12193120-12193399	0.9732341580651364
chr1:12210430-12211346	0.9614258465554654
chr1:12213128-12213883	0.9510695130363257
chr1:12217829-12218258	0.9663171634772094
chr1:12221931-12222397	0.9524941216786467
chr1:12225396-12225718	0.9746187279001712
chr1:12227833-12229578	0.9629180430938387
chr1:12231693-12231881	0.9636357478099503
chr1:12232096-12232448	0.9716460617713196
chr1:12233600-12234159	0.9222281566121552
chr1:12235070-12235463	0.9746721422845102
chr1:12236326-12236421	0.9905537553783988
chr1:12237719-12238747	0.9573106084884565
chr1:12238984-12239461	0.9489510330958002
chr1:12240401-12240902	0.9653883559876325
chr1:12243852-12244671	0.9328325418856356
chr1:12245348-12245387	0.9833624200326286
chr1:12406013-12406127	0.9792733274118413
chr1:12485613-12485784	0.9802645551419965
chr1:12493313-12493712	0.9623527850066645
chr1:12493910-12494304	0.9694616682773438
chr1:12508783-12509005	0.9635937116053594
chr1:12509354-12509466	0.9597106471282694
chr1:12513404-12513748	0.9895635589485512
chr1:12518050-12518251	0.971280008606035
chr1:12533412-12533678	0.9771473480361985
chr1:12544374-12544691	0.9851876802011236
chr1:12546528-12546819	0.9842666199612461
chr1:12579035-12579403	0.9635098149933082
chr1:12589452-12589763	0.9708005577760509
chr1:12599928-12600179	0.9629942434012801
chr1:12600525-12600853	0.9749369384837727
chr1:12609717-12610039	0.9662973327424229
chr1:12614115-12614248	0.9888386939966043
chr1:12616547-12616769	0.9596149825026425
chr1:12674513-12674729	0.8909692390571573
chr1:12675687-12675874	0.9469457649931593
chr1:12681925-12682190	0.9789156250730469
chr1:12697437-12697451	0.9929335055338387
chr1:12717632-12717976	0.9858230763615505
chr1:12781566-12781783	0.9993342191294844
chr1:13825180-13825414	0.9870857936280192
chr1:13917058-13917313	0.9779144988693402
chr1:13920056-13920639	0.9681905593926456
chr1:13931629-13932064	0.978503680616474
chr1:13949833-13950153	0.9827379527590369
chr1:14027926-14028325	0.9698153256913632
chr1:14029077-14029879	0.9527900857108385
chr1:14054762-14055166	0.9873094188637387
chr1:14087510-14087640	0.9760001825394748
chr1:14154959-14155163	0.9835804110670123
chr1:14462881-14463117	0.9983130524585162
chr1:14467397-14467540	0.9896922908368496
chr1:14499266-14499635	0.9930994697143912
chr1:14577059-14577154	0.9837875828060478
chr1:14590335-14590448	0.9823184516649668
chr1:14638404-14638703	0.9882701351455037
chr1:14656585-14656699	0.9879120284709189
chr1:14765058-14765382	0.9754722429632235
chr1:14843752-14844090	0.978948516711829
chr1:14847084-14847328	0.9887266457807662
chr1:14848264-14848527	0.9868399168761363
chr1:14880204-14880538	0.9917135267469129
chr1:14881549-14881921	0.9888820501655594
chr1:14924209-14924351	0.977706036892424
chr1:14926383-14926731	0.9783534019070019
chr1:14927160-14927496	0.9803323192842909
chr1:14992426-14992802	0.976240627449696
chr1:15032293-15032599	0.9883671618424748
chr1:15041115-15041310	0.981830653658863
chr1:15059594-15059681	0.9824164205261796
chr1:15111272-15111486	0.9636644843767119
chr1:15119702-15119955	0.9823966895801157
chr1:15144272-15144506	0.9843074120215547
chr1:15208206-15208308	0.9955610940144531
chr1:15209205-15209454	0.9917396259921126
chr1:15240254-15240560	0.981751771779125
chr1:15247273-15247627	0.970966861715648
chr1:15266491-15266726	0.9925614858024244
chr1:15335392-15335732	0.9899879977406896
chr1:15415174-15415506	0.9832164345162762
chr1:15416988-15417263	0.9742197062526952
chr1:15499033-15499473	0.9833531562862617
chr1:15519488-15519688	0.9105131898008958
chr1:15539906-15540096	0.9781330528046251
chr1:15570270-15570435	0.9925336192286253
chr1:15572643-15572853	0.9865560352474224
chr1:15575633-15576067	0.9830327114054036
chr1:15585400-15585822	0.9862370245561508
chr1:15585949-15586132	0.9959102077361484
chr1:15587144-15587415	0.9887234975267875
chr1:15587806-15588435	0.9779944912935824
chr1:15616896-15617243	0.9896258770758587
chr1:15623648-15623823	0.9971048379030102
chr1:15649550-15649749	0.9899907176043349
chr1:15657730-15658111	0.9881085300229129
chr1:15664307-15664455	0.9698979709816156
chr1:15664580-15664866	0.9636558840213366
chr1:15666999-15667145	0.9738821872297212
chr1:15673118-15673422	0.9885214618138519
chr1:15697702-15697752	0.9937344868393669
chr1:15738146-15738632	0.9581377779761938
chr1:15738661-15738986	0.9673611440957914
chr1:15739166-15739306	0.9643531563051356
chr1:15742467-15743324	0.9696086600897632
chr1:15743639-15744318	0.9624690977369477
chr1:15762061-15762268	0.9797240199900437
chr1:15781625-15781660	0.9935301813034292
chr1:15786440-15786713	0.992452327160064
chr1:15827976-15828116	0.9885012002550888
chr1:15835354-15835624	0.9921211250755406
chr1:15946733-15946892	0.9710725380775518
chr1:16007283-16007579	0.9727200396533244
chr1:16030221-16030623	0.9285774362163371
chr1:16087189-16087372	0.9107933576796471
chr1:16125579-16125747	0.934362648265537
chr1:16156384-16156536	0.9839985119988084
chr1:16158409-16158760	0.9752011764154963
chr1:16175691-16176294	0.93880173841279
chr1:16176617-16176801	0.9489585485860386
chr1:16209325-16209770	0.974362813136175
chr1:16212759-16213091	0.8173235959789341
chr1:16227810-16227873	0.984971836942385
chr1:16276028-16276482	0.9402088978505825
chr1:16277350-16278224	0.9629242306641039
chr1:16291784-16292062	0.9598650943013726
chr1:16292565-16293101	0.9736832970058225
chr1:16339360-16339596	0.9526632718591916
chr1:16339773-16339933	0.9723659923326332
chr1:16342592-16343008	0.9785621127239248
chr1:16364376-16364458	0.9941654702507113
chr1:16366462-16366839	0.9962895181730999
chr1:16366857-16367156	0.9938441158654808
chr1:16401814-16401932	0.9757129899153016
chr1:16438237-16438733	0.9851249441074093
chr1:16439002-16439355	0.9964748114880687
chr1:16442572-16442804	0.9956095804337591
chr1:16470181-16470602	0.9564753653451371
chr1:16478939-16479163	0.9577192315514139
chr1:16479299-16479465	0.9401985205091571
chr1:16489021-16489207	0.9765490440177971
chr1:16499761-16499895	0.971812193361151
chr1:16500084-16500309	0.9710077358963366
chr1:16502532-16502678	0.9744646251851048
chr1:16508402-16508642	0.9315819107372497
chr1:16511251-16511623	0.9876607986406888
chr1:16553276-16553594	0.9622255681107121
chr1:16616866-16617180	0.9793139005444428
chr1:16644985-16645064	0.9808294868827923
chr1:16669074-16669169	0.9361144165501676
chr1:16670445-16670837	0.9337304227546867
chr1:16677236-16677843	0.933592612234828
chr1:16696032-16696399	0.9110637841093979
chr1:16770590-16770683	0.9719257080011715
chr1:16825333-16826291	0.732461953772972
chr1:16826315-16826438	0.972806657251345
chr1:16993628-16993842	0.9959464675278956
chr1:17019394-17019738	0.9803786526042063
chr1:17020007-17020088	0.9704343765235385
chr1:17023723-17023998	0.9924596459314442
chr1:17027024-17027386	0.9841481981008637
chr1:17229862-17230229	0.9858384137460485
chr1:17231253-17231704	0.7108253082531732
chr1:17240188-17240783	0.6091521533512159
chr1:17253207-17253541	0.9893942667689735
chr1:17254357-17254559	0.9955179643864164
chr1:17353741-17353845	0.9752942052793462
chr1:17387354-17387523	0.9941125735567787
chr1:17411505-17411663	0.9824735429874675
chr1:17417123-17417163	0.9795941756167725
chr1:17425016-17425355	0.9881201242381584
chr1:17454855-17455288	0.9549919688353012
chr1:17467941-17468133	0.9836772474474716
chr1:17468262-17468618	0.9774668350772757
chr1:17494378-17494745	0.9708380157654888
chr1:17495208-17495390	0.9858507499053957
chr1:17518130-17518260	0.974259397110104
chr1:17518941-17519138	0.9387764037446743
chr1:17525310-17525501	0.9862509017443514
chr1:17534687-17534794	0.970233411019543
chr1:17557386-17557571	0.9849598312981455
chr1:17578205-17578469	0.9814583241015326
chr1:17719874-17719991	0.9750313194615674
chr1:17746173-17746585	0.9780426612568202
chr1:17767804-17768710	0.9442847523139964
chr1:17796675-17796982	0.9956006106976081
chr1:17865185-17865523	0.9766758579483837
chr1:17867253-17867735	0.9756852917058267
chr1:17875004-17875168	0.9856288335690212
chr1:17880613-17880854	0.9846723935269328
chr1:17887951-17888293	0.9646012889874032
chr1:17896198-17896624	0.9511146818920501
chr1:17956441-17957463	0.9826946936309926
chr1:17962245-17962730	0.9819919063848044
chr1:18042899-18043112	0.9902413412707866
chr1:18092065-18092204	0.9904304639526291
chr1:18186786-18187057	0.9854159574197824
chr1:18200796-18200931	0.9813810547441825
chr1:18373680-18373778	0.9906855733752911
chr1:18376502-18376814	0.9884381514560246
chr1:18448662-18449038	0.9840309179940241
chr1:18503183-18503293	0.9949676724099029
chr1:18504032-18504186	0.9890890694639429
chr1:18667678-18667962	0.9924998818187971
chr1:18836920-18836958	0.9885299766238602
chr1:18884159-18884499	0.9898938562799687
chr1:18973426-18973594	0.99147430186501
chr1:18998295-18998632	0.9916190243744524
chr1:19078001-19078369	0.9947071630890547
chr1:19190435-19190769	0.994996375161962
chr1:19248887-19249092	0.9640077521718236
chr1:19253034-19253391	0.8824529150144701
chr1:19264079-19264209	0.9904908100678071
chr1:19271920-19272097	0.9833208359822224
chr1:19274997-19275345	0.9797457179282856
chr1:19276270-19276542	0.939858475103867
chr1:19277155-19277462	0.9500063088009507
chr1:19278388-19278892	0.949910422660412
chr1:19280139-19280583	0.9651043344612418
chr1:19281204-19281307	0.9732710727501529
chr1:19283819-19283997	0.9808327411769606
chr1:19324821-19325090	0.9777586838849538
chr1:19333976-19334220	0.9949237869905322
chr1:19336477-19336714	0.9798837413613737
chr1:19337577-19337942	0.9351670401138507
chr1:19360402-19360809	0.9781989905991714
chr1:19614370-19614635	0.9840790333015558
chr1:19699727-19700097	0.9751787135150548
chr1:19701557-19701789	0.985601899200481
chr1:19703880-19704261	0.9757098506988826
chr1:19735064-19735194	0.9943329665299935
chr1:19762527-19762798	0.9559377483262212
chr1:19778785-19779174	0.9451756306324777
chr1:19780234-19780551	0.9841127574462462
chr1:19794978-19795283	0.9599228312006594
chr1:19796024-19796128	0.9340778689591721
chr1:19803336-19803680	0.9707322305639143
chr1:19803913-19804113	0.9675830111495357
chr1:19804974-19805167	0.9825616102603666
chr1:19832322-19832519	0.9772146178956509
chr1:19837772-19837831	0.9865957852708999
chr1:19839147-19839427	0.9685794253371836
chr1:19926811-19926972	0.972272446104633
chr1:20091332-20091506	0.9318415500045525
chr1:20111066-20111358	0.9618341310513236
chr1:20164481-20164729	0.9860006055552145
chr1:20204786-20204981	0.9709087180613601
chr1:20307927-20308140	0.9913740842794293
chr1:20334929-20335259	0.9952426480565016
chr1:20358851-20359226	0.9869419935350484
chr1:20407516-20407737	0.98976598118954
chr1:20437370-20437554	0.9882905750381494
chr1:20452500-20452937	0.9912033843696417
chr1:20505958-20506082	0.9675567900339405
chr1:20514084-20514586	0.9889255507775724
chr1:20692088-20692242	0.9980780038719715
chr1:20693127-20693202	0.9714287920675381
chr1:20780827-20780970	0.9784274996059733
chr1:20790470-20790828	0.9860712446515739
chr1:20806851-20807214	0.9785219619564757
chr1:20808010-20808395	0.9918348851017844
chr1:20881978-20882230	0.9871099307504672
chr1:20924301-20924404	0.9797624601547109
chr1:20930711-20931037	0.9536535330868121
chr1:20993397-20993558	0.9414935145676614
chr1:21084820-21085159	0.985301889997089
chr1:21149682-21149798	0.953034420772479
chr1:21194399-21194490	0.953471044952866
chr1:21284001-21284025	0.9614709161968931
chr1:21348947-21349299	0.9401841349032889
chr1:21349725-21349786	0.9679838341982931
chr1:21401731-21402159	0.9702963016890831
chr1:21406931-21406946	0.984996189435761
chr1:21428050-21428147	0.9225562126680459
chr1:21475659-21476054	0.9611701801307675
chr1:21476251-21476624	0.9487122148239098
chr1:21510856-21510968	0.9934176223738912
chr1:21514333-21514464	0.9911688399134683
chr1:21555327-21555695	0.9938552084795782
chr1:21558552-21558736	0.9879977600329353
chr1:21588176-21588724	0.9313468317729975
chr1:21588829-21589430	0.9611919020582228
chr1:21611199-21611583	0.9797952570399332
chr1:21618792-21618804	0.9861304082287073
chr1:21643831-21644195	0.9751456975775575
chr1:21649091-21649481	0.9728146887509003
chr1:21650806-21651685	0.9738949365138765
chr1:21651763-21652284	0.9747554277763454
chr1:21655798-21656254	0.9877638938204784
